concept_id,canonical_name,medical_category,severity_weight,emergency_weight,urgent_weight,danger_sign,alias,alias_type,status
urinary_retention,"Urinary Retention",urology,6,0,6,no,"masakit ang urinary retention",synonym,active
urinary_retention,"Urinary Retention",urology,6,0,6,no,urinary_retention,concept_id,active
hematuria,"Blood in Urine",urology,5,0,5,no,"blood in urine",canonical,active
hematuria,"Blood in Urine",urology,5,0,5,no,blood,synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,urine,synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,"may blood in urine",synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,"masakit blood in urine",synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,"may dugo sa ihi",synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,"dugo sa ihi",synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,"pula ihi",synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,"masakit ang blood in urine",synonym,active
hematuria,"Blood in Urine",urology,5,0,5,no,hematuria,concept_id,active
flank_pain,"Flank Pain",urology,5,0,5,no,"flank pain",canonical,active
flank_pain,"Flank Pain",urology,5,0,5,no,flank,synonym,active
flank_pain,"Flank Pain",urology,5,0,5,no,pain,synonym,active
flank_pain,"Flank Pain",urology,5,0,5,no,"may flank pain",synonym,active
flank_pain,"Flank Pain",urology,5,0,5,no,"masakit flank pain",synonym,active
flank_pain,"Flank Pain",urology,5,0,5,no,"kilid masakit",synonym,active
flank_pain,"Flank Pain",urology,5,0,5,no,"masakit ang flank pain",synonym,active
flank_pain,"Flank Pain",urology,5,0,5,no,flank_pain,concept_id,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,"kidney stone pain",canonical,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,kidney,synonym,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,stone,synonym,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,pain,synonym,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,"may kidney stone pain",synonym,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,"masakit kidney stone pain",synonym,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,"masakit ang kidney stone pain",synonym,active
kidney_stone_pain,"Kidney Stone Pain",urology,6,0,6,no,kidney_stone_pain,concept_id,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,"urinary frequency",canonical,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,urinary,synonym,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,frequency,synonym,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,"may urinary frequency",synonym,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,"masakit urinary frequency",synonym,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,"masakit ang urinary frequency",synonym,active
urinary_frequency,"Urinary Frequency",urology,2,0,2,no,urinary_frequency,concept_id,active
incontinence,Incontinence,urology,3,0,3,no,incontinence,canonical,active
incontinence,Incontinence,urology,3,0,3,no,"may incontinence",synonym,active
incontinence,Incontinence,urology,3,0,3,no,"masakit incontinence",synonym,active
incontinence,Incontinence,urology,3,0,3,no,"masakit ang incontinence",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"scrotal pain",canonical,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,scrotal,synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,pain,synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"may scrotal pain",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit scrotal pain",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"gasakit gid bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"hapdi bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit gid bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid akon bayag",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag ako",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag akon",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag akon gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag akon subong",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag gid ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag ko",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"sakit gid bayag ko gid",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,"masakit ang scrotal pain",synonym,active
scrotal_pain,"Scrotal Pain",urology,5,0,5,no,scrotal_pain,concept_id,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"testicular pain",canonical,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,testicular,synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,pain,synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"may testicular pain",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"masakit testicular pain",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit acun itlog",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit acun itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit acun itlug",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit acun itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit akon itlog",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit akon itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit akon itlog ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit akon itlug",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit akon itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit akon itlug ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid acun itlog",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid acun itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid acun itlug",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid acun itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid akon itlog",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid akon itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid akon itlog ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid akon itlug",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid akon itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid akon itlug ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog gid ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ko ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlog ku ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug gid ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ko ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit gid itlug ku ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog gid ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ko ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlog ku ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug gid ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ko ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"gasakit itlug ku ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi acun itlog",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi acun itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi acun itlug",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi acun itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi akon itlog",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi akon itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi akon itlog ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi akon itlug",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi akon itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi akon itlug ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog gid ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ko ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlog ku ko gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug akon gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug akon subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug gid ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug gid ku",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko acun",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko acun gid",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko acun subong",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko ako",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko akon",synonym,active
testicular_pain,"Testicular Pain",urology,6,0,6,no,"hapdi itlug ko akon gid",synonym,active
