hiligaynon_term,english_term,medical_category,severity,triage_level,status
karon nautod tudlo ku sang makina gid,amputated finger,Trauma,Critical,emergency,active
karon nautod tudlo ku sang makina gid ko,amputated finger,Trauma,Critical,emergency,active
karon nautod tudlo ku sang makina ko gid,amputated finger,Trauma,Critical,emergency,active
karon nautod tudlo ku sang makina man,amputated finger,Trauma,Critical,emergency,active
karon nautod tudlo ku sang makina na gid,amputated finger,Trauma,Critical,emergency,active
kidney disease,kidney disease,Urinary,High,urgent,active
lepto,leptospirosis,Infectious,Critical,emergency,active
leptospirosis,leptospirosis,Infectious,Critical,emergency,active
low blood,hypotension,Cardiovascular,Medium,urgent,active
lowblood,hypotension,Cardiovascular,Medium,urgent,active
mapait ang pilas ko,infected wound,Infection,Medium,urgent,active
mapula nasunog balat ko,skin burn,Burn,Medium,urgent,active
mapula nasunog batiis ko,leg burn,Burn,Medium,urgent,active
mapula nasunog buuk ko,arm burn,Burn,Medium,urgent,active
mapula nasunog kamot ko,hand burn,Burn,Medium,urgent,active
mapula nasunog lawas ko,body burn,Burn,High,urgent,active
mapula nasunog mata ko,eye burn,Burn,High,emergency,active
mapula nasunog tiil ko,foot burn,Burn,Medium,urgent,active
mapula nasunog tiyan ko,abdominal burn,Burn,Medium,urgent,active
masakit pag-ihi ko kag may nana sa bilat ko,urinary tract infection,infection,High,urgent,active
may allergy,allergy,Allergy,Medium,urgent,active
may beke,mumps,Infectious,Medium,urgent,active
may dengue,dengue fever,Infectious,Critical,emergency,active
may diabetes,diabetes mellitus,Endocrine,Medium,urgent,active
may dugo sa baba ko,oral bleeding,Bleeding,Medium,urgent,active
may dugo sa ilong ko,nosebleed,Bleeding,Medium,urgent,active
may dugo sa kamot ko,hand bleeding,Bleeding,Medium,urgent,active
may dugo sa pilas ko,bleeding wound,Bleeding,High,emergency,active
may dugo sa pilas ku,bleeding wound,Bleeding,High,emergency,active
may dugo sa tiil ko,foot bleeding,Bleeding,Medium,urgent,active
may dugo sa tudlo ko,finger bleeding,Bleeding,Medium,urgent,active
may dugo sa ulo ko,head bleeding,Bleeding,High,emergency,active
may dugo sa ulo ku,head bleeding,Bleeding,High,emergency,active
may hilanat,fever,General,Medium,urgent,active
may kagat sang ahas ko,snake bite,Bite,Critical,emergency,active
may kagat sang ahas ku,snake bite,Bite,Critical,emergency,active
may kagat sang ido ko,dog bite,Bite,Critical,emergency,active
may kagat sang ido ku,dog bite,Bite,Critical,emergency,active
may kagat sang ipis ko,cockroach bite,Bite,Medium,urgent,active
may kagat sang kuring ko,cat bite,Bite,Medium,urgent,active
may kagat sang lamok ko,mosquito bite,Bite,Medium,urgent,active
may kagat sang manok ko,animal bite,Bite,Medium,urgent,active
may kagat sang sapat ko,animal bite,Bite,Medium,urgent,active
may leptospirosis,leptospirosis,Infectious,Critical,emergency,active
may migraine,migraine,Neurological,Medium,urgent,active
may nana,pus,Infection,Medium,urgent,active
may nana abaga,shoulder infection,Infection,Medium,non_urgent,active
may nana abaga ko,shoulder infection,Infection,Medium,non_urgent,active
may nana ako,pus,Infection,Medium,urgent,active
may nana akon abaga,shoulder infection,Infection,Medium,non_urgent,active
may nana akon ari,penile infection,infection,Severe,urgent,active
may nana akon ari ko,penile infection,infection,Severe,urgent,active
may nana akon ary,penile infection,infection,Severe,urgent,active
may nana akon ary ko,penile infection,infection,Severe,urgent,active
may nana akon atay,liver infection,Infection,Medium,non_urgent,active
may nana akon awang,jaw infection,Infection,Medium,non_urgent,active
may nana akon baba,oral infection,Infection,Medium,non_urgent,active
may nana akon balat,skin infection,Infection,Medium,non_urgent,active
may nana akon batiis,leg infection,Infection,Medium,non_urgent,active
may nana akon bato,kidney infection,Infection,Medium,non_urgent,active
may nana akon baywang,waist infection,Infection,Medium,non_urgent,active
may nana akon bilad,vaginal infection,infection,Severe,urgent,active
may nana akon bilad ko,vaginal infection,infection,Severe,urgent,active
may nana akon bilat,vaginal infection,infection,Severe,urgent,active
may nana akon bilat ko,vaginal infection,infection,Severe,urgent,active
may nana akon buhok,hair infection,Infection,Medium,non_urgent,active
may nana akon bukong,forehead infection,Infection,Medium,non_urgent,active
may nana akon buuk,arm infection,Infection,Medium,non_urgent,active
may nana akon dalunggan,infected ear,Infection,Medium,non_urgent,active
may nana akon dila,tongue infection,Infection,Medium,non_urgent,active
may nana akon dughan,chest infection,Infection,Medium,non_urgent,active
may nana akon ilong,infected nose,Infection,Medium,non_urgent,active
may nana akon itlog,testicular infection,infection,Severe,urgent,active
may nana akon itlog ko,testicular infection,infection,Severe,urgent,active
may nana akon itlug,testicular infection,infection,Severe,urgent,active
may nana akon itlug ko,testicular infection,infection,Severe,urgent,active
may nana akon kamot,skin infection,Infection,Medium,non_urgent,active
may nana akon kuko,nail infection,Infection,Medium,non_urgent,active
may nana akon lawas,body infection,Infection,Medium,non_urgent,active
may nana akon lawi,nape infection,Infection,Medium,non_urgent,active
may nana akon likod,back infection,Infection,Medium,non_urgent,active
may nana akon liog,neck infection,Infection,Medium,non_urgent,active
may nana akon mata,eye infection,Infection,High,urgent,active
may nana akon mata 3 ka adlaw,eye infection,Infection,High,urgent,active
may nana akon mata 5 ka adlaw,eye infection,Infection,High,urgent,active
may nana akon mata bag-o lang,eye infection,Infection,High,urgent,active
may nana akon mata dugay na,eye infection,Infection,High,urgent,active
may nana akon mata gahapon,eye infection,Infection,High,urgent,active
may nana akon mata kagapon,eye infection,Infection,High,urgent,active
may nana akon mata semana na,eye infection,Infection,High,urgent,active
may nana akon mata subong,eye infection,Infection,High,urgent,active
may nana akon mata subong lang,eye infection,Infection,High,urgent,active
may nana akon ngipon,tooth infection,Infection,Medium,non_urgent,active
may nana akon paa,infected foot,Infection,Medium,non_urgent,active
may nana akon pisngi,cheek infection,Infection,Medium,non_urgent,active
may nana akon siko,elbow infection,Infection,Medium,non_urgent,active
may nana akon tadlong,forearm infection,Infection,Medium,non_urgent,active
may nana akon tagipusuon,heart infection,Infection,Medium,non_urgent,active
may nana akon tai,buttocks infection,Infection,Medium,non_urgent,active
may nana akon tiil,infected foot,Infection,Medium,non_urgent,active
may nana akon tikod,heel infection,Infection,Medium,non_urgent,active
may nana akon titi,breast infection,Infection,Medium,non_urgent,active
may nana akon tiyan,abdomen infection,Infection,Medium,non_urgent,active
may nana akon tudlo,infected finger,Infection,High,non_urgent,active
may nana akon tuhod,knee infection,Infection,Medium,non_urgent,active
may nana akon tungod,throat infection,Infection,Medium,non_urgent,active
may nana akon tungtong,ankle infection,Infection,Medium,non_urgent,active
may nana akon ulo,head infection,Infection,Medium,non_urgent,active
may nana akon utok,brain infection,Infection,Medium,non_urgent,active
may nana ari akon,penile infection,infection,Severe,urgent,active
may nana ari ko,penile infection,infection,Severe,urgent,active
may nana ari ko akon,penile infection,infection,Severe,urgent,active
may nana ari ko ko,penile infection,infection,Severe,urgent,active
may nana ary akon,penile infection,infection,Severe,urgent,active
may nana ary ko,penile infection,infection,Severe,urgent,active
may nana ary ko akon,penile infection,infection,Severe,urgent,active
may nana ary ko ko,penile infection,infection,Severe,urgent,active
may nana atay,liver infection,Infection,Medium,non_urgent,active
may nana atay ko,liver infection,Infection,Medium,non_urgent,active
may nana awang,jaw infection,Infection,Medium,non_urgent,active
may nana awang ko,jaw infection,Infection,Medium,non_urgent,active
may nana baba,oral infection,Infection,Medium,non_urgent,active
may nana baba ko,oral infection,Infection,Medium,non_urgent,active
may nana balat,skin infection,Infection,Medium,non_urgent,active
may nana balat ko,skin infection,Infection,Medium,non_urgent,active
may nana batiis,leg infection,Infection,Medium,non_urgent,active
may nana batiis ko,leg infection,Infection,Medium,non_urgent,active
may nana bato,kidney infection,Infection,Medium,non_urgent,active
may nana bato ko,kidney infection,Infection,Medium,non_urgent,active
may nana baywang,waist infection,Infection,Medium,non_urgent,active
may nana baywang ko,waist infection,Infection,Medium,non_urgent,active
may nana bilad akon,vaginal infection,infection,Severe,urgent,active
may nana bilad ko,vaginal infection,infection,Severe,urgent,active
may nana bilad ko akon,vaginal infection,infection,Severe,urgent,active
may nana bilad ko ko,vaginal infection,infection,Severe,urgent,active
may nana bilat akon,vaginal infection,infection,Severe,urgent,active
may nana bilat ko,vaginal infection,infection,Severe,urgent,active
may nana bilat ko akon,vaginal infection,infection,Severe,urgent,active
may nana bilat ko ko,vaginal infection,infection,Severe,urgent,active
may nana buhok,hair infection,Infection,Medium,non_urgent,active
may nana buhok ko,hair infection,Infection,Medium,non_urgent,active
may nana bukong,forehead infection,Infection,Medium,non_urgent,active
may nana bukong ko,forehead infection,Infection,Medium,non_urgent,active
may nana buuk,arm infection,Infection,Medium,non_urgent,active
may nana buuk ko,arm infection,Infection,Medium,non_urgent,active
may nana dalunggan,infected ear,Infection,Medium,non_urgent,active
may nana dalunggan ko,infected ear,Infection,Medium,non_urgent,active
may nana dila,tongue infection,Infection,Medium,non_urgent,active
may nana dila ko,tongue infection,Infection,Medium,non_urgent,active
may nana dughan,chest infection,Infection,Medium,non_urgent,active
may nana dughan ko,chest infection,Infection,Medium,non_urgent,active
may nana ilong,infected nose,Infection,Medium,non_urgent,active
may nana ilong ko,infected nose,Infection,Medium,non_urgent,active
may nana itlog akon,testicular infection,infection,Severe,urgent,active
may nana itlog ko,testicular infection,infection,Severe,urgent,active
may nana itlog ko akon,testicular infection,infection,Severe,urgent,active
may nana itlog ko ko,testicular infection,infection,Severe,urgent,active
may nana itlug akon,testicular infection,infection,Severe,urgent,active
may nana itlug ko,testicular infection,infection,Severe,urgent,active
may nana itlug ko akon,testicular infection,infection,Severe,urgent,active
may nana itlug ko ko,testicular infection,infection,Severe,urgent,active
may nana kamot,skin infection,Infection,Medium,non_urgent,active
may nana kamot ko,skin infection,Infection,Medium,non_urgent,active
may nana ko,pus,Infection,Medium,urgent,active
may nana ko sa abaga,shoulder infection,Infection,Medium,non_urgent,active
may nana ko sa akon ari,penile infection,infection,Severe,urgent,active
may nana ko sa akon ari ko,penile infection,infection,Severe,urgent,active
may nana ko sa akon ary,penile infection,infection,Severe,urgent,active
may nana ko sa akon ary ko,penile infection,infection,Severe,urgent,active
may nana ko sa akon bilad,vaginal infection,infection,Severe,urgent,active
may nana ko sa akon bilad ko,vaginal infection,infection,Severe,urgent,active
may nana ko sa akon bilat,vaginal infection,infection,Severe,urgent,active
may nana ko sa akon bilat ko,vaginal infection,infection,Severe,urgent,active
may nana ko sa akon itlog,testicular infection,infection,Severe,urgent,active
may nana ko sa akon itlog ko,testicular infection,infection,Severe,urgent,active
may nana ko sa akon itlug,testicular infection,infection,Severe,urgent,active
may nana ko sa akon itlug ko,testicular infection,infection,Severe,urgent,active
may nana ko sa ari akon,penile infection,infection,Severe,urgent,active
may nana ko sa ari ko,penile infection,infection,Severe,urgent,active
may nana ko sa ari ko akon,penile infection,infection,Severe,urgent,active
may nana ko sa ari ko ko,penile infection,infection,Severe,urgent,active
may nana ko sa ary akon,penile infection,infection,Severe,urgent,active
may nana ko sa ary ko,penile infection,infection,Severe,urgent,active
may nana ko sa ary ko akon,penile infection,infection,Severe,urgent,active
may nana ko sa ary ko ko,penile infection,infection,Severe,urgent,active
may nana ko sa atay,liver infection,Infection,Medium,non_urgent,active
may nana ko sa awang,jaw infection,Infection,Medium,non_urgent,active
may nana ko sa baba,oral infection,Infection,Medium,non_urgent,active
may nana ko sa balat,skin infection,Infection,Medium,non_urgent,active
may nana ko sa batiis,leg infection,Infection,Medium,non_urgent,active
may nana ko sa bato,kidney infection,Infection,Medium,non_urgent,active
may nana ko sa baywang,waist infection,Infection,Medium,non_urgent,active
may nana ko sa bilad akon,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilad ko,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilad ko akon,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilad ko ko,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilat akon,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilat ko,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilat ko akon,vaginal infection,infection,Severe,urgent,active
may nana ko sa bilat ko ko,vaginal infection,infection,Severe,urgent,active
may nana ko sa buhok,hair infection,Infection,Medium,non_urgent,active
may nana ko sa bukong,forehead infection,Infection,Medium,non_urgent,active
may nana ko sa buuk,arm infection,Infection,Medium,non_urgent,active
may nana ko sa dalunggan,infected ear,Infection,Medium,non_urgent,active
may nana ko sa dila,tongue infection,Infection,Medium,non_urgent,active
may nana ko sa dughan,chest infection,Infection,Medium,non_urgent,active
may nana ko sa ilong,infected nose,Infection,Medium,non_urgent,active
may nana ko sa itlog akon,testicular infection,infection,Severe,urgent,active
may nana ko sa itlog ko,testicular infection,infection,Severe,urgent,active
may nana ko sa itlog ko akon,testicular infection,infection,Severe,urgent,active
may nana ko sa itlog ko ko,testicular infection,infection,Severe,urgent,active
may nana ko sa itlug akon,testicular infection,infection,Severe,urgent,active
may nana ko sa itlug ko,testicular infection,infection,Severe,urgent,active
may nana ko sa itlug ko akon,testicular infection,infection,Severe,urgent,active
may nana ko sa itlug ko ko,testicular infection,infection,Severe,urgent,active
may nana ko sa kamot,skin infection,Infection,Medium,non_urgent,active
may nana ko sa kuko,nail infection,Infection,Medium,non_urgent,active
may nana ko sa lawas,body infection,Infection,Medium,non_urgent,active
may nana ko sa lawi,nape infection,Infection,Medium,non_urgent,active
may nana ko sa likod,back infection,Infection,Medium,non_urgent,active
may nana ko sa liog,neck infection,Infection,Medium,non_urgent,active
may nana ko sa mata,eye infection,Infection,High,urgent,active
may nana ko sa ngipon,tooth infection,Infection,Medium,non_urgent,active
may nana ko sa paa,infected foot,Infection,Medium,non_urgent,active
may nana ko sa pisngi,cheek infection,Infection,Medium,non_urgent,active
may nana ko sa siko,elbow infection,Infection,Medium,non_urgent,active
may nana ko sa tadlong,forearm infection,Infection,Medium,non_urgent,active
may nana ko sa tagipusuon,heart infection,Infection,Medium,non_urgent,active
may nana ko sa tai,buttocks infection,Infection,Medium,non_urgent,active
may nana ko sa tiil,infected foot,Infection,Medium,non_urgent,active
may nana ko sa tikod,heel infection,Infection,Medium,non_urgent,active
may nana ko sa titi,breast infection,Infection,Medium,non_urgent,active
may nana ko sa tiyan,abdomen infection,Infection,Medium,non_urgent,active
may nana ko sa tudlo,infected finger,Infection,High,non_urgent,active
may nana ko sa tuhod,knee infection,Infection,Medium,non_urgent,active
may nana ko sa tungod,throat infection,Infection,Medium,non_urgent,active
may nana ko sa tungtong,ankle infection,Infection,Medium,non_urgent,active
may nana ko sa ulo,head infection,Infection,Medium,non_urgent,active
may nana ko sa utok,brain infection,Infection,Medium,non_urgent,active
may nana kuko,nail infection,Infection,Medium,non_urgent,active
may nana kuko ko,nail infection,Infection,Medium,non_urgent,active
may nana lawas,body infection,Infection,Medium,non_urgent,active
may nana lawas ko,body infection,Infection,Medium,non_urgent,active
may nana lawi,nape infection,Infection,Medium,non_urgent,active
may nana lawi ko,nape infection,Infection,Medium,non_urgent,active
may nana likod,back infection,Infection,Medium,non_urgent,active
may nana likod ko,back infection,Infection,Medium,non_urgent,active
may nana liog,neck infection,Infection,Medium,non_urgent,active
may nana liog ko,neck infection,Infection,Medium,non_urgent,active
may nana mata,eye infection,Infection,High,urgent,active
may nana mata ko,eye infection,Infection,High,urgent,active
may nana ngipon,tooth infection,Infection,Medium,non_urgent,active
may nana ngipon ko,tooth infection,Infection,Medium,non_urgent,active
may nana paa,infected foot,Infection,Medium,non_urgent,active
may nana paa ko,infected foot,Infection,Medium,non_urgent,active
may nana pisngi,cheek infection,Infection,Medium,non_urgent,active
may nana pisngi ko,cheek infection,Infection,Medium,non_urgent,active
may nana sa abaga ko,shoulder infection,Infection,Medium,non_urgent,active
may nana sa akon abaga,shoulder infection,Infection,Medium,non_urgent,active
may nana sa akon akon ari,penile infection,infection,Severe,urgent,active
may nana sa akon akon ari ko,penile infection,infection,Severe,urgent,active
may nana sa akon akon ary,penile infection,infection,Severe,urgent,active
may nana sa akon akon ary ko,penile infection,infection,Severe,urgent,active
may nana sa akon akon bilad,vaginal infection,infection,Severe,urgent,active
may nana sa akon akon bilad ko,vaginal infection,infection,Severe,urgent,active
may nana sa akon akon bilat,vaginal infection,infection,Severe,urgent,active
may nana sa akon akon bilat ko,vaginal infection,infection,Severe,urgent,active
may nana sa akon akon itlog,testicular infection,infection,Severe,urgent,active
may nana sa akon akon itlog ko,testicular infection,infection,Severe,urgent,active
may nana sa akon akon itlug,testicular infection,infection,Severe,urgent,active
may nana sa akon akon itlug ko,testicular infection,infection,Severe,urgent,active
may nana sa akon ari,penile infection,infection,Severe,urgent,active
may nana sa akon ari akon,penile infection,infection,Severe,urgent,active
may nana sa akon ari ko,penile infection,infection,Severe,urgent,active
may nana sa akon ari ko akon,penile infection,infection,Severe,urgent,active
may nana sa akon ari ko ko,penile infection,infection,Severe,urgent,active
may nana sa akon ary,penile infection,infection,Severe,urgent,active
may nana sa akon ary akon,penile infection,infection,Severe,urgent,active
may nana sa akon ary ko,penile infection,infection,Severe,urgent,active
may nana sa akon ary ko akon,penile infection,infection,Severe,urgent,active
may nana sa akon ary ko ko,penile infection,infection,Severe,urgent,active
may nana sa akon atay,liver infection,Infection,Medium,non_urgent,active
may nana sa akon awang,jaw infection,Infection,Medium,non_urgent,active
may nana sa akon baba,oral infection,Infection,Medium,non_urgent,active
may nana sa akon balat,skin infection,Infection,Medium,non_urgent,active
may nana sa akon batiis,leg infection,Infection,Medium,non_urgent,active
may nana sa akon bato,kidney infection,Infection,Medium,non_urgent,active
may nana sa akon baywang,waist infection,Infection,Medium,non_urgent,active
may nana sa akon bilad,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilad akon,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilad ko,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilad ko akon,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilad ko ko,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilat,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilat akon,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilat ko,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilat ko akon,vaginal infection,infection,Severe,urgent,active
may nana sa akon bilat ko ko,vaginal infection,infection,Severe,urgent,active
may nana sa akon buhok,hair infection,Infection,Medium,non_urgent,active
may nana sa akon bukong,forehead infection,Infection,Medium,non_urgent,active
may nana sa akon buuk,arm infection,Infection,Medium,non_urgent,active
may nana sa akon dalunggan,infected ear,Infection,Medium,non_urgent,active
may nana sa akon dila,tongue infection,Infection,Medium,non_urgent,active
may nana sa akon dughan,chest infection,Infection,Medium,non_urgent,active
may nana sa akon ilong,infected nose,Infection,Medium,non_urgent,active
may nana sa akon itlog,testicular infection,infection,Severe,urgent,active
may nana sa akon itlog akon,testicular infection,infection,Severe,urgent,active
may nana sa akon itlog ko,testicular infection,infection,Severe,urgent,active
may nana sa akon itlog ko akon,testicular infection,infection,Severe,urgent,active
may nana sa akon itlog ko ko,testicular infection,infection,Severe,urgent,active
may nana sa akon itlug,testicular infection,infection,Severe,urgent,active
may nana sa akon itlug akon,testicular infection,infection,Severe,urgent,active
may nana sa akon itlug ko,testicular infection,infection,Severe,urgent,active
may nana sa akon itlug ko akon,testicular infection,infection,Severe,urgent,active
may nana sa akon itlug ko ko,testicular infection,infection,Severe,urgent,active
may nana sa akon kamot,skin infection,Infection,Medium,non_urgent,active
may nana sa akon kuko,nail infection,Infection,Medium,non_urgent,active
may nana sa akon lawas,body infection,Infection,Medium,non_urgent,active
may nana sa akon lawi,nape infection,Infection,Medium,non_urgent,active
may nana sa akon likod,back infection,Infection,Medium,non_urgent,active
may nana sa akon liog,neck infection,Infection,Medium,non_urgent,active
may nana sa akon mata,eye infection,Infection,High,urgent,active
may nana sa akon ngipon,tooth infection,Infection,Medium,non_urgent,active
may nana sa akon paa,infected foot,Infection,Medium,non_urgent,active
may nana sa akon pisngi,cheek infection,Infection,Medium,non_urgent,active
may nana sa akon siko,elbow infection,Infection,Medium,non_urgent,active
may nana sa akon tadlong,forearm infection,Infection,Medium,non_urgent,active
may nana sa akon tagipusuon,heart infection,Infection,Medium,non_urgent,active
may nana sa akon tai,buttocks infection,Infection,Medium,non_urgent,active
may nana sa akon tiil,infected foot,Infection,Medium,non_urgent,active
may nana sa akon tikod,heel infection,Infection,Medium,non_urgent,active
may nana sa akon titi,breast infection,Infection,Medium,non_urgent,active
may nana sa akon tiyan,abdomen infection,Infection,Medium,non_urgent,active
may nana sa akon tudlo,infected finger,Infection,High,non_urgent,active
may nana sa akon tuhod,knee infection,Infection,Medium,non_urgent,active
may nana sa akon tungod,throat infection,Infection,Medium,non_urgent,active
may nana sa akon tungtong,ankle infection,Infection,Medium,non_urgent,active
may nana sa akon ulo,head infection,Infection,Medium,non_urgent,active
may nana sa akon utok,brain infection,Infection,Medium,non_urgent,active
may nana sa ari akon,penile infection,infection,Severe,urgent,active
may nana sa ari ko,penile infection,infection,Severe,urgent,active
may nana sa ari ko akon,penile infection,infection,Severe,urgent,active
may nana sa ari ko ko,penile infection,infection,Severe,urgent,active
may nana sa ary akon,penile infection,infection,Severe,urgent,active
may nana sa ary ko,penile infection,infection,Severe,urgent,active
may nana sa ary ko akon,penile infection,infection,Severe,urgent,active
may nana sa ary ko ko,penile infection,infection,Severe,urgent,active
may nana sa atay ko,liver infection,Infection,Medium,non_urgent,active
may nana sa awang ko,jaw infection,Infection,Medium,non_urgent,active
may nana sa baba ko,oral infection,Infection,Medium,non_urgent,active
may nana sa balat ko,skin infection,Infection,Medium,non_urgent,active
may nana sa batiis ko,leg infection,Infection,Medium,non_urgent,active
may nana sa bato ko,kidney infection,Infection,Medium,non_urgent,active
may nana sa baywang ko,waist infection,Infection,Medium,non_urgent,active
may nana sa bilad akon,vaginal infection,infection,Severe,urgent,active
may nana sa bilad ko,vaginal infection,infection,Severe,urgent,active
may nana sa bilad ko akon,vaginal infection,infection,Severe,urgent,active
may nana sa bilad ko ko,vaginal infection,infection,Severe,urgent,active
may nana sa bilat akon,vaginal infection,infection,Severe,urgent,active
may nana sa bilat ko,vaginal infection,infection,Severe,urgent,active
may nana sa bilat ko akon,vaginal infection,infection,Severe,urgent,active
may nana sa bilat ko ko,vaginal infection,infection,Severe,urgent,active
may nana sa buhok ko,hair infection,Infection,Medium,non_urgent,active
may nana sa bukong ko,forehead infection,Infection,Medium,non_urgent,active
may nana sa buuk ko,arm infection,Infection,Medium,non_urgent,active
may nana sa dalunggan ko,infected ear,Infection,Medium,non_urgent,active
may nana sa dila ko,tongue infection,Infection,Medium,non_urgent,active
may nana sa dughan ko,chest infection,Infection,Medium,non_urgent,active
may nana sa ihi ko,urinary infection,infection,High,urgent,active
may nana sa ilong ko,infected nose,Infection,Medium,non_urgent,active
may nana sa itlog akon,testicular infection,infection,Severe,urgent,active
may nana sa itlog ko,testicular infection,infection,Severe,urgent,active
may nana sa itlog ko akon,testicular infection,infection,Severe,urgent,active
may nana sa itlog ko ko,testicular infection,infection,Severe,urgent,active
may nana sa itlug akon,testicular infection,infection,Severe,urgent,active
may nana sa itlug ko,testicular infection,infection,Severe,urgent,active
may nana sa itlug ko akon,testicular infection,infection,Severe,urgent,active
may nana sa itlug ko ko,testicular infection,infection,Severe,urgent,active
may nana sa kamot ko,skin infection,Infection,Medium,non_urgent,active
may nana sa kuko ko,nail infection,Infection,Medium,non_urgent,active
may nana sa lawas ko,body infection,Infection,Medium,non_urgent,active
may nana sa lawi ko,nape infection,Infection,Medium,non_urgent,active
may nana sa likod ko,back infection,Infection,Medium,non_urgent,active
may nana sa liog ko,neck infection,Infection,Medium,non_urgent,active
may nana sa mata ko,eye infection,Infection,High,urgent,active
may nana sa ngipon ko,tooth infection,Infection,Medium,non_urgent,active
may nana sa paa ko,infected foot,Infection,Medium,non_urgent,active
may nana sa pilas ko,infected wound,Infection,High,urgent,active
may nana sa pisngi ko,cheek infection,Infection,Medium,non_urgent,active
may nana sa siko ko,elbow infection,Infection,Medium,non_urgent,active
may nana sa tadlong ko,forearm infection,Infection,Medium,non_urgent,active
may nana sa tagipusuon ko,heart infection,Infection,Medium,non_urgent,active
may nana sa tai ko,buttocks infection,Infection,Medium,non_urgent,active
may nana sa tiil ko,infected foot,Infection,Medium,non_urgent,active
may nana sa tikod ko,heel infection,Infection,Medium,non_urgent,active
may nana sa titi ko,breast infection,Infection,Medium,non_urgent,active
may nana sa tiyan ko,abdomen infection,Infection,Medium,non_urgent,active
may nana sa tudlo ko,infected finger,Infection,High,non_urgent,active
may nana sa tuhod ko,knee infection,Infection,Medium,non_urgent,active
may nana sa tungod ko,throat infection,Infection,Medium,non_urgent,active
may nana sa tungtong ko,ankle infection,Infection,Medium,non_urgent,active
may nana sa ulo ko,head infection,Infection,Medium,non_urgent,active
may nana sa utok ko,brain infection,Infection,Medium,non_urgent,active
may nana siko,elbow infection,Infection,Medium,non_urgent,active
may nana siko ko,elbow infection,Infection,Medium,non_urgent,active
may nana tadlong,forearm infection,Infection,Medium,non_urgent,active
may nana tadlong ko,forearm infection,Infection,Medium,non_urgent,active
may nana tagipusuon,heart infection,Infection,Medium,non_urgent,active
may nana tagipusuon ko,heart infection,Infection,Medium,non_urgent,active
may nana tai,buttocks infection,Infection,Medium,non_urgent,active
may nana tai ko,buttocks infection,Infection,Medium,non_urgent,active
may nana tiil,infected foot,Infection,Medium,non_urgent,active
may nana tiil ko,infected foot,Infection,Medium,non_urgent,active
may nana tikod,heel infection,Infection,Medium,non_urgent,active
may nana tikod ko,heel infection,Infection,Medium,non_urgent,active
may nana titi,breast infection,Infection,Medium,non_urgent,active
may nana titi ko,breast infection,Infection,Medium,non_urgent,active
may nana tiyan,abdomen infection,Infection,Medium,non_urgent,active
may nana tiyan ko,abdomen infection,Infection,Medium,non_urgent,active
may nana tudlo,infected finger,Infection,High,non_urgent,active
may nana tudlo ko,infected finger,Infection,High,non_urgent,active
may nana tuhod,knee infection,Infection,Medium,non_urgent,active
may nana tuhod ko,knee infection,Infection,Medium,non_urgent,active
may nana tungod,throat infection,Infection,Medium,non_urgent,active
may nana tungod ko,throat infection,Infection,Medium,non_urgent,active
may nana tungtong,ankle infection,Infection,Medium,non_urgent,active
may nana tungtong ko,ankle infection,Infection,Medium,non_urgent,active
may nana ulo,head infection,Infection,Medium,non_urgent,active
may nana ulo ko,head infection,Infection,Medium,non_urgent,active
may nana utok,brain infection,Infection,Medium,non_urgent,active
may nana utok ko,brain infection,Infection,Medium,non_urgent,active
may pilas ako sa batiis,leg wound,Wound,Medium,urgent,active
may pilas ako sa buuk,arm wound,Wound,Medium,urgent,active
may pilas ako sa kamot,hand wound,Wound,Medium,urgent,active
may pilas ako sa likod,back wound,Wound,Medium,urgent,active
may pilas ako sa paa,foot wound,Wound,Medium,urgent,active
may pilas ako sa tiil,foot wound,Wound,Medium,urgent,active
may pilas ako sa tiyan,abdominal wound,Wound,Medium,urgent,active
may pilas ako sa tudlo,finger wound,Wound,Medium,urgent,active
may pilas ako sa ulo,head wound,Wound,Medium,urgent,active
may pilas akon batiis,leg wound,Wound,Medium,urgent,active
may pilas akon buuk,arm wound,Wound,Medium,urgent,active
may pilas akon kamot,hand wound,Wound,Medium,urgent,active
may pilas akon likod,back wound,Wound,Medium,urgent,active
may pilas akon paa,foot wound,Wound,Medium,urgent,active
may pilas akon tiil,foot wound,Wound,Medium,urgent,active
may pilas akon tiyan,abdominal wound,Wound,Medium,urgent,active
may pilas akon tudlo,finger wound,Wound,Medium,urgent,active
may pilas akon ulo,head wound,Wound,Medium,urgent,active
may pilas ko sa akon ari,penile wound,injury,Moderate,urgent,active
may pilas ko sa akon ari ko,penile wound,injury,Moderate,urgent,active
may pilas ko sa akon ary,penile wound,injury,Moderate,urgent,active
