text,english_meaning,body_location_en,body_location_hiligaynon,symptom_en,symptom_hiligaynon
ang iya gusok may pilas,his/her rib wound,rib,gusok,wound,pilas
iya gusok may pilas,his/her rib wound,rib,gusok,wound,pilas
iya gamay nga gusok pilas,his/her mild rib wound,rib,gusok,wound,pilas
ang iya gamay nga gusok may pilas,his/her mild rib wound,rib,gusok,wound,pilas
iya grabe nga gusok pilas,his/her severe rib wound,rib,gusok,wound,pilas
ang iya grabe nga gusok may pilas,his/her severe rib wound,rib,gusok,wound,pilas
iya gulpi nga gusok pilas,his/her sudden rib wound,rib,gusok,wound,pilas
ang iya gulpi nga gusok may pilas,his/her sudden rib wound,rib,gusok,wound,pilas
iya padayon nga gusok pilas,his/her persistent rib wound,rib,gusok,wound,pilas
ang iya padayon nga gusok may pilas,his/her persistent rib wound,rib,gusok,wound,pilas
iya pabalik-balik nga gusok pilas,his/her intermittent rib wound,rib,gusok,wound,pilas
ang iya pabalik-balik nga gusok may pilas,his/her intermittent rib wound,rib,gusok,wound,pilas
iya tuo nga gusok pilas,his/her right rib wound,rib,gusok,wound,pilas
ang iya tuo nga gusok may pilas,his/her right rib wound,rib,gusok,wound,pilas
iya tuo nga gamay nga gusok pilas,his/her right mild rib wound,rib,gusok,wound,pilas
ang iya tuo nga gamay nga gusok may pilas,his/her right mild rib wound,rib,gusok,wound,pilas
iya tuo nga grabe nga gusok pilas,his/her right severe rib wound,rib,gusok,wound,pilas
ang iya tuo nga grabe nga gusok may pilas,his/her right severe rib wound,rib,gusok,wound,pilas
iya tuo nga gulpi nga gusok pilas,his/her right sudden rib wound,rib,gusok,wound,pilas
ang iya tuo nga gulpi nga gusok may pilas,his/her right sudden rib wound,rib,gusok,wound,pilas
iya tuo nga padayon nga gusok pilas,his/her right persistent rib wound,rib,gusok,wound,pilas
ang iya tuo nga padayon nga gusok may pilas,his/her right persistent rib wound,rib,gusok,wound,pilas
iya tuo nga pabalik-balik nga gusok pilas,his/her right intermittent rib wound,rib,gusok,wound,pilas
ang iya tuo nga pabalik-balik nga gusok may pilas,his/her right intermittent rib wound,rib,gusok,wound,pilas
iya wala nga gusok pilas,his/her left rib wound,rib,gusok,wound,pilas
ang iya wala nga gusok may pilas,his/her left rib wound,rib,gusok,wound,pilas
iya wala nga gamay nga gusok pilas,his/her left mild rib wound,rib,gusok,wound,pilas
ang iya wala nga gamay nga gusok may pilas,his/her left mild rib wound,rib,gusok,wound,pilas
iya wala nga grabe nga gusok pilas,his/her left severe rib wound,rib,gusok,wound,pilas
ang iya wala nga grabe nga gusok may pilas,his/her left severe rib wound,rib,gusok,wound,pilas
iya wala nga gulpi nga gusok pilas,his/her left sudden rib wound,rib,gusok,wound,pilas
ang iya wala nga gulpi nga gusok may pilas,his/her left sudden rib wound,rib,gusok,wound,pilas
iya wala nga padayon nga gusok pilas,his/her left persistent rib wound,rib,gusok,wound,pilas
ang iya wala nga padayon nga gusok may pilas,his/her left persistent rib wound,rib,gusok,wound,pilas
iya wala nga pabalik-balik nga gusok pilas,his/her left intermittent rib wound,rib,gusok,wound,pilas
ang iya wala nga pabalik-balik nga gusok may pilas,his/her left intermittent rib wound,rib,gusok,wound,pilas
iya pareho nga gusok pilas,his/her both rib wound,rib,gusok,wound,pilas
ang iya pareho nga gusok may pilas,his/her both rib wound,rib,gusok,wound,pilas
iya pareho nga gamay nga gusok pilas,his/her both mild rib wound,rib,gusok,wound,pilas
ang iya pareho nga gamay nga gusok may pilas,his/her both mild rib wound,rib,gusok,wound,pilas
iya pareho nga grabe nga gusok pilas,his/her both severe rib wound,rib,gusok,wound,pilas
ang iya pareho nga grabe nga gusok may pilas,his/her both severe rib wound,rib,gusok,wound,pilas
iya pareho nga gulpi nga gusok pilas,his/her both sudden rib wound,rib,gusok,wound,pilas
ang iya pareho nga gulpi nga gusok may pilas,his/her both sudden rib wound,rib,gusok,wound,pilas
iya pareho nga padayon nga gusok pilas,his/her both persistent rib wound,rib,gusok,wound,pilas
ang iya pareho nga padayon nga gusok may pilas,his/her both persistent rib wound,rib,gusok,wound,pilas
iya pareho nga pabalik-balik nga gusok pilas,his/her both intermittent rib wound,rib,gusok,wound,pilas
ang iya pareho nga pabalik-balik nga gusok may pilas,his/her both intermittent rib wound,rib,gusok,wound,pilas
akon gusok pantal,my rib rash,rib,gusok,rash,pantal
may pantal ako sa gusok,my rib rash,rib,gusok,rash,pantal
ang akon gusok may pantal,my rib rash,rib,gusok,rash,pantal
akon gusok may pantal,my rib rash,rib,gusok,rash,pantal
akon gamay nga gusok pantal,my mild rib rash,rib,gusok,rash,pantal
may pantal ako sa gamay nga gusok,my mild rib rash,rib,gusok,rash,pantal
ang akon gamay nga gusok may pantal,my mild rib rash,rib,gusok,rash,pantal
akon grabe nga gusok pantal,my severe rib rash,rib,gusok,rash,pantal
may pantal ako sa grabe nga gusok,my severe rib rash,rib,gusok,rash,pantal
ang akon grabe nga gusok may pantal,my severe rib rash,rib,gusok,rash,pantal
akon gulpi nga gusok pantal,my sudden rib rash,rib,gusok,rash,pantal
may pantal ako sa gulpi nga gusok,my sudden rib rash,rib,gusok,rash,pantal
ang akon gulpi nga gusok may pantal,my sudden rib rash,rib,gusok,rash,pantal
akon padayon nga gusok pantal,my persistent rib rash,rib,gusok,rash,pantal
may pantal ako sa padayon nga gusok,my persistent rib rash,rib,gusok,rash,pantal
ang akon padayon nga gusok may pantal,my persistent rib rash,rib,gusok,rash,pantal
akon pabalik-balik nga gusok pantal,my intermittent rib rash,rib,gusok,rash,pantal
may pantal ako sa pabalik-balik nga gusok,my intermittent rib rash,rib,gusok,rash,pantal
ang akon pabalik-balik nga gusok may pantal,my intermittent rib rash,rib,gusok,rash,pantal
akon tuo nga gusok pantal,my right rib rash,rib,gusok,rash,pantal
may pantal ako sa tuo nga gusok,my right rib rash,rib,gusok,rash,pantal
ang akon tuo nga gusok may pantal,my right rib rash,rib,gusok,rash,pantal
akon tuo nga gamay nga gusok pantal,my right mild rib rash,rib,gusok,rash,pantal
may pantal ako sa tuo nga gamay nga gusok,my right mild rib rash,rib,gusok,rash,pantal
ang akon tuo nga gamay nga gusok may pantal,my right mild rib rash,rib,gusok,rash,pantal
akon tuo nga grabe nga gusok pantal,my right severe rib rash,rib,gusok,rash,pantal
may pantal ako sa tuo nga grabe nga gusok,my right severe rib rash,rib,gusok,rash,pantal
ang akon tuo nga grabe nga gusok may pantal,my right severe rib rash,rib,gusok,rash,pantal
akon tuo nga gulpi nga gusok pantal,my right sudden rib rash,rib,gusok,rash,pantal
may pantal ako sa tuo nga gulpi nga gusok,my right sudden rib rash,rib,gusok,rash,pantal
ang akon tuo nga gulpi nga gusok may pantal,my right sudden rib rash,rib,gusok,rash,pantal
akon tuo nga padayon nga gusok pantal,my right persistent rib rash,rib,gusok,rash,pantal
may pantal ako sa tuo nga padayon nga gusok,my right persistent rib rash,rib,gusok,rash,pantal
ang akon tuo nga padayon nga gusok may pantal,my right persistent rib rash,rib,gusok,rash,pantal
akon tuo nga pabalik-balik nga gusok pantal,my right intermittent rib rash,rib,gusok,rash,pantal
may pantal ako sa tuo nga pabalik-balik nga gusok,my right intermittent rib rash,rib,gusok,rash,pantal
ang akon tuo nga pabalik-balik nga gusok may pantal,my right intermittent rib rash,rib,gusok,rash,pantal
akon wala nga gusok pantal,my left rib rash,rib,gusok,rash,pantal
may pantal ako sa wala nga gusok,my left rib rash,rib,gusok,rash,pantal
ang akon wala nga gusok may pantal,my left rib rash,rib,gusok,rash,pantal
akon wala nga gamay nga gusok pantal,my left mild rib rash,rib,gusok,rash,pantal
may pantal ako sa wala nga gamay nga gusok,my left mild rib rash,rib,gusok,rash,pantal
ang akon wala nga gamay nga gusok may pantal,my left mild rib rash,rib,gusok,rash,pantal
akon wala nga grabe nga gusok pantal,my left severe rib rash,rib,gusok,rash,pantal
may pantal ako sa wala nga grabe nga gusok,my left severe rib rash,rib,gusok,rash,pantal
ang akon wala nga grabe nga gusok may pantal,my left severe rib rash,rib,gusok,rash,pantal
akon wala nga gulpi nga gusok pantal,my left sudden rib rash,rib,gusok,rash,pantal
may pantal ako sa wala nga gulpi nga gusok,my left sudden rib rash,rib,gusok,rash,pantal
ang akon wala nga gulpi nga gusok may pantal,my left sudden rib rash,rib,gusok,rash,pantal
akon wala nga padayon nga gusok pantal,my left persistent rib rash,rib,gusok,rash,pantal
may pantal ako sa wala nga padayon nga gusok,my left persistent rib rash,rib,gusok,rash,pantal
ang akon wala nga padayon nga gusok may pantal,my left persistent rib rash,rib,gusok,rash,pantal
akon wala nga pabalik-balik nga gusok pantal,my left intermittent rib rash,rib,gusok,rash,pantal
may pantal ako sa wala nga pabalik-balik nga gusok,my left intermittent rib rash,rib,gusok,rash,pantal
ang akon wala nga pabalik-balik nga gusok may pantal,my left intermittent rib rash,rib,gusok,rash,pantal
akon pareho nga gusok pantal,my both rib rash,rib,gusok,rash,pantal
may pantal ako sa pareho nga gusok,my both rib rash,rib,gusok,rash,pantal
ang akon pareho nga gusok may pantal,my both rib rash,rib,gusok,rash,pantal
akon pareho nga gamay nga gusok pantal,my both mild rib rash,rib,gusok,rash,pantal
may pantal ako sa pareho nga gamay nga gusok,my both mild rib rash,rib,gusok,rash,pantal
ang akon pareho nga gamay nga gusok may pantal,my both mild rib rash,rib,gusok,rash,pantal
akon pareho nga grabe nga gusok pantal,my both severe rib rash,rib,gusok,rash,pantal
may pantal ako sa pareho nga grabe nga gusok,my both severe rib rash,rib,gusok,rash,pantal
ang akon pareho nga grabe nga gusok may pantal,my both severe rib rash,rib,gusok,rash,pantal
akon pareho nga gulpi nga gusok pantal,my both sudden rib rash,rib,gusok,rash,pantal
may pantal ako sa pareho nga gulpi nga gusok,my both sudden rib rash,rib,gusok,rash,pantal
ang akon pareho nga gulpi nga gusok may pantal,my both sudden rib rash,rib,gusok,rash,pantal
akon pareho nga padayon nga gusok pantal,my both persistent rib rash,rib,gusok,rash,pantal
may pantal ako sa pareho nga padayon nga gusok,my both persistent rib rash,rib,gusok,rash,pantal
ang akon pareho nga padayon nga gusok may pantal,my both persistent rib rash,rib,gusok,rash,pantal
akon pareho nga pabalik-balik nga gusok pantal,my both intermittent rib rash,rib,gusok,rash,pantal
may pantal ako sa pareho nga pabalik-balik nga gusok,my both intermittent rib rash,rib,gusok,rash,pantal
ang akon pareho nga pabalik-balik nga gusok may pantal,my both intermittent rib rash,rib,gusok,rash,pantal
imo gusok pantal,your rib rash,rib,gusok,rash,pantal
ang imo gusok may pantal,your rib rash,rib,gusok,rash,pantal
imo gusok may pantal,your rib rash,rib,gusok,rash,pantal
imo gamay nga gusok pantal,your mild rib rash,rib,gusok,rash,pantal
ang imo gamay nga gusok may pantal,your mild rib rash,rib,gusok,rash,pantal
imo grabe nga gusok pantal,your severe rib rash,rib,gusok,rash,pantal
ang imo grabe nga gusok may pantal,your severe rib rash,rib,gusok,rash,pantal
imo gulpi nga gusok pantal,your sudden rib rash,rib,gusok,rash,pantal
ang imo gulpi nga gusok may pantal,your sudden rib rash,rib,gusok,rash,pantal
imo padayon nga gusok pantal,your persistent rib rash,rib,gusok,rash,pantal
ang imo padayon nga gusok may pantal,your persistent rib rash,rib,gusok,rash,pantal
imo pabalik-balik nga gusok pantal,your intermittent rib rash,rib,gusok,rash,pantal
ang imo pabalik-balik nga gusok may pantal,your intermittent rib rash,rib,gusok,rash,pantal
imo tuo nga gusok pantal,your right rib rash,rib,gusok,rash,pantal
ang imo tuo nga gusok may pantal,your right rib rash,rib,gusok,rash,pantal
imo tuo nga gamay nga gusok pantal,your right mild rib rash,rib,gusok,rash,pantal
ang imo tuo nga gamay nga gusok may pantal,your right mild rib rash,rib,gusok,rash,pantal
imo tuo nga grabe nga gusok pantal,your right severe rib rash,rib,gusok,rash,pantal
ang imo tuo nga grabe nga gusok may pantal,your right severe rib rash,rib,gusok,rash,pantal
imo tuo nga gulpi nga gusok pantal,your right sudden rib rash,rib,gusok,rash,pantal
ang imo tuo nga gulpi nga gusok may pantal,your right sudden rib rash,rib,gusok,rash,pantal
imo tuo nga padayon nga gusok pantal,your right persistent rib rash,rib,gusok,rash,pantal
ang imo tuo nga padayon nga gusok may pantal,your right persistent rib rash,rib,gusok,rash,pantal
imo tuo nga pabalik-balik nga gusok pantal,your right intermittent rib rash,rib,gusok,rash,pantal
ang imo tuo nga pabalik-balik nga gusok may pantal,your right intermittent rib rash,rib,gusok,rash,pantal
imo wala nga gusok pantal,your left rib rash,rib,gusok,rash,pantal
ang imo wala nga gusok may pantal,your left rib rash,rib,gusok,rash,pantal
imo wala nga gamay nga gusok pantal,your left mild rib rash,rib,gusok,rash,pantal
ang imo wala nga gamay nga gusok may pantal,your left mild rib rash,rib,gusok,rash,pantal
imo wala nga grabe nga gusok pantal,your left severe rib rash,rib,gusok,rash,pantal
ang imo wala nga grabe nga gusok may pantal,your left severe rib rash,rib,gusok,rash,pantal
imo wala nga gulpi nga gusok pantal,your left sudden rib rash,rib,gusok,rash,pantal
ang imo wala nga gulpi nga gusok may pantal,your left sudden rib rash,rib,gusok,rash,pantal
imo wala nga padayon nga gusok pantal,your left persistent rib rash,rib,gusok,rash,pantal
ang imo wala nga padayon nga gusok may pantal,your left persistent rib rash,rib,gusok,rash,pantal
imo wala nga pabalik-balik nga gusok pantal,your left intermittent rib rash,rib,gusok,rash,pantal
ang imo wala nga pabalik-balik nga gusok may pantal,your left intermittent rib rash,rib,gusok,rash,pantal
imo pareho nga gusok pantal,your both rib rash,rib,gusok,rash,pantal
ang imo pareho nga gusok may pantal,your both rib rash,rib,gusok,rash,pantal
imo pareho nga gamay nga gusok pantal,your both mild rib rash,rib,gusok,rash,pantal
ang imo pareho nga gamay nga gusok may pantal,your both mild rib rash,rib,gusok,rash,pantal
imo pareho nga grabe nga gusok pantal,your both severe rib rash,rib,gusok,rash,pantal
ang imo pareho nga grabe nga gusok may pantal,your both severe rib rash,rib,gusok,rash,pantal
imo pareho nga gulpi nga gusok pantal,your both sudden rib rash,rib,gusok,rash,pantal
ang imo pareho nga gulpi nga gusok may pantal,your both sudden rib rash,rib,gusok,rash,pantal
imo pareho nga padayon nga gusok pantal,your both persistent rib rash,rib,gusok,rash,pantal
ang imo pareho nga padayon nga gusok may pantal,your both persistent rib rash,rib,gusok,rash,pantal
imo pareho nga pabalik-balik nga gusok pantal,your both intermittent rib rash,rib,gusok,rash,pantal
ang imo pareho nga pabalik-balik nga gusok may pantal,your both intermittent rib rash,rib,gusok,rash,pantal
iya gusok pantal,his/her rib rash,rib,gusok,rash,pantal
ang iya gusok may pantal,his/her rib rash,rib,gusok,rash,pantal
iya gusok may pantal,his/her rib rash,rib,gusok,rash,pantal
iya gamay nga gusok pantal,his/her mild rib rash,rib,gusok,rash,pantal
ang iya gamay nga gusok may pantal,his/her mild rib rash,rib,gusok,rash,pantal
iya grabe nga gusok pantal,his/her severe rib rash,rib,gusok,rash,pantal
ang iya grabe nga gusok may pantal,his/her severe rib rash,rib,gusok,rash,pantal
iya gulpi nga gusok pantal,his/her sudden rib rash,rib,gusok,rash,pantal
ang iya gulpi nga gusok may pantal,his/her sudden rib rash,rib,gusok,rash,pantal
iya padayon nga gusok pantal,his/her persistent rib rash,rib,gusok,rash,pantal
ang iya padayon nga gusok may pantal,his/her persistent rib rash,rib,gusok,rash,pantal
iya pabalik-balik nga gusok pantal,his/her intermittent rib rash,rib,gusok,rash,pantal
ang iya pabalik-balik nga gusok may pantal,his/her intermittent rib rash,rib,gusok,rash,pantal
iya tuo nga gusok pantal,his/her right rib rash,rib,gusok,rash,pantal
ang iya tuo nga gusok may pantal,his/her right rib rash,rib,gusok,rash,pantal
iya tuo nga gamay nga gusok pantal,his/her right mild rib rash,rib,gusok,rash,pantal
ang iya tuo nga gamay nga gusok may pantal,his/her right mild rib rash,rib,gusok,rash,pantal
iya tuo nga grabe nga gusok pantal,his/her right severe rib rash,rib,gusok,rash,pantal
ang iya tuo nga grabe nga gusok may pantal,his/her right severe rib rash,rib,gusok,rash,pantal
iya tuo nga gulpi nga gusok pantal,his/her right sudden rib rash,rib,gusok,rash,pantal
ang iya tuo nga gulpi nga gusok may pantal,his/her right sudden rib rash,rib,gusok,rash,pantal
iya tuo nga padayon nga gusok pantal,his/her right persistent rib rash,rib,gusok,rash,pantal
ang iya tuo nga padayon nga gusok may pantal,his/her right persistent rib rash,rib,gusok,rash,pantal
iya tuo nga pabalik-balik nga gusok pantal,his/her right intermittent rib rash,rib,gusok,rash,pantal
ang iya tuo nga pabalik-balik nga gusok may pantal,his/her right intermittent rib rash,rib,gusok,rash,pantal
iya wala nga gusok pantal,his/her left rib rash,rib,gusok,rash,pantal
ang iya wala nga gusok may pantal,his/her left rib rash,rib,gusok,rash,pantal
iya wala nga gamay nga gusok pantal,his/her left mild rib rash,rib,gusok,rash,pantal
ang iya wala nga gamay nga gusok may pantal,his/her left mild rib rash,rib,gusok,rash,pantal
iya wala nga grabe nga gusok pantal,his/her left severe rib rash,rib,gusok,rash,pantal
ang iya wala nga grabe nga gusok may pantal,his/her left severe rib rash,rib,gusok,rash,pantal
iya wala nga gulpi nga gusok pantal,his/her left sudden rib rash,rib,gusok,rash,pantal
ang iya wala nga gulpi nga gusok may pantal,his/her left sudden rib rash,rib,gusok,rash,pantal
iya wala nga padayon nga gusok pantal,his/her left persistent rib rash,rib,gusok,rash,pantal
ang iya wala nga padayon nga gusok may pantal,his/her left persistent rib rash,rib,gusok,rash,pantal
iya wala nga pabalik-balik nga gusok pantal,his/her left intermittent rib rash,rib,gusok,rash,pantal
ang iya wala nga pabalik-balik nga gusok may pantal,his/her left intermittent rib rash,rib,gusok,rash,pantal
iya pareho nga gusok pantal,his/her both rib rash,rib,gusok,rash,pantal
ang iya pareho nga gusok may pantal,his/her both rib rash,rib,gusok,rash,pantal
iya pareho nga gamay nga gusok pantal,his/her both mild rib rash,rib,gusok,rash,pantal
ang iya pareho nga gamay nga gusok may pantal,his/her both mild rib rash,rib,gusok,rash,pantal
iya pareho nga grabe nga gusok pantal,his/her both severe rib rash,rib,gusok,rash,pantal
ang iya pareho nga grabe nga gusok may pantal,his/her both severe rib rash,rib,gusok,rash,pantal
iya pareho nga gulpi nga gusok pantal,his/her both sudden rib rash,rib,gusok,rash,pantal
ang iya pareho nga gulpi nga gusok may pantal,his/her both sudden rib rash,rib,gusok,rash,pantal
iya pareho nga padayon nga gusok pantal,his/her both persistent rib rash,rib,gusok,rash,pantal
ang iya pareho nga padayon nga gusok may pantal,his/her both persistent rib rash,rib,gusok,rash,pantal
iya pareho nga pabalik-balik nga gusok pantal,his/her both intermittent rib rash,rib,gusok,rash,pantal
ang iya pareho nga pabalik-balik nga gusok may pantal,his/her both intermittent rib rash,rib,gusok,rash,pantal
akon gusok bukol,my rib lump,rib,gusok,lump,bukol
may bukol ako sa gusok,my rib lump,rib,gusok,lump,bukol
ang akon gusok may bukol,my rib lump,rib,gusok,lump,bukol
akon gusok may bukol,my rib lump,rib,gusok,lump,bukol
akon gamay nga gusok bukol,my mild rib lump,rib,gusok,lump,bukol
may bukol ako sa gamay nga gusok,my mild rib lump,rib,gusok,lump,bukol
ang akon gamay nga gusok may bukol,my mild rib lump,rib,gusok,lump,bukol
akon grabe nga gusok bukol,my severe rib lump,rib,gusok,lump,bukol
may bukol ako sa grabe nga gusok,my severe rib lump,rib,gusok,lump,bukol
ang akon grabe nga gusok may bukol,my severe rib lump,rib,gusok,lump,bukol
akon gulpi nga gusok bukol,my sudden rib lump,rib,gusok,lump,bukol
may bukol ako sa gulpi nga gusok,my sudden rib lump,rib,gusok,lump,bukol
ang akon gulpi nga gusok may bukol,my sudden rib lump,rib,gusok,lump,bukol
akon padayon nga gusok bukol,my persistent rib lump,rib,gusok,lump,bukol
may bukol ako sa padayon nga gusok,my persistent rib lump,rib,gusok,lump,bukol
ang akon padayon nga gusok may bukol,my persistent rib lump,rib,gusok,lump,bukol
akon pabalik-balik nga gusok bukol,my intermittent rib lump,rib,gusok,lump,bukol
may bukol ako sa pabalik-balik nga gusok,my intermittent rib lump,rib,gusok,lump,bukol
ang akon pabalik-balik nga gusok may bukol,my intermittent rib lump,rib,gusok,lump,bukol
akon tuo nga gusok bukol,my right rib lump,rib,gusok,lump,bukol
may bukol ako sa tuo nga gusok,my right rib lump,rib,gusok,lump,bukol
ang akon tuo nga gusok may bukol,my right rib lump,rib,gusok,lump,bukol
akon tuo nga gamay nga gusok bukol,my right mild rib lump,rib,gusok,lump,bukol
may bukol ako sa tuo nga gamay nga gusok,my right mild rib lump,rib,gusok,lump,bukol
ang akon tuo nga gamay nga gusok may bukol,my right mild rib lump,rib,gusok,lump,bukol
akon tuo nga grabe nga gusok bukol,my right severe rib lump,rib,gusok,lump,bukol
may bukol ako sa tuo nga grabe nga gusok,my right severe rib lump,rib,gusok,lump,bukol
ang akon tuo nga grabe nga gusok may bukol,my right severe rib lump,rib,gusok,lump,bukol
akon tuo nga gulpi nga gusok bukol,my right sudden rib lump,rib,gusok,lump,bukol
may bukol ako sa tuo nga gulpi nga gusok,my right sudden rib lump,rib,gusok,lump,bukol
ang akon tuo nga gulpi nga gusok may bukol,my right sudden rib lump,rib,gusok,lump,bukol
akon tuo nga padayon nga gusok bukol,my right persistent rib lump,rib,gusok,lump,bukol
may bukol ako sa tuo nga padayon nga gusok,my right persistent rib lump,rib,gusok,lump,bukol
ang akon tuo nga padayon nga gusok may bukol,my right persistent rib lump,rib,gusok,lump,bukol
akon tuo nga pabalik-balik nga gusok bukol,my right intermittent rib lump,rib,gusok,lump,bukol
may bukol ako sa tuo nga pabalik-balik nga gusok,my right intermittent rib lump,rib,gusok,lump,bukol
ang akon tuo nga pabalik-balik nga gusok may bukol,my right intermittent rib lump,rib,gusok,lump,bukol
akon wala nga gusok bukol,my left rib lump,rib,gusok,lump,bukol
may bukol ako sa wala nga gusok,my left rib lump,rib,gusok,lump,bukol
ang akon wala nga gusok may bukol,my left rib lump,rib,gusok,lump,bukol
akon wala nga gamay nga gusok bukol,my left mild rib lump,rib,gusok,lump,bukol
may bukol ako sa wala nga gamay nga gusok,my left mild rib lump,rib,gusok,lump,bukol
ang akon wala nga gamay nga gusok may bukol,my left mild rib lump,rib,gusok,lump,bukol
akon wala nga grabe nga gusok bukol,my left severe rib lump,rib,gusok,lump,bukol
may bukol ako sa wala nga grabe nga gusok,my left severe rib lump,rib,gusok,lump,bukol
ang akon wala nga grabe nga gusok may bukol,my left severe rib lump,rib,gusok,lump,bukol
akon wala nga gulpi nga gusok bukol,my left sudden rib lump,rib,gusok,lump,bukol
may bukol ako sa wala nga gulpi nga gusok,my left sudden rib lump,rib,gusok,lump,bukol
ang akon wala nga gulpi nga gusok may bukol,my left sudden rib lump,rib,gusok,lump,bukol
akon wala nga padayon nga gusok bukol,my left persistent rib lump,rib,gusok,lump,bukol
may bukol ako sa wala nga padayon nga gusok,my left persistent rib lump,rib,gusok,lump,bukol
ang akon wala nga padayon nga gusok may bukol,my left persistent rib lump,rib,gusok,lump,bukol
akon wala nga pabalik-balik nga gusok bukol,my left intermittent rib lump,rib,gusok,lump,bukol
may bukol ako sa wala nga pabalik-balik nga gusok,my left intermittent rib lump,rib,gusok,lump,bukol
ang akon wala nga pabalik-balik nga gusok may bukol,my left intermittent rib lump,rib,gusok,lump,bukol
akon pareho nga gusok bukol,my both rib lump,rib,gusok,lump,bukol
may bukol ako sa pareho nga gusok,my both rib lump,rib,gusok,lump,bukol
ang akon pareho nga gusok may bukol,my both rib lump,rib,gusok,lump,bukol
akon pareho nga gamay nga gusok bukol,my both mild rib lump,rib,gusok,lump,bukol
may bukol ako sa pareho nga gamay nga gusok,my both mild rib lump,rib,gusok,lump,bukol
ang akon pareho nga gamay nga gusok may bukol,my both mild rib lump,rib,gusok,lump,bukol
akon pareho nga grabe nga gusok bukol,my both severe rib lump,rib,gusok,lump,bukol
may bukol ako sa pareho nga grabe nga gusok,my both severe rib lump,rib,gusok,lump,bukol
ang akon pareho nga grabe nga gusok may bukol,my both severe rib lump,rib,gusok,lump,bukol
akon pareho nga gulpi nga gusok bukol,my both sudden rib lump,rib,gusok,lump,bukol
may bukol ako sa pareho nga gulpi nga gusok,my both sudden rib lump,rib,gusok,lump,bukol
ang akon pareho nga gulpi nga gusok may bukol,my both sudden rib lump,rib,gusok,lump,bukol
akon pareho nga padayon nga gusok bukol,my both persistent rib lump,rib,gusok,lump,bukol
may bukol ako sa pareho nga padayon nga gusok,my both persistent rib lump,rib,gusok,lump,bukol
ang akon pareho nga padayon nga gusok may bukol,my both persistent rib lump,rib,gusok,lump,bukol
akon pareho nga pabalik-balik nga gusok bukol,my both intermittent rib lump,rib,gusok,lump,bukol
may bukol ako sa pareho nga pabalik-balik nga gusok,my both intermittent rib lump,rib,gusok,lump,bukol
ang akon pareho nga pabalik-balik nga gusok may bukol,my both intermittent rib lump,rib,gusok,lump,bukol
imo gusok bukol,your rib lump,rib,gusok,lump,bukol
ang imo gusok may bukol,your rib lump,rib,gusok,lump,bukol
imo gusok may bukol,your rib lump,rib,gusok,lump,bukol
imo gamay nga gusok bukol,your mild rib lump,rib,gusok,lump,bukol
ang imo gamay nga gusok may bukol,your mild rib lump,rib,gusok,lump,bukol
imo grabe nga gusok bukol,your severe rib lump,rib,gusok,lump,bukol
ang imo grabe nga gusok may bukol,your severe rib lump,rib,gusok,lump,bukol
imo gulpi nga gusok bukol,your sudden rib lump,rib,gusok,lump,bukol
ang imo gulpi nga gusok may bukol,your sudden rib lump,rib,gusok,lump,bukol
imo padayon nga gusok bukol,your persistent rib lump,rib,gusok,lump,bukol
ang imo padayon nga gusok may bukol,your persistent rib lump,rib,gusok,lump,bukol
imo pabalik-balik nga gusok bukol,your intermittent rib lump,rib,gusok,lump,bukol
ang imo pabalik-balik nga gusok may bukol,your intermittent rib lump,rib,gusok,lump,bukol
imo tuo nga gusok bukol,your right rib lump,rib,gusok,lump,bukol
ang imo tuo nga gusok may bukol,your right rib lump,rib,gusok,lump,bukol
imo tuo nga gamay nga gusok bukol,your right mild rib lump,rib,gusok,lump,bukol
ang imo tuo nga gamay nga gusok may bukol,your right mild rib lump,rib,gusok,lump,bukol
imo tuo nga grabe nga gusok bukol,your right severe rib lump,rib,gusok,lump,bukol
ang imo tuo nga grabe nga gusok may bukol,your right severe rib lump,rib,gusok,lump,bukol
imo tuo nga gulpi nga gusok bukol,your right sudden rib lump,rib,gusok,lump,bukol
ang imo tuo nga gulpi nga gusok may bukol,your right sudden rib lump,rib,gusok,lump,bukol
imo tuo nga padayon nga gusok bukol,your right persistent rib lump,rib,gusok,lump,bukol
ang imo tuo nga padayon nga gusok may bukol,your right persistent rib lump,rib,gusok,lump,bukol
imo tuo nga pabalik-balik nga gusok bukol,your right intermittent rib lump,rib,gusok,lump,bukol
ang imo tuo nga pabalik-balik nga gusok may bukol,your right intermittent rib lump,rib,gusok,lump,bukol
imo wala nga gusok bukol,your left rib lump,rib,gusok,lump,bukol
ang imo wala nga gusok may bukol,your left rib lump,rib,gusok,lump,bukol
imo wala nga gamay nga gusok bukol,your left mild rib lump,rib,gusok,lump,bukol
ang imo wala nga gamay nga gusok may bukol,your left mild rib lump,rib,gusok,lump,bukol
imo wala nga grabe nga gusok bukol,your left severe rib lump,rib,gusok,lump,bukol
ang imo wala nga grabe nga gusok may bukol,your left severe rib lump,rib,gusok,lump,bukol
imo wala nga gulpi nga gusok bukol,your left sudden rib lump,rib,gusok,lump,bukol
ang imo wala nga gulpi nga gusok may bukol,your left sudden rib lump,rib,gusok,lump,bukol
imo wala nga padayon nga gusok bukol,your left persistent rib lump,rib,gusok,lump,bukol
ang imo wala nga padayon nga gusok may bukol,your left persistent rib lump,rib,gusok,lump,bukol
