combo_id,symptom_a,symptom_b,variant,classification,severity_points,rationale,status
SC03459,odynophagia,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: odynophagia + anxiety_attack,active
SC03460,odynophagia,panic_attack,clinical,NON-URGENT,3,Clinical combination: odynophagia + panic_attack,active
SC03461,odynophagia,depression_severe,clinical,NON-URGENT,3,Clinical combination: odynophagia + depression_severe,active
SC03462,odynophagia,agitation,clinical,NON-URGENT,3,Clinical combination: odynophagia + agitation,active
SC03463,odynophagia,aggression,clinical,NON-URGENT,3,Clinical combination: odynophagia + aggression,active
SC03464,odynophagia,hallucinations,clinical,URGENT,7,Clinical combination: odynophagia + hallucinations,active
SC03465,odynophagia,substance_withdrawal,clinical,URGENT,7,Clinical combination: odynophagia + substance_withdrawal,active
SC03466,odynophagia,self_harm,clinical,URGENT,7,Clinical combination: odynophagia + self_harm,active
SC03467,odynophagia,psychosis,clinical,URGENT,7,Clinical combination: odynophagia + psychosis,active
SC03468,odynophagia,infant_fever,clinical,NON-URGENT,3,Clinical combination: odynophagia + infant_fever,active
SC03469,odynophagia,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: odynophagia + poor_feeding_infant,active
SC03470,odynophagia,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: odynophagia + decreased_wet_diapers,active
SC03471,odynophagia,bulging_fontanelle,clinical,URGENT,7,Clinical combination: odynophagia + bulging_fontanelle,active
SC03472,odynophagia,irritable_infant,clinical,NON-URGENT,3,Clinical combination: odynophagia + irritable_infant,active
SC03473,melena,hematochezia,clinical,EMERGENCY,12,Clinical combination: melena + hematochezia,active
SC03474,melena,jaundice,clinical,URGENT,7,Clinical combination: melena + jaundice,active
SC03475,melena,appendicitis_pain,clinical,EMERGENCY,12,Clinical combination: melena + appendicitis_pain,active
SC03476,melena,pancreatitis_pain,clinical,EMERGENCY,12,Clinical combination: melena + pancreatitis_pain,active
SC03477,melena,gallbladder_pain,clinical,URGENT,7,Clinical combination: melena + gallbladder_pain,active
SC03478,melena,reflux,clinical,URGENT,7,Clinical combination: melena + reflux,active
SC03479,melena,indigestion,clinical,URGENT,7,Clinical combination: melena + indigestion,active
SC03480,melena,anorexia,clinical,URGENT,7,Clinical combination: melena + anorexia,active
SC03481,melena,weight_loss,clinical,URGENT,7,Clinical combination: melena + weight_loss,active
SC03482,melena,rectal_pain,clinical,URGENT,7,Clinical combination: melena + rectal_pain,active
SC03483,melena,hernia_pain,clinical,URGENT,7,Clinical combination: melena + hernia_pain,active
SC03484,melena,acute_abdomen,clinical,EMERGENCY,12,Clinical combination: melena + acute_abdomen,active
SC03485,melena,numbness,clinical,URGENT,7,Clinical combination: melena + numbness,active
SC03486,melena,tingling,clinical,URGENT,7,Clinical combination: melena + tingling,active
SC03487,melena,paralysis,clinical,EMERGENCY,12,Clinical combination: melena + paralysis,active
SC03488,melena,tremor,clinical,URGENT,7,Clinical combination: melena + tremor,active
SC03489,melena,facial_weakness,clinical,EMERGENCY,12,Clinical combination: melena + facial_weakness,active
SC03490,melena,vision_loss,clinical,EMERGENCY,12,Clinical combination: melena + vision_loss,active
SC03491,melena,double_vision,clinical,URGENT,7,Clinical combination: melena + double_vision,active
SC03492,melena,hearing_loss,clinical,URGENT,7,Clinical combination: melena + hearing_loss,active
SC03493,melena,vertigo,clinical,URGENT,7,Clinical combination: melena + vertigo,active
SC03494,melena,migraine_severe,clinical,URGENT,7,Clinical combination: melena + migraine_severe,active
SC03495,melena,stiff_neck,clinical,URGENT,7,Clinical combination: melena + stiff_neck,active
SC03496,melena,meningism,clinical,EMERGENCY,12,Clinical combination: melena + meningism,active
SC03497,melena,gait_disturbance,clinical,URGENT,7,Clinical combination: melena + gait_disturbance,active
SC03498,melena,memory_loss_acute,clinical,EMERGENCY,12,Clinical combination: melena + memory_loss_acute,active
SC03499,melena,facial_droop,clinical,EMERGENCY,12,Clinical combination: melena + facial_droop,active
SC03500,melena,slurred_speech,clinical,EMERGENCY,12,Clinical combination: melena + slurred_speech,active
SC03501,melena,one_sided_weakness,clinical,EMERGENCY,12,Clinical combination: melena + one_sided_weakness,active
SC03502,melena,joint_swelling,clinical,URGENT,7,Clinical combination: melena + joint_swelling,active
SC03503,melena,muscle_cramps,clinical,URGENT,7,Clinical combination: melena + muscle_cramps,active
SC03504,melena,neck_pain,clinical,URGENT,7,Clinical combination: melena + neck_pain,active
SC03505,melena,shoulder_pain,clinical,URGENT,7,Clinical combination: melena + shoulder_pain,active
SC03506,melena,hip_pain,clinical,URGENT,7,Clinical combination: melena + hip_pain,active
SC03507,melena,knee_pain,clinical,URGENT,7,Clinical combination: melena + knee_pain,active
SC03508,melena,ankle_pain,clinical,URGENT,7,Clinical combination: melena + ankle_pain,active
SC03509,melena,wrist_pain,clinical,URGENT,7,Clinical combination: melena + wrist_pain,active
SC03510,melena,sprain,clinical,URGENT,7,Clinical combination: melena + sprain,active
SC03511,melena,suspected_fracture,clinical,URGENT,7,Clinical combination: melena + suspected_fracture,active
SC03512,melena,dislocation,clinical,URGENT,7,Clinical combination: melena + dislocation,active
SC03513,melena,muscle_weakness,clinical,URGENT,7,Clinical combination: melena + muscle_weakness,active
SC03514,melena,hives,clinical,URGENT,7,Clinical combination: melena + hives,active
SC03515,melena,itching,clinical,URGENT,7,Clinical combination: melena + itching,active
SC03516,melena,cellulitis,clinical,URGENT,7,Clinical combination: melena + cellulitis,active
SC03517,melena,abscess,clinical,URGENT,7,Clinical combination: melena + abscess,active
SC03518,melena,wound_infection,clinical,URGENT,7,Clinical combination: melena + wound_infection,active
SC03519,melena,laceration,clinical,URGENT,7,Clinical combination: melena + laceration,active
SC03520,melena,insect_bite_reaction,clinical,URGENT,7,Clinical combination: melena + insect_bite_reaction,active
SC03521,melena,purpuric_rash,clinical,EMERGENCY,12,Clinical combination: melena + purpuric_rash,active
SC03522,melena,skin_infection_spreading,clinical,URGENT,7,Clinical combination: melena + skin_infection_spreading,active
SC03523,melena,tinnitus,clinical,URGENT,7,Clinical combination: melena + tinnitus,active
SC03524,melena,hearing_change,clinical,URGENT,7,Clinical combination: melena + hearing_change,active
SC03525,melena,tonsillar_swelling,clinical,URGENT,7,Clinical combination: melena + tonsillar_swelling,active
SC03526,melena,dental_pain,clinical,URGENT,7,Clinical combination: melena + dental_pain,active
SC03527,melena,jaw_pain,clinical,URGENT,7,Clinical combination: melena + jaw_pain,active
SC03528,melena,facial_pain,clinical,URGENT,7,Clinical combination: melena + facial_pain,active
SC03529,melena,mouth_sores,clinical,URGENT,7,Clinical combination: melena + mouth_sores,active
SC03530,melena,facial_swelling,clinical,URGENT,7,Clinical combination: melena + facial_swelling,active
SC03531,melena,red_eye,clinical,URGENT,7,Clinical combination: melena + red_eye,active
SC03532,melena,vision_change,clinical,URGENT,7,Clinical combination: melena + vision_change,active
SC03533,melena,eye_discharge,clinical,URGENT,7,Clinical combination: melena + eye_discharge,active
SC03534,melena,foreign_body_eye,clinical,URGENT,7,Clinical combination: melena + foreign_body_eye,active
SC03535,melena,photophobia,clinical,URGENT,7,Clinical combination: melena + photophobia,active
SC03536,melena,sudden_vision_loss,clinical,EMERGENCY,12,Clinical combination: melena + sudden_vision_loss,active
SC03537,melena,urinary_retention,clinical,URGENT,7,Clinical combination: melena + urinary_retention,active
SC03538,melena,hematuria,clinical,URGENT,7,Clinical combination: melena + hematuria,active
SC03539,melena,flank_pain,clinical,URGENT,7,Clinical combination: melena + flank_pain,active
SC03540,melena,kidney_stone_pain,clinical,URGENT,7,Clinical combination: melena + kidney_stone_pain,active
SC03541,melena,urinary_frequency,clinical,URGENT,7,Clinical combination: melena + urinary_frequency,active
SC03542,melena,incontinence,clinical,URGENT,7,Clinical combination: melena + incontinence,active
SC03543,melena,scrotal_pain,clinical,URGENT,7,Clinical combination: melena + scrotal_pain,active
SC03544,melena,testicular_pain,clinical,URGENT,7,Clinical combination: melena + testicular_pain,active
SC03545,melena,testicular_torsion,clinical,EMERGENCY,12,Clinical combination: melena + testicular_torsion,active
SC03546,melena,penile_discharge,clinical,URGENT,7,Clinical combination: melena + penile_discharge,active
SC03547,melena,anxiety_attack,clinical,URGENT,7,Clinical combination: melena + anxiety_attack,active
SC03548,melena,panic_attack,clinical,URGENT,7,Clinical combination: melena + panic_attack,active
SC03549,melena,depression_severe,clinical,URGENT,7,Clinical combination: melena + depression_severe,active
SC03550,melena,agitation,clinical,URGENT,7,Clinical combination: melena + agitation,active
SC03551,melena,aggression,clinical,URGENT,7,Clinical combination: melena + aggression,active
SC03552,melena,hallucinations,clinical,EMERGENCY,12,Clinical combination: melena + hallucinations,active
SC03553,melena,substance_withdrawal,clinical,EMERGENCY,12,Clinical combination: melena + substance_withdrawal,active
SC03554,melena,self_harm,clinical,EMERGENCY,12,Clinical combination: melena + self_harm,active
SC03555,melena,psychosis,clinical,EMERGENCY,12,Clinical combination: melena + psychosis,active
SC03556,melena,infant_fever,clinical,URGENT,7,Clinical combination: melena + infant_fever,active
SC03557,melena,poor_feeding_infant,clinical,URGENT,7,Clinical combination: melena + poor_feeding_infant,active
SC03558,melena,decreased_wet_diapers,clinical,URGENT,7,Clinical combination: melena + decreased_wet_diapers,active
SC03559,melena,bulging_fontanelle,clinical,EMERGENCY,12,Clinical combination: melena + bulging_fontanelle,active
SC03560,melena,irritable_infant,clinical,URGENT,7,Clinical combination: melena + irritable_infant,active
SC03561,hematochezia,jaundice,clinical,URGENT,7,Clinical combination: hematochezia + jaundice,active
SC03562,hematochezia,appendicitis_pain,clinical,EMERGENCY,12,Clinical combination: hematochezia + appendicitis_pain,active
SC03563,hematochezia,pancreatitis_pain,clinical,EMERGENCY,12,Clinical combination: hematochezia + pancreatitis_pain,active
SC03564,hematochezia,gallbladder_pain,clinical,URGENT,7,Clinical combination: hematochezia + gallbladder_pain,active
SC03565,hematochezia,reflux,clinical,URGENT,7,Clinical combination: hematochezia + reflux,active
SC03566,hematochezia,indigestion,clinical,URGENT,7,Clinical combination: hematochezia + indigestion,active
SC03567,hematochezia,anorexia,clinical,URGENT,7,Clinical combination: hematochezia + anorexia,active
SC03568,hematochezia,weight_loss,clinical,URGENT,7,Clinical combination: hematochezia + weight_loss,active
SC03569,hematochezia,rectal_pain,clinical,URGENT,7,Clinical combination: hematochezia + rectal_pain,active
SC03570,hematochezia,hernia_pain,clinical,URGENT,7,Clinical combination: hematochezia + hernia_pain,active
SC03571,hematochezia,acute_abdomen,clinical,EMERGENCY,12,Clinical combination: hematochezia + acute_abdomen,active
SC03572,hematochezia,numbness,clinical,URGENT,7,Clinical combination: hematochezia + numbness,active
SC03573,hematochezia,tingling,clinical,URGENT,7,Clinical combination: hematochezia + tingling,active
SC03574,hematochezia,paralysis,clinical,EMERGENCY,12,Clinical combination: hematochezia + paralysis,active
SC03575,hematochezia,tremor,clinical,URGENT,7,Clinical combination: hematochezia + tremor,active
SC03576,hematochezia,facial_weakness,clinical,EMERGENCY,12,Clinical combination: hematochezia + facial_weakness,active
SC03577,hematochezia,vision_loss,clinical,EMERGENCY,12,Clinical combination: hematochezia + vision_loss,active
SC03578,hematochezia,double_vision,clinical,URGENT,7,Clinical combination: hematochezia + double_vision,active
SC03579,hematochezia,hearing_loss,clinical,URGENT,7,Clinical combination: hematochezia + hearing_loss,active
SC03580,hematochezia,vertigo,clinical,URGENT,7,Clinical combination: hematochezia + vertigo,active
SC03581,hematochezia,migraine_severe,clinical,URGENT,7,Clinical combination: hematochezia + migraine_severe,active
SC03582,hematochezia,stiff_neck,clinical,URGENT,7,Clinical combination: hematochezia + stiff_neck,active
SC03583,hematochezia,meningism,clinical,EMERGENCY,12,Clinical combination: hematochezia + meningism,active
SC03584,hematochezia,gait_disturbance,clinical,URGENT,7,Clinical combination: hematochezia + gait_disturbance,active
SC03585,hematochezia,memory_loss_acute,clinical,EMERGENCY,12,Clinical combination: hematochezia + memory_loss_acute,active
SC03586,hematochezia,facial_droop,clinical,EMERGENCY,12,Clinical combination: hematochezia + facial_droop,active
SC03587,hematochezia,slurred_speech,clinical,EMERGENCY,12,Clinical combination: hematochezia + slurred_speech,active
SC03588,hematochezia,one_sided_weakness,clinical,EMERGENCY,12,Clinical combination: hematochezia + one_sided_weakness,active
SC03589,hematochezia,joint_swelling,clinical,URGENT,7,Clinical combination: hematochezia + joint_swelling,active
SC03590,hematochezia,muscle_cramps,clinical,URGENT,7,Clinical combination: hematochezia + muscle_cramps,active
SC03591,hematochezia,neck_pain,clinical,URGENT,7,Clinical combination: hematochezia + neck_pain,active
SC03592,hematochezia,shoulder_pain,clinical,URGENT,7,Clinical combination: hematochezia + shoulder_pain,active
SC03593,hematochezia,hip_pain,clinical,URGENT,7,Clinical combination: hematochezia + hip_pain,active
SC03594,hematochezia,knee_pain,clinical,URGENT,7,Clinical combination: hematochezia + knee_pain,active
SC03595,hematochezia,ankle_pain,clinical,URGENT,7,Clinical combination: hematochezia + ankle_pain,active
SC03596,hematochezia,wrist_pain,clinical,URGENT,7,Clinical combination: hematochezia + wrist_pain,active
SC03597,hematochezia,sprain,clinical,URGENT,7,Clinical combination: hematochezia + sprain,active
SC03598,hematochezia,suspected_fracture,clinical,URGENT,7,Clinical combination: hematochezia + suspected_fracture,active
SC03599,hematochezia,dislocation,clinical,URGENT,7,Clinical combination: hematochezia + dislocation,active
SC03600,hematochezia,muscle_weakness,clinical,URGENT,7,Clinical combination: hematochezia + muscle_weakness,active
SC03601,hematochezia,hives,clinical,URGENT,7,Clinical combination: hematochezia + hives,active
SC03602,hematochezia,itching,clinical,URGENT,7,Clinical combination: hematochezia + itching,active
SC03603,hematochezia,cellulitis,clinical,URGENT,7,Clinical combination: hematochezia + cellulitis,active
SC03604,hematochezia,abscess,clinical,URGENT,7,Clinical combination: hematochezia + abscess,active
SC03605,hematochezia,wound_infection,clinical,URGENT,7,Clinical combination: hematochezia + wound_infection,active
SC03606,hematochezia,laceration,clinical,URGENT,7,Clinical combination: hematochezia + laceration,active
SC03607,hematochezia,insect_bite_reaction,clinical,URGENT,7,Clinical combination: hematochezia + insect_bite_reaction,active
SC03608,hematochezia,purpuric_rash,clinical,EMERGENCY,12,Clinical combination: hematochezia + purpuric_rash,active
SC03609,hematochezia,skin_infection_spreading,clinical,URGENT,7,Clinical combination: hematochezia + skin_infection_spreading,active
SC03610,hematochezia,tinnitus,clinical,URGENT,7,Clinical combination: hematochezia + tinnitus,active
SC03611,hematochezia,hearing_change,clinical,URGENT,7,Clinical combination: hematochezia + hearing_change,active
SC03612,hematochezia,tonsillar_swelling,clinical,URGENT,7,Clinical combination: hematochezia + tonsillar_swelling,active
SC03613,hematochezia,dental_pain,clinical,URGENT,7,Clinical combination: hematochezia + dental_pain,active
SC03614,hematochezia,jaw_pain,clinical,URGENT,7,Clinical combination: hematochezia + jaw_pain,active
SC03615,hematochezia,facial_pain,clinical,URGENT,7,Clinical combination: hematochezia + facial_pain,active
SC03616,hematochezia,mouth_sores,clinical,URGENT,7,Clinical combination: hematochezia + mouth_sores,active
SC03617,hematochezia,facial_swelling,clinical,URGENT,7,Clinical combination: hematochezia + facial_swelling,active
SC03618,hematochezia,red_eye,clinical,URGENT,7,Clinical combination: hematochezia + red_eye,active
SC03619,hematochezia,vision_change,clinical,URGENT,7,Clinical combination: hematochezia + vision_change,active
SC03620,hematochezia,eye_discharge,clinical,URGENT,7,Clinical combination: hematochezia + eye_discharge,active
SC03621,hematochezia,foreign_body_eye,clinical,URGENT,7,Clinical combination: hematochezia + foreign_body_eye,active
SC03622,hematochezia,photophobia,clinical,URGENT,7,Clinical combination: hematochezia + photophobia,active
SC03623,hematochezia,sudden_vision_loss,clinical,EMERGENCY,12,Clinical combination: hematochezia + sudden_vision_loss,active
SC03624,hematochezia,urinary_retention,clinical,URGENT,7,Clinical combination: hematochezia + urinary_retention,active
SC03625,hematochezia,hematuria,clinical,URGENT,7,Clinical combination: hematochezia + hematuria,active
SC03626,hematochezia,flank_pain,clinical,URGENT,7,Clinical combination: hematochezia + flank_pain,active
SC03627,hematochezia,kidney_stone_pain,clinical,URGENT,7,Clinical combination: hematochezia + kidney_stone_pain,active
SC03628,hematochezia,urinary_frequency,clinical,URGENT,7,Clinical combination: hematochezia + urinary_frequency,active
SC03629,hematochezia,incontinence,clinical,URGENT,7,Clinical combination: hematochezia + incontinence,active
SC03630,hematochezia,scrotal_pain,clinical,URGENT,7,Clinical combination: hematochezia + scrotal_pain,active
SC03631,hematochezia,testicular_pain,clinical,URGENT,7,Clinical combination: hematochezia + testicular_pain,active
SC03632,hematochezia,testicular_torsion,clinical,EMERGENCY,12,Clinical combination: hematochezia + testicular_torsion,active
SC03633,hematochezia,penile_discharge,clinical,URGENT,7,Clinical combination: hematochezia + penile_discharge,active
SC03634,hematochezia,anxiety_attack,clinical,URGENT,7,Clinical combination: hematochezia + anxiety_attack,active
SC03635,hematochezia,panic_attack,clinical,URGENT,7,Clinical combination: hematochezia + panic_attack,active
SC03636,hematochezia,depression_severe,clinical,URGENT,7,Clinical combination: hematochezia + depression_severe,active
SC03637,hematochezia,agitation,clinical,URGENT,7,Clinical combination: hematochezia + agitation,active
SC03638,hematochezia,aggression,clinical,URGENT,7,Clinical combination: hematochezia + aggression,active
SC03639,hematochezia,hallucinations,clinical,EMERGENCY,12,Clinical combination: hematochezia + hallucinations,active
SC03640,hematochezia,substance_withdrawal,clinical,EMERGENCY,12,Clinical combination: hematochezia + substance_withdrawal,active
SC03641,hematochezia,self_harm,clinical,EMERGENCY,12,Clinical combination: hematochezia + self_harm,active
SC03642,hematochezia,psychosis,clinical,EMERGENCY,12,Clinical combination: hematochezia + psychosis,active
SC03643,hematochezia,infant_fever,clinical,URGENT,7,Clinical combination: hematochezia + infant_fever,active
SC03644,hematochezia,poor_feeding_infant,clinical,URGENT,7,Clinical combination: hematochezia + poor_feeding_infant,active
SC03645,hematochezia,decreased_wet_diapers,clinical,URGENT,7,Clinical combination: hematochezia + decreased_wet_diapers,active
SC03646,hematochezia,bulging_fontanelle,clinical,EMERGENCY,12,Clinical combination: hematochezia + bulging_fontanelle,active
SC03647,hematochezia,irritable_infant,clinical,URGENT,7,Clinical combination: hematochezia + irritable_infant,active
SC03648,jaundice,appendicitis_pain,clinical,URGENT,7,Clinical combination: jaundice + appendicitis_pain,active
SC03649,jaundice,pancreatitis_pain,clinical,URGENT,7,Clinical combination: jaundice + pancreatitis_pain,active
SC03650,jaundice,gallbladder_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + gallbladder_pain,active
SC03651,jaundice,reflux,clinical,NON-URGENT,3,Clinical combination: jaundice + reflux,active
SC03652,jaundice,indigestion,clinical,NON-URGENT,3,Clinical combination: jaundice + indigestion,active
SC03653,jaundice,anorexia,clinical,NON-URGENT,3,Clinical combination: jaundice + anorexia,active
SC03654,jaundice,weight_loss,clinical,NON-URGENT,3,Clinical combination: jaundice + weight_loss,active
SC03655,jaundice,rectal_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + rectal_pain,active
SC03656,jaundice,hernia_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + hernia_pain,active
SC03657,jaundice,acute_abdomen,clinical,URGENT,7,Clinical combination: jaundice + acute_abdomen,active
SC03658,jaundice,numbness,clinical,NON-URGENT,3,Clinical combination: jaundice + numbness,active
SC03659,jaundice,tingling,clinical,NON-URGENT,3,Clinical combination: jaundice + tingling,active
SC03660,jaundice,paralysis,clinical,URGENT,7,Clinical combination: jaundice + paralysis,active
SC03661,jaundice,tremor,clinical,NON-URGENT,3,Clinical combination: jaundice + tremor,active
SC03662,jaundice,facial_weakness,clinical,URGENT,7,Clinical combination: jaundice + facial_weakness,active
SC03663,jaundice,vision_loss,clinical,URGENT,7,Clinical combination: jaundice + vision_loss,active
SC03664,jaundice,double_vision,clinical,NON-URGENT,3,Clinical combination: jaundice + double_vision,active
SC03665,jaundice,hearing_loss,clinical,NON-URGENT,3,Clinical combination: jaundice + hearing_loss,active
SC03666,jaundice,vertigo,clinical,NON-URGENT,3,Clinical combination: jaundice + vertigo,active
SC03667,jaundice,migraine_severe,clinical,NON-URGENT,3,Clinical combination: jaundice + migraine_severe,active
SC03668,jaundice,stiff_neck,clinical,NON-URGENT,3,Clinical combination: jaundice + stiff_neck,active
SC03669,jaundice,meningism,clinical,URGENT,7,Clinical combination: jaundice + meningism,active
SC03670,jaundice,gait_disturbance,clinical,NON-URGENT,3,Clinical combination: jaundice + gait_disturbance,active
SC03671,jaundice,memory_loss_acute,clinical,URGENT,7,Clinical combination: jaundice + memory_loss_acute,active
SC03672,jaundice,facial_droop,clinical,URGENT,7,Clinical combination: jaundice + facial_droop,active
SC03673,jaundice,slurred_speech,clinical,URGENT,7,Clinical combination: jaundice + slurred_speech,active
SC03674,jaundice,one_sided_weakness,clinical,URGENT,7,Clinical combination: jaundice + one_sided_weakness,active
SC03675,jaundice,joint_swelling,clinical,NON-URGENT,3,Clinical combination: jaundice + joint_swelling,active
SC03676,jaundice,muscle_cramps,clinical,NON-URGENT,3,Clinical combination: jaundice + muscle_cramps,active
SC03677,jaundice,neck_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + neck_pain,active
SC03678,jaundice,shoulder_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + shoulder_pain,active
SC03679,jaundice,hip_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + hip_pain,active
SC03680,jaundice,knee_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + knee_pain,active
SC03681,jaundice,ankle_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + ankle_pain,active
SC03682,jaundice,wrist_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + wrist_pain,active
SC03683,jaundice,sprain,clinical,NON-URGENT,3,Clinical combination: jaundice + sprain,active
SC03684,jaundice,suspected_fracture,clinical,NON-URGENT,3,Clinical combination: jaundice + suspected_fracture,active
SC03685,jaundice,dislocation,clinical,NON-URGENT,3,Clinical combination: jaundice + dislocation,active
SC03686,jaundice,muscle_weakness,clinical,NON-URGENT,3,Clinical combination: jaundice + muscle_weakness,active
SC03687,jaundice,hives,clinical,NON-URGENT,3,Clinical combination: jaundice + hives,active
SC03688,jaundice,itching,clinical,NON-URGENT,3,Clinical combination: jaundice + itching,active
SC03689,jaundice,cellulitis,clinical,NON-URGENT,3,Clinical combination: jaundice + cellulitis,active
SC03690,jaundice,abscess,clinical,NON-URGENT,3,Clinical combination: jaundice + abscess,active
SC03691,jaundice,wound_infection,clinical,NON-URGENT,3,Clinical combination: jaundice + wound_infection,active
SC03692,jaundice,laceration,clinical,NON-URGENT,3,Clinical combination: jaundice + laceration,active
SC03693,jaundice,insect_bite_reaction,clinical,NON-URGENT,3,Clinical combination: jaundice + insect_bite_reaction,active
SC03694,jaundice,purpuric_rash,clinical,URGENT,7,Clinical combination: jaundice + purpuric_rash,active
SC03695,jaundice,skin_infection_spreading,clinical,NON-URGENT,3,Clinical combination: jaundice + skin_infection_spreading,active
SC03696,jaundice,tinnitus,clinical,NON-URGENT,3,Clinical combination: jaundice + tinnitus,active
SC03697,jaundice,hearing_change,clinical,NON-URGENT,3,Clinical combination: jaundice + hearing_change,active
SC03698,jaundice,tonsillar_swelling,clinical,NON-URGENT,3,Clinical combination: jaundice + tonsillar_swelling,active
SC03699,jaundice,dental_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + dental_pain,active
SC03700,jaundice,jaw_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + jaw_pain,active
SC03701,jaundice,facial_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + facial_pain,active
SC03702,jaundice,mouth_sores,clinical,NON-URGENT,3,Clinical combination: jaundice + mouth_sores,active
SC03703,jaundice,facial_swelling,clinical,NON-URGENT,3,Clinical combination: jaundice + facial_swelling,active
SC03704,jaundice,red_eye,clinical,NON-URGENT,3,Clinical combination: jaundice + red_eye,active
SC03705,jaundice,vision_change,clinical,NON-URGENT,3,Clinical combination: jaundice + vision_change,active
SC03706,jaundice,eye_discharge,clinical,NON-URGENT,3,Clinical combination: jaundice + eye_discharge,active
SC03707,jaundice,foreign_body_eye,clinical,NON-URGENT,3,Clinical combination: jaundice + foreign_body_eye,active
SC03708,jaundice,photophobia,clinical,NON-URGENT,3,Clinical combination: jaundice + photophobia,active
SC03709,jaundice,sudden_vision_loss,clinical,URGENT,7,Clinical combination: jaundice + sudden_vision_loss,active
SC03710,jaundice,urinary_retention,clinical,NON-URGENT,3,Clinical combination: jaundice + urinary_retention,active
SC03711,jaundice,hematuria,clinical,NON-URGENT,3,Clinical combination: jaundice + hematuria,active
SC03712,jaundice,flank_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + flank_pain,active
SC03713,jaundice,kidney_stone_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + kidney_stone_pain,active
SC03714,jaundice,urinary_frequency,clinical,NON-URGENT,3,Clinical combination: jaundice + urinary_frequency,active
SC03715,jaundice,incontinence,clinical,NON-URGENT,3,Clinical combination: jaundice + incontinence,active
SC03716,jaundice,scrotal_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + scrotal_pain,active
SC03717,jaundice,testicular_pain,clinical,NON-URGENT,3,Clinical combination: jaundice + testicular_pain,active
SC03718,jaundice,testicular_torsion,clinical,URGENT,7,Clinical combination: jaundice + testicular_torsion,active
SC03719,jaundice,penile_discharge,clinical,NON-URGENT,3,Clinical combination: jaundice + penile_discharge,active
SC03720,jaundice,anxiety_attack,clinical,NON-URGENT,3,Clinical combination: jaundice + anxiety_attack,active
SC03721,jaundice,panic_attack,clinical,NON-URGENT,3,Clinical combination: jaundice + panic_attack,active
SC03722,jaundice,depression_severe,clinical,NON-URGENT,3,Clinical combination: jaundice + depression_severe,active
SC03723,jaundice,agitation,clinical,NON-URGENT,3,Clinical combination: jaundice + agitation,active
SC03724,jaundice,aggression,clinical,NON-URGENT,3,Clinical combination: jaundice + aggression,active
SC03725,jaundice,hallucinations,clinical,URGENT,7,Clinical combination: jaundice + hallucinations,active
SC03726,jaundice,substance_withdrawal,clinical,URGENT,7,Clinical combination: jaundice + substance_withdrawal,active
SC03727,jaundice,self_harm,clinical,URGENT,7,Clinical combination: jaundice + self_harm,active
SC03728,jaundice,psychosis,clinical,URGENT,7,Clinical combination: jaundice + psychosis,active
SC03729,jaundice,infant_fever,clinical,NON-URGENT,3,Clinical combination: jaundice + infant_fever,active
SC03730,jaundice,poor_feeding_infant,clinical,NON-URGENT,3,Clinical combination: jaundice + poor_feeding_infant,active
SC03731,jaundice,decreased_wet_diapers,clinical,NON-URGENT,3,Clinical combination: jaundice + decreased_wet_diapers,active
SC03732,jaundice,bulging_fontanelle,clinical,URGENT,7,Clinical combination: jaundice + bulging_fontanelle,active
SC03733,jaundice,irritable_infant,clinical,NON-URGENT,3,Clinical combination: jaundice + irritable_infant,active
SC03734,appendicitis_pain,pancreatitis_pain,clinical,EMERGENCY,12,Clinical combination: appendicitis_pain + pancreatitis_pain,active
SC03735,appendicitis_pain,gallbladder_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + gallbladder_pain,active
SC03736,appendicitis_pain,reflux,clinical,URGENT,7,Clinical combination: appendicitis_pain + reflux,active
SC03737,appendicitis_pain,indigestion,clinical,URGENT,7,Clinical combination: appendicitis_pain + indigestion,active
SC03738,appendicitis_pain,anorexia,clinical,URGENT,7,Clinical combination: appendicitis_pain + anorexia,active
SC03739,appendicitis_pain,weight_loss,clinical,URGENT,7,Clinical combination: appendicitis_pain + weight_loss,active
SC03740,appendicitis_pain,rectal_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + rectal_pain,active
SC03741,appendicitis_pain,hernia_pain,clinical,URGENT,7,Clinical combination: appendicitis_pain + hernia_pain,active
