dictionary_id,local_term,english_term,category
5908,ginasakit ulo ko,head pain,condition
5909,ginasakit ulo man,head pain,condition
5910,ginasakit ulo subong,head pain,condition
5911,ginasakit utok akon,brain pain,condition
5912,ginasakit utok gid ko,brain pain,condition
5913,ginasakit utok ko,brain pain,condition
5914,ginasakit utok man,brain pain,condition
5915,ginasakit utok subong,brain pain,condition
5916,ginasip-on,runny nose,condition
5917,ginasthma,asthma,condition
5918,ginasuka dugo ko,bloody vomit,condition
5919,ginasuka gid ko,severe vomiting,condition
5920,ginasuka kag ginabaldom ko,nausea with abdominal pain,condition
5921,ginasuka kag ginadudul-om ko,vomiting with diarrhea,condition
5922,ginasuka ko,nausea,condition
5923,ginasuka ko kag ginadudul-om ko,vomiting with diarrhea,condition
5924,ginasuka ko upod sang ginadudul-om ko,vomiting with diarrhea,condition
5925,ginasuka sing malala,severe vomiting,condition
5926,ginataas ang presyon,hypertension,condition
5927,ginatamad,fatigue,condition
5928,ginatb,tuberculosis,condition
5929,ginatugnaw,chills,condition
5930,ginatulo,diarrhea,condition
5931,ginatulo gid ilong ko,runny nose,condition
5932,ginatulo ilong ko,runny nose,condition
5933,ginatulo sing dugo,bloody diarrhea,condition
5934,ginaubo,cough,condition
5935,ginauhaw gid ko,excessive thirst,condition
5936,ginauubo,cough,condition
5937,ginauubo ko,cough,condition
5938,ginauubo sing malala,severe cough,condition
5939,ginkagat ahas ako,snake bite,condition
5940,ginkagat ako sang ahas,snake bite,condition
5941,ginkagat ako sang ido,dog bite,condition
5942,ginkagat ako sang ipis,cockroach bite,condition
5943,ginkagat ako sang kuring,cat bite,condition
5944,ginkagat ako sang lamok,mosquito bite,condition
5945,ginkagat ako sang manok,animal bite,condition
5946,ginkagat ako sang sapat,animal bite,condition
5947,ginkagat ido ako,dog bite,condition
5948,ginkagat ido ko,dog bite,condition
5949,ginkagat ipis ako,cockroach bite,condition
5950,ginkagat kuring ako,cat bite,condition
5951,ginkagat lamok ako,mosquito bite,condition
5952,ginkagat manok ako,animal bite,condition
5953,ginkagat sang ahas ko,snake bite,condition
5954,ginkagat sang ahas ku,snake bite,condition
5955,ginkagat sang ido ko,dog bite,condition
5956,ginkagat sang ido ko kag nag dugo,dog bite with bleeding,condition
5957,ginkagat sang ido ko kag nagdugo,dog bite with bleeding,condition
5958,ginkagat sang ido ku,dog bite,condition
5959,ginkagat sang ido ku kag nagdugo,dog bite with bleeding,condition
5960,ginkagat sang ipis ko,cockroach bite,condition
5961,ginkagat sang kuring ko,cat bite,condition
5962,ginkagat sang lamok ko,mosquito bite,condition
5963,ginkagat sang manok ko,animal bite,condition
5964,ginkagat sang sapat ko,animal bite,condition
5965,ginkagat sapat ako,animal bite,condition
5966,ginpangayo ko doctor budlay gid gid ko magginhawa subong gid,difficulty breathing,condition
5967,ginpangayo ko doctor budlay gid gid ko magginhawa subong gid ko,difficulty breathing,condition
5968,ginpangayo ko doctor budlay gid gid ko magginhawa subong ko gid,difficulty breathing,condition
5969,ginpangayo ko doctor budlay gid gid ko magginhawa subong man,difficulty breathing,condition
5970,ginpangayo ko doctor budlay gid gid ko magginhawa subong na gid,difficulty breathing,condition
5971,ginpangayo ko doctor budlay gid ko mag ginhawa subong gid,difficulty breathing,condition
5972,ginpangayo ko doctor budlay gid ko mag ginhawa subong gid ko,difficulty breathing,condition
5973,ginpangayo ko doctor budlay gid ko mag ginhawa subong ko gid,difficulty breathing,condition
5974,ginpangayo ko doctor budlay gid ko mag ginhawa subong man,difficulty breathing,condition
5975,ginpangayo ko doctor budlay gid ko mag ginhawa subong na gid,difficulty breathing,condition
5976,ginpangayo ko doctor budlay gid ko magginhawa subong gid,difficulty breathing,condition
5977,ginpangayo ko doctor budlay gid ko magginhawa subong gid ko,difficulty breathing,condition
5978,ginpangayo ko doctor budlay gid ko magginhawa subong ko gid,difficulty breathing,condition
5979,ginpangayo ko doctor budlay gid ko magginhawa subong man,difficulty breathing,condition
5980,ginpangayo ko doctor budlay gid ko magginhawa subong na gid,difficulty breathing,condition
5981,ginpangayo ko doctor gadugo bilat ko,vaginal bleeding,condition
5982,ginpangayo ko doctor gahabok dila ko gid gid,swollen tongue,condition
5983,ginpangayo ko doctor gahabok dila ko gid gid ko,swollen tongue,condition
5984,ginpangayo ko doctor gahabok dila ko gid ko gid,swollen tongue,condition
5985,ginpangayo ko doctor gahabok dila ko gid man,swollen tongue,condition
5986,ginpangayo ko doctor gahabok dila ko gid na gid,swollen tongue,condition
5987,ginpangayo ko doctor gahubag dila ko gid gid,swollen tongue,condition
5988,ginpangayo ko doctor gahubag dila ko gid gid ko,swollen tongue,condition
5989,ginpangayo ko doctor gahubag dila ko gid ko gid,swollen tongue,condition
5990,ginpangayo ko doctor gahubag dila ko gid man,swollen tongue,condition
5991,ginpangayo ko doctor gahubag dila ko gid na gid,swollen tongue,condition
5992,ginpangayo ko doctor gahubag itlog ko,testicular swelling,condition
5993,ginpangayo ko doctor galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,condition
5994,ginpangayo ko doctor galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,condition
5995,ginpangayo ko doctor galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,condition
5996,ginpangayo ko doctor galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,condition
5997,ginpangayo ko doctor galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,condition
5998,ginpangayo ko doctor gapula mata ko kag gakatol gid,red itchy eyes,condition
5999,ginpangayo ko doctor gapula mata ko kag gakatol gid ko,red itchy eyes,condition
6000,ginpangayo ko doctor gapula mata ko kag gakatol ko gid,red itchy eyes,condition
6001,ginpangayo ko doctor gapula mata ko kag gakatol man,red itchy eyes,condition
6002,ginpangayo ko doctor gapula mata ko kag gakatol na gid,red itchy eyes,condition
6003,ginpangayo ko doctor gasakit ulo ko karon gid,head pain,condition
6004,ginpangayo ko doctor gasakit ulo ko karon gid ko,head pain,condition
6005,ginpangayo ko doctor gasakit ulo ko karon ko gid,head pain,condition
6006,ginpangayo ko doctor gasakit ulo ko karon man,head pain,condition
6007,ginpangayo ko doctor gasakit ulo ko karon na gid,head pain,condition
6008,ginpangayo ko doctor gin kagat sang ido ko kag nagdugo gid,dog bite with bleeding,condition
6009,ginpangayo ko doctor gin kagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,condition
6010,ginpangayo ko doctor gin kagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,condition
6011,ginpangayo ko doctor gin kagat sang ido ko kag nagdugo man,dog bite with bleeding,condition
6012,ginpangayo ko doctor gin kagat sang ido ko kag nagdugo na gid,dog bite with bleeding,condition
6013,ginpangayo ko doctor ginkagat sang ido ko kag nag dugo gid,dog bite with bleeding,condition
6014,ginpangayo ko doctor ginkagat sang ido ko kag nag dugo gid ko,dog bite with bleeding,condition
6015,ginpangayo ko doctor ginkagat sang ido ko kag nag dugo ko gid,dog bite with bleeding,condition
6016,ginpangayo ko doctor ginkagat sang ido ko kag nag dugo man,dog bite with bleeding,condition
6017,ginpangayo ko doctor ginkagat sang ido ko kag nag dugo na gid,dog bite with bleeding,condition
6018,ginpangayo ko doctor ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,condition
6019,ginpangayo ko doctor ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,condition
6020,ginpangayo ko doctor ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,condition
6021,ginpangayo ko doctor ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,condition
6022,ginpangayo ko doctor ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,condition
6023,ginpangayo ko doctor ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,condition
6024,ginpangayo ko doctor ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,condition
6025,ginpangayo ko doctor ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,condition
6026,ginpangayo ko doctor ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,condition
6027,ginpangayo ko doctor ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,condition
6028,ginpangayo ko doctor kakatol bilat ko,vaginal itching,condition
6029,ginpangayo ko doctor masakit ari ko,penile pain,condition
6030,ginpangayo ko doctor may nana akon mata subong gid,eye infection,condition
6031,ginpangayo ko doctor may nana akon mata subong gid ko,eye infection,condition
6032,ginpangayo ko doctor may nana akon mata subong ko gid,eye infection,condition
6033,ginpangayo ko doctor may nana akon mata subong man,eye infection,condition
6034,ginpangayo ko doctor may nana akon mata subong na gid,eye infection,condition
6035,ginpangayo ko doctor may nana sa bilat ko,vaginal infection,condition
6036,ginpangayo ko doctor may pilas ko sa kamot kag nag dugo gid,bleeding hand wound,condition
6037,ginpangayo ko doctor may pilas ko sa kamot kag nag dugo gid ko,bleeding hand wound,condition
6038,ginpangayo ko doctor may pilas ko sa kamot kag nag dugo ko gid,bleeding hand wound,condition
6039,ginpangayo ko doctor may pilas ko sa kamot kag nag dugo man,bleeding hand wound,condition
6040,ginpangayo ko doctor may pilas ko sa kamot kag nag dugo na gid,bleeding hand wound,condition
6041,ginpangayo ko doctor may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,condition
6042,ginpangayo ko doctor may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,condition
6043,ginpangayo ko doctor may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,condition
6044,ginpangayo ko doctor may pilas ko sa kamot kag nagdugo man,bleeding hand wound,condition
6045,ginpangayo ko doctor may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,condition
6046,ginpangayo ko doctor nabali kamot ko sang natumba gid,hand fracture,condition
6047,ginpangayo ko doctor nabali kamot ko sang natumba gid ko,hand fracture,condition
6048,ginpangayo ko doctor nabali kamot ko sang natumba ko gid,hand fracture,condition
6049,ginpangayo ko doctor nabali kamot ko sang natumba man,hand fracture,condition
6050,ginpangayo ko doctor nabali kamot ko sang natumba na gid,hand fracture,condition
6051,ginpangayo ko doctor nabali na kamot ko sang natumba gid,hand fracture,condition
6052,ginpangayo ko doctor nabali na kamot ko sang natumba gid ko,hand fracture,condition
6053,ginpangayo ko doctor nabali na kamot ko sang natumba ko gid,hand fracture,condition
6054,ginpangayo ko doctor nabali na kamot ko sang natumba man,hand fracture,condition
6055,ginpangayo ko doctor nabali na kamot ko sang natumba na gid,hand fracture,condition
6056,ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo gid,vehicle collision with head bleeding,condition
6057,ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo gid ko,vehicle collision with head bleeding,condition
6058,ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo ko gid,vehicle collision with head bleeding,condition
6059,ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo man,vehicle collision with head bleeding,condition
6060,ginpangayo ko doctor nabunggo ko sa salakyan kag nag dugo ulo na gid,vehicle collision with head bleeding,condition
6061,ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,condition
6062,ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,condition
6063,ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,condition
6064,ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,condition
6065,ginpangayo ko doctor nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,condition
6066,ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba gid,head bleeding after fall,condition
6067,ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,condition
6068,ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,condition
6069,ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba man,head bleeding after fall,condition
6070,ginpangayo ko doctor nag dugo ulo ko pagkatapos natumba na gid,head bleeding after fall,condition
6071,ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,condition
6072,ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,condition
6073,ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,condition
6074,ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,condition
6075,ginpangayo ko doctor nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,condition
6076,ginpangayo ko doctor nakuryente ko sang kuryente gid,electrical injury,condition
6077,ginpangayo ko doctor nakuryente ko sang kuryente gid ko,electrical injury,condition
6078,ginpangayo ko doctor nakuryente ko sang kuryente ko gid,electrical injury,condition
6079,ginpangayo ko doctor nakuryente ko sang kuryente man,electrical injury,condition
6080,ginpangayo ko doctor nakuryente ko sang kuryente na gid,electrical injury,condition
6081,ginpangayo ko doctor nautod na tudlo ko sang makina gid,amputated finger,condition
6082,ginpangayo ko doctor nautod na tudlo ko sang makina gid ko,amputated finger,condition
6083,ginpangayo ko doctor nautod na tudlo ko sang makina ko gid,amputated finger,condition
6084,ginpangayo ko doctor nautod na tudlo ko sang makina man,amputated finger,condition
6085,ginpangayo ko doctor nautod na tudlo ko sang makina na gid,amputated finger,condition
6086,ginpangayo ko doctor nautod tudlo ko sang makina gid,amputated finger,condition
6087,ginpangayo ko doctor nautod tudlo ko sang makina gid ko,amputated finger,condition
6088,ginpangayo ko doctor nautod tudlo ko sang makina ko gid,amputated finger,condition
6089,ginpangayo ko doctor nautod tudlo ko sang makina man,amputated finger,condition
6090,ginpangayo ko doctor nautod tudlo ko sang makina na gid,amputated finger,condition
6091,ginpangayo ko doctor ubo ko kag ginahilanat gid,fever with cough,condition
6092,ginpangayo ko doctor ubo ko kag ginahilanat gid ko,fever with cough,condition
6093,ginpangayo ko doctor ubo ko kag ginahilanat ko gid,fever with cough,condition
6094,ginpangayo ko doctor ubo ko kag ginahilanat man,fever with cough,condition
6095,ginpangayo ko doctor ubo ko kag ginahilanat na gid,fever with cough,condition
6096,ginpangayo ku doctor budlay gid ko magginhawa subong gid,difficulty breathing,condition
6097,ginpangayo ku doctor budlay gid ko magginhawa subong gid ko,difficulty breathing,condition
6098,ginpangayo ku doctor budlay gid ko magginhawa subong ko gid,difficulty breathing,condition
6099,ginpangayo ku doctor budlay gid ko magginhawa subong man,difficulty breathing,condition
6100,ginpangayo ku doctor budlay gid ko magginhawa subong na gid,difficulty breathing,condition
6101,ginpangayo ku doctor gahabok dila ko gid gid,swollen tongue,condition
6102,ginpangayo ku doctor gahabok dila ko gid gid ko,swollen tongue,condition
6103,ginpangayo ku doctor gahabok dila ko gid ko gid,swollen tongue,condition
6104,ginpangayo ku doctor gahabok dila ko gid man,swollen tongue,condition
6105,ginpangayo ku doctor gahabok dila ko gid na gid,swollen tongue,condition
6106,ginpangayo ku doctor ginkagat sang ido ko kag nagdugo gid,dog bite with bleeding,condition
6107,ginpangayo ku doctor ginkagat sang ido ko kag nagdugo gid ko,dog bite with bleeding,condition
6108,ginpangayo ku doctor ginkagat sang ido ko kag nagdugo ko gid,dog bite with bleeding,condition
6109,ginpangayo ku doctor ginkagat sang ido ko kag nagdugo man,dog bite with bleeding,condition
6110,ginpangayo ku doctor ginkagat sang ido ko kag nagdugo na gid,dog bite with bleeding,condition
6111,ginpangayo ku doctor ginsumbag ko kag nabun-og ulo gid,physical assault with head bruise,condition
6112,ginpangayo ku doctor ginsumbag ko kag nabun-og ulo gid ko,physical assault with head bruise,condition
6113,ginpangayo ku doctor ginsumbag ko kag nabun-og ulo ko gid,physical assault with head bruise,condition
6114,ginpangayo ku doctor ginsumbag ko kag nabun-og ulo man,physical assault with head bruise,condition
6115,ginpangayo ku doctor ginsumbag ko kag nabun-og ulo na gid,physical assault with head bruise,condition
6116,ginpangayo ku doctor may pilas ko sa kamot kag nagdugo gid,bleeding hand wound,condition
6117,ginpangayo ku doctor may pilas ko sa kamot kag nagdugo gid ko,bleeding hand wound,condition
6118,ginpangayo ku doctor may pilas ko sa kamot kag nagdugo ko gid,bleeding hand wound,condition
6119,ginpangayo ku doctor may pilas ko sa kamot kag nagdugo man,bleeding hand wound,condition
6120,ginpangayo ku doctor may pilas ko sa kamot kag nagdugo na gid,bleeding hand wound,condition
6121,ginpangayo ku doctor nabali kamot ko sang natumba gid,hand fracture,condition
6122,ginpangayo ku doctor nabali kamot ko sang natumba gid ko,hand fracture,condition
6123,ginpangayo ku doctor nabali kamot ko sang natumba ko gid,hand fracture,condition
6124,ginpangayo ku doctor nabali kamot ko sang natumba man,hand fracture,condition
6125,ginpangayo ku doctor nabali kamot ko sang natumba na gid,hand fracture,condition
6126,ginpangayo ku doctor nabunggo ko sa salakyan kag nagdugo ulo gid,vehicle collision with head bleeding,condition
6127,ginpangayo ku doctor nabunggo ko sa salakyan kag nagdugo ulo gid ko,vehicle collision with head bleeding,condition
6128,ginpangayo ku doctor nabunggo ko sa salakyan kag nagdugo ulo ko gid,vehicle collision with head bleeding,condition
6129,ginpangayo ku doctor nabunggo ko sa salakyan kag nagdugo ulo man,vehicle collision with head bleeding,condition
6130,ginpangayo ku doctor nabunggo ko sa salakyan kag nagdugo ulo na gid,vehicle collision with head bleeding,condition
6131,ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba gid,head bleeding after fall,condition
6132,ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba gid ko,head bleeding after fall,condition
6133,ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba ko gid,head bleeding after fall,condition
6134,ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba man,head bleeding after fall,condition
6135,ginpangayo ku doctor nagdugo ulo ko pagkatapos natumba na gid,head bleeding after fall,condition
6136,ginpangayo ku doctor nakuryente ko sang kuryente gid,electrical injury,condition
6137,ginpangayo ku doctor nakuryente ko sang kuryente gid ko,electrical injury,condition
6138,ginpangayo ku doctor nakuryente ko sang kuryente ko gid,electrical injury,condition
6139,ginpangayo ku doctor nakuryente ko sang kuryente man,electrical injury,condition
6140,ginpangayo ku doctor nakuryente ko sang kuryente na gid,electrical injury,condition
6141,ginpangayo ku doctor nautod tudlo ko sang makina gid,amputated finger,condition
6142,ginpangayo ku doctor nautod tudlo ko sang makina gid ko,amputated finger,condition
6143,ginpangayo ku doctor nautod tudlo ko sang makina ko gid,amputated finger,condition
6144,ginpangayo ku doctor nautod tudlo ko sang makina man,amputated finger,condition
6145,ginpangayo ku doctor nautod tudlo ko sang makina na gid,amputated finger,condition
6146,ginsumbag ako,physical assault,condition
6147,ginsumbag ko,physical assault,condition
6148,ginsumbag ko kag nabun-og ulo,physical assault with head bruise,condition
6149,ginsumbag ku kag nabun-og ulo,physical assault with head bruise,condition
6150,glaucoma,glaucoma,condition
6151,gluten allergy,gluten allergy,allergy
6152,goiter,goiter,condition
6153,gout,gout,condition
6154,grabe gid nagadugo ari ko,severe penis bleeding,condition
6155,grabe gid nagadugo ari ko ko,severe penis bleeding,condition
6156,grabe gid nagadugo ary ko,severe penis bleeding,condition
6157,grabe gid nagadugo ary ko ko,severe penis bleeding,condition
6158,grabe gid nagadugo bilad ko,severe vagina bleeding,condition
6159,grabe gid nagadugo bilad ko ko,severe vagina bleeding,condition
6160,grabe gid nagadugo bilat ko,severe vaginal bleeding,condition
6161,grabe gid nagadugo bilat ko ko,severe vagina bleeding,condition
6162,grabe gid nagadugo itlog ko,severe testicle bleeding,condition
6163,grabe gid nagadugo itlog ko ko,severe testicle bleeding,condition
6164,grabe gid nagadugo itlug ko,severe testicle bleeding,condition
6165,grabe gid nagadugo itlug ko ko,severe testicle bleeding,condition
6166,grabe gid nagdugo ari ko,severe penis bleeding,condition
6167,grabe gid nagdugo ari ko ko,severe penis bleeding,condition
6168,grabe gid nagdugo ary ko,severe penis bleeding,condition
6169,grabe gid nagdugo ary ko ko,severe penis bleeding,condition
6170,grabe gid nagdugo bilad ko,severe vagina bleeding,condition
6171,grabe gid nagdugo bilad ko ko,severe vagina bleeding,condition
6172,grabe gid nagdugo bilat ko,severe vagina bleeding,condition
6173,grabe gid nagdugo bilat ko ko,severe vagina bleeding,condition
6174,grabe gid nagdugo itlog ko,severe testicle bleeding,condition
6175,grabe gid nagdugo itlog ko ko,severe testicle bleeding,condition
6176,grabe gid nagdugo itlug ko,severe testicle bleeding,condition
6177,grabe gid nagdugo itlug ko ko,severe testicle bleeding,condition
6178,gusto ko magpakamatay,suicidal ideation,condition
6179,h.i.v.,hiv/aids,condition
6180,hair dye allergy,contact dermatitis,allergy
6181,hapdi abaga ako,shoulder pain,condition
6182,hapdi abaga akon,shoulder pain,condition
6183,hapdi abaga akon gid,shoulder pain,condition
6184,hapdi abaga akon subong,shoulder pain,condition
6185,hapdi abaga gid ko,shoulder pain,condition
6186,hapdi abaga ko,shoulder pain,condition
6187,hapdi abaga ko gid,shoulder pain,condition
6188,hapdi abaga ko man,shoulder pain,condition
6189,hapdi abaga man,shoulder pain,condition
6190,hapdi abaga subong,shoulder pain,condition
6191,hapdi acun itlog,testicular pain,condition
6192,hapdi acun itlog ko,testicular pain,condition
6193,hapdi acun itlug,testicular pain,condition
6194,hapdi acun itlug ko,testicular pain,condition
6195,hapdi akon abaga,shoulder pain,condition
6196,hapdi akon ari,penile pain,condition
6197,hapdi akon ari ko,penile pain,condition
6198,hapdi akon ary,penile pain,condition
6199,hapdi akon ary ko,penile pain,condition
6200,hapdi akon atay,liver pain,condition
6201,hapdi akon awang,jaw pain,condition
6202,hapdi akon baba,mouth pain,condition
6203,hapdi akon balat,skin pain,condition
6204,hapdi akon batiis,leg pain,condition
6205,hapdi akon bato,kidney pain,condition
6206,hapdi akon bayag,scrotal pain,condition
6207,hapdi akon baywang,waist pain,condition
6208,hapdi akon bilad,vaginal pain,condition
6209,hapdi akon bilad ko,vaginal pain,condition
6210,hapdi akon bilat,vaginal pain,condition
6211,hapdi akon bilat ko,vaginal pain,condition
6212,hapdi akon buhok,hair pain,condition
6213,hapdi akon bukong,forehead pain,condition
6214,hapdi akon buuk,arm pain,condition
6215,hapdi akon dalunggan,ear pain,condition
6216,hapdi akon dila,tongue pain,condition
6217,hapdi akon dughan,chest pain,condition
6218,hapdi akon ilong,nose pain,condition
6219,hapdi akon itlog,testicular pain,condition
6220,hapdi akon itlog ko,testicular pain,condition
6221,hapdi akon itlog ku,testicular pain,condition
6222,hapdi akon itlug,testicular pain,condition
6223,hapdi akon itlug ko,testicular pain,condition
6224,hapdi akon itlug ku,testicular pain,condition
6225,hapdi akon kamot,hand pain,condition
6226,hapdi akon kipay,vulvar pain,condition
6227,hapdi akon kuko,nail pain,condition
6228,hapdi akon lawas,body pain,condition
6229,hapdi akon lawi,nape pain,condition
6230,hapdi akon likod,back pain,condition
6231,hapdi akon liog,neck pain,condition
6232,hapdi akon mata,eye pain,condition
6233,hapdi akon ngipon,tooth pain,condition
6234,hapdi akon paa,foot pain,condition
6235,hapdi akon pilas,wound pain,condition
6236,hapdi akon pisngi,cheek pain,condition
6237,hapdi akon siko,elbow pain,condition
6238,hapdi akon singit,groin pain,condition
6239,hapdi akon tadlong,forearm pain,condition
6240,hapdi akon tagipusuon,heart pain,condition
6241,hapdi akon tai,buttocks pain,condition
6242,hapdi akon tiil,foot pain,condition
6243,hapdi akon tikod,heel pain,condition
6244,hapdi akon titi,breast pain,condition
6245,hapdi akon tiyan,abdominal pain,condition
6246,hapdi akon tudlo,finger pain,condition
6247,hapdi akon tuhod,knee pain,condition
6248,hapdi akon tungod,throat pain,condition
6249,hapdi akon tungtong,ankle pain,condition
6250,hapdi akon ulo,head pain,condition
6251,hapdi akon utok,brain pain,condition
6252,hapdi ari ako,penile pain,condition
6253,hapdi ari akon,penile pain,condition
6254,hapdi ari akon gid,penile pain,condition
6255,hapdi ari akon subong,penile pain,condition
6256,hapdi ari gid ko,penile pain,condition
6257,hapdi ari ko,penile pain,condition
6258,hapdi ari ko ako,penile pain,condition
6259,hapdi ari ko akon,penile pain,condition
6260,hapdi ari ko akon gid,penile pain,condition
6261,hapdi ari ko akon subong,penile pain,condition
6262,hapdi ari ko gid,penile pain,condition
6263,hapdi ari ko gid ko,penile pain,condition
6264,hapdi ari ko ko,penile pain,condition
6265,hapdi ari ko ko gid,penile pain,condition
6266,hapdi ary ako,penile pain,condition
6267,hapdi ary akon,penile pain,condition
6268,hapdi ary akon gid,penile pain,condition
6269,hapdi ary akon subong,penile pain,condition
6270,hapdi ary gid ko,penile pain,condition
6271,hapdi ary ko,penile pain,condition
6272,hapdi ary ko ako,penile pain,condition
6273,hapdi ary ko akon,penile pain,condition
6274,hapdi ary ko akon gid,penile pain,condition
6275,hapdi ary ko akon subong,penile pain,condition
6276,hapdi ary ko gid,penile pain,condition
6277,hapdi ary ko gid ko,penile pain,condition
6278,hapdi ary ko ko,penile pain,condition
6279,hapdi ary ko ko gid,penile pain,condition
6280,hapdi atay akon,liver pain,condition
6281,hapdi atay gid ko,liver pain,condition
6282,hapdi atay ko,liver pain,condition
6283,hapdi atay man,liver pain,condition
6284,hapdi atay subong,liver pain,condition
6285,hapdi awang akon,jaw pain,condition
6286,hapdi awang gid ko,jaw pain,condition
6287,hapdi awang ko,jaw pain,condition
6288,hapdi awang man,jaw pain,condition
6289,hapdi awang subong,jaw pain,condition
6290,hapdi baba akon,mouth pain,condition
6291,hapdi baba gid ko,mouth pain,condition
6292,hapdi baba ko,mouth pain,condition
6293,hapdi baba man,mouth pain,condition
6294,hapdi baba subong,mouth pain,condition
6295,hapdi balat akon,skin pain,condition
6296,hapdi balat gid ko,skin pain,condition
6297,hapdi balat ko,skin pain,condition
6298,hapdi balat man,skin pain,condition
6299,hapdi balat subong,skin pain,condition
6300,hapdi batiis akon,leg pain,condition
6301,hapdi batiis gid ko,leg pain,condition
6302,hapdi batiis ko,leg pain,condition
6303,hapdi batiis man,leg pain,condition
6304,hapdi batiis subong,leg pain,condition
6305,hapdi bato akon,kidney pain,condition
6306,hapdi bato gid ko,kidney pain,condition
6307,hapdi bato ko,kidney pain,condition
6308,hapdi bato man,kidney pain,condition
6309,hapdi bato subong,kidney pain,condition
6310,hapdi bayag ako,scrotal pain,condition
6311,hapdi bayag akon,scrotal pain,condition
6312,hapdi bayag akon gid,scrotal pain,condition
6313,hapdi bayag akon subong,scrotal pain,condition
6314,hapdi bayag gid ko,scrotal pain,condition
6315,hapdi bayag ko,scrotal pain,condition
6316,hapdi bayag ko gid,scrotal pain,condition
6317,hapdi baywang ako,waist pain,condition
6318,hapdi baywang akon,waist pain,condition
6319,hapdi baywang akon gid,waist pain,condition
6320,hapdi baywang akon subong,waist pain,condition
6321,hapdi baywang gid ko,waist pain,condition
6322,hapdi baywang ko,waist pain,condition
6323,hapdi baywang ko gid,waist pain,condition
6324,hapdi baywang ko man,waist pain,condition
6325,hapdi baywang man,waist pain,condition
6326,hapdi baywang subong,waist pain,condition
6327,hapdi bilad ako,vaginal pain,condition
6328,hapdi bilad akon,vaginal pain,condition
6329,hapdi bilad akon gid,vaginal pain,condition
6330,hapdi bilad akon subong,vaginal pain,condition
6331,hapdi bilad gid ko,vaginal pain,condition
6332,hapdi bilad ko,vaginal pain,condition
6333,hapdi bilad ko ako,vaginal pain,condition
6334,hapdi bilad ko akon,vaginal pain,condition
6335,hapdi bilad ko akon gid,vaginal pain,condition
6336,hapdi bilad ko akon subong,vaginal pain,condition
6337,hapdi bilad ko gid,vaginal pain,condition
6338,hapdi bilad ko gid ko,vaginal pain,condition
6339,hapdi bilad ko ko,vaginal pain,condition
6340,hapdi bilad ko ko gid,vaginal pain,condition
6341,hapdi bilat ako,vaginal pain,condition
6342,hapdi bilat akon,vaginal pain,condition
6343,hapdi bilat akon gid,vaginal pain,condition
