term_id,term,english,concept,language,status
,hapdi itlog ku akon gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlog ku akon subong,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlog ku gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlog ku gid ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlog ku ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlog ku ko gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug acun,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug acun gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug acun subong,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ako,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug akon,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug akon gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug akon subong,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug gid ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug gid ku,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko acun,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko acun gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko acun subong,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko ako,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko akon,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko akon gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko akon subong,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko gid ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ko ko gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku ako,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku akon,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku akon gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku akon subong,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku gid ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku ko,testicular pain,testicular_pain,hiligaynon,active
,hapdi itlug ku ko gid,testicular pain,testicular_pain,hiligaynon,active
,hapdi kamot akon,hand pain,hand_pain,hiligaynon,active
,hapdi kamot gid ko,hand pain,hand_pain,hiligaynon,active
,hapdi kamot ko,hand pain,hand_pain,hiligaynon,active
,hapdi kamot man,hand pain,hand_pain,hiligaynon,active
,hapdi kamot subong,hand pain,hand_pain,hiligaynon,active
,hapdi kipay ako,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kipay akon,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kipay akon gid,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kipay akon subong,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kipay gid ko,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kipay ko,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kipay ko gid,vulvar pain,vulvar_pain,hiligaynon,active
,hapdi kuko akon,nail pain,nail_pain,hiligaynon,active
,hapdi kuko gid ko,nail pain,nail_pain,hiligaynon,active
,hapdi kuko ko,nail pain,nail_pain,hiligaynon,active
,hapdi kuko man,nail pain,nail_pain,hiligaynon,active
,hapdi kuko subong,nail pain,nail_pain,hiligaynon,active
,hapdi lawas akon,body pain,body_pain,hiligaynon,active
,hapdi lawas gid ko,body pain,body_pain,hiligaynon,active
,hapdi lawas ko,body pain,body_pain,hiligaynon,active
,hapdi lawas man,body pain,body_pain,hiligaynon,active
,hapdi lawas subong,body pain,body_pain,hiligaynon,active
,hapdi lawi akon,nape pain,nape_pain,hiligaynon,active
,hapdi lawi gid ko,nape pain,nape_pain,hiligaynon,active
,hapdi lawi ko,nape pain,nape_pain,hiligaynon,active
,hapdi lawi man,nape pain,nape_pain,hiligaynon,active
,hapdi lawi subong,nape pain,nape_pain,hiligaynon,active
,hapdi likod ako,back pain,back_pain,hiligaynon,active
,hapdi likod akon,back pain,back_pain,hiligaynon,active
,hapdi likod akon gid,back pain,back_pain,hiligaynon,active
,hapdi likod akon subong,back pain,back_pain,hiligaynon,active
,hapdi likod gid ko,back pain,back_pain,hiligaynon,active
,hapdi likod ko,back pain,back_pain,hiligaynon,active
,hapdi likod ko gid,back pain,back_pain,hiligaynon,active
,hapdi likod ko man,back pain,back_pain,hiligaynon,active
,hapdi likod man,back pain,back_pain,hiligaynon,active
,hapdi likod subong,back pain,back_pain,hiligaynon,active
,hapdi liog ako,neck pain,neck_pain,hiligaynon,active
,hapdi liog akon,neck pain,neck_pain,hiligaynon,active
,hapdi liog akon gid,neck pain,neck_pain,hiligaynon,active
,hapdi liog akon subong,neck pain,neck_pain,hiligaynon,active
,hapdi liog gid ko,neck pain,neck_pain,hiligaynon,active
,hapdi liog ko,neck pain,neck_pain,hiligaynon,active
,hapdi liog ko gid,neck pain,neck_pain,hiligaynon,active
,hapdi liog ko man,neck pain,neck_pain,hiligaynon,active
,hapdi liog man,neck pain,neck_pain,hiligaynon,active
,hapdi liog subong,neck pain,neck_pain,hiligaynon,active
,hapdi mata ako,eye pain,eye_pain,hiligaynon,active
,hapdi mata akon,eye pain,eye_pain,hiligaynon,active
,hapdi mata akon gid,eye pain,eye_pain,hiligaynon,active
,hapdi mata akon subong,eye pain,eye_pain,hiligaynon,active
,hapdi mata gid ko,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko ako,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko akon,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko akon gid,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko akon subong,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid ako,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid akon,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid akon gid,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid akon subong,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid ko,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid ko gid,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko gid ko man,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko ko,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko ko gid,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko ko man,eye pain,eye_pain,hiligaynon,active
,hapdi mata ko man,eye pain,eye_pain,hiligaynon,active
,hapdi mata man,eye pain,eye_pain,hiligaynon,active
,hapdi mata subong,eye pain,eye_pain,hiligaynon,active
,hapdi ngipon akon,tooth pain,tooth_pain,hiligaynon,active
,hapdi ngipon gid ko,tooth pain,tooth_pain,hiligaynon,active
,hapdi ngipon ko,tooth pain,tooth_pain,hiligaynon,active
,hapdi ngipon man,tooth pain,tooth_pain,hiligaynon,active
,hapdi ngipon subong,tooth pain,tooth_pain,hiligaynon,active
,hapdi olok ako,head pain,head_pain,hiligaynon,active
,hapdi olok akon,head pain,head_pain,hiligaynon,active
,hapdi olok akon gid,head pain,head_pain,hiligaynon,active
,hapdi olok akon subong,head pain,head_pain,hiligaynon,active
,hapdi olok ko,head pain,head_pain,hiligaynon,active
,hapdi olok ko gid,head pain,head_pain,hiligaynon,active
,hapdi olok ko man,head pain,head_pain,hiligaynon,active
,hapdi paa akon,foot pain,foot_pain,hiligaynon,active
,hapdi paa gid ko,foot pain,foot_pain,hiligaynon,active
,hapdi paa ko,foot pain,foot_pain,hiligaynon,active
,hapdi paa man,foot pain,foot_pain,hiligaynon,active
,hapdi paa subong,foot pain,foot_pain,hiligaynon,active
,hapdi pilas akon,wound pain,wound_pain,hiligaynon,active
,hapdi pilas gid ko,wound pain,wound_pain,hiligaynon,active
,hapdi pilas ko,wound pain,wound_pain,hiligaynon,active
,hapdi pilas man,wound pain,wound_pain,hiligaynon,active
,hapdi pilas subong,wound pain,wound_pain,hiligaynon,active
,hapdi pisngi akon,cheek pain,cheek_pain,hiligaynon,active
,hapdi pisngi gid ko,cheek pain,cheek_pain,hiligaynon,active
,hapdi pisngi ko,cheek pain,cheek_pain,hiligaynon,active
,hapdi pisngi man,cheek pain,cheek_pain,hiligaynon,active
,hapdi pisngi subong,cheek pain,cheek_pain,hiligaynon,active
,hapdi siko ako,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko akon,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko akon gid,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko akon subong,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko gid ko,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko ko,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko ko gid,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko ko man,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko man,elbow pain,elbow_pain,hiligaynon,active
,hapdi siko subong,elbow pain,elbow_pain,hiligaynon,active
,hapdi singit ako,groin pain,groin_pain,hiligaynon,active
,hapdi singit akon,groin pain,groin_pain,hiligaynon,active
,hapdi singit akon gid,groin pain,groin_pain,hiligaynon,active
,hapdi singit akon subong,groin pain,groin_pain,hiligaynon,active
,hapdi singit gid ko,groin pain,groin_pain,hiligaynon,active
,hapdi singit ko,groin pain,groin_pain,hiligaynon,active
,hapdi singit ko gid,groin pain,groin_pain,hiligaynon,active
,hapdi tadlong akon,forearm pain,forearm_pain,hiligaynon,active
,hapdi tadlong gid ko,forearm pain,forearm_pain,hiligaynon,active
,hapdi tadlong ko,forearm pain,forearm_pain,hiligaynon,active
,hapdi tadlong man,forearm pain,forearm_pain,hiligaynon,active
,hapdi tadlong subong,forearm pain,forearm_pain,hiligaynon,active
,hapdi tagipusuon akon,heart pain,heart_pain,hiligaynon,active
,hapdi tagipusuon gid ko,heart pain,heart_pain,hiligaynon,active
,hapdi tagipusuon ko,heart pain,heart_pain,hiligaynon,active
,hapdi tagipusuon man,heart pain,heart_pain,hiligaynon,active
,hapdi tagipusuon subong,heart pain,heart_pain,hiligaynon,active
,hapdi tai akon,buttocks pain,buttocks_pain,hiligaynon,active
,hapdi tai gid ko,buttocks pain,buttocks_pain,hiligaynon,active
,hapdi tai ko,buttocks pain,buttocks_pain,hiligaynon,active
,hapdi tai man,buttocks pain,buttocks_pain,hiligaynon,active
,hapdi tai subong,buttocks pain,buttocks_pain,hiligaynon,active
,hapdi tiil akon,foot pain,foot_pain,hiligaynon,active
,hapdi tiil gid ko,foot pain,foot_pain,hiligaynon,active
,hapdi tiil ko,foot pain,foot_pain,hiligaynon,active
,hapdi tiil man,foot pain,foot_pain,hiligaynon,active
,hapdi tiil subong,foot pain,foot_pain,hiligaynon,active
,hapdi tikod ako,heel pain,heel_pain,hiligaynon,active
,hapdi tikod akon,heel pain,heel_pain,hiligaynon,active
,hapdi tikod akon gid,heel pain,heel_pain,hiligaynon,active
,hapdi tikod akon subong,heel pain,heel_pain,hiligaynon,active
,hapdi tikod gid ko,heel pain,heel_pain,hiligaynon,active
,hapdi tikod ko,heel pain,heel_pain,hiligaynon,active
,hapdi tikod ko gid,heel pain,heel_pain,hiligaynon,active
,hapdi tikod ko man,heel pain,heel_pain,hiligaynon,active
,hapdi tikod man,heel pain,heel_pain,hiligaynon,active
,hapdi tikod subong,heel pain,heel_pain,hiligaynon,active
,hapdi tina-i ako,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tina-i akon,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tina-i akon gid,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tina-i akon subong,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tina-i ko,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tina-i ko gid,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tina-i ko man,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi titi akon,breast pain,breast_pain,hiligaynon,active
,hapdi titi gid ko,breast pain,breast_pain,hiligaynon,active
,hapdi titi ko,breast pain,breast_pain,hiligaynon,active
,hapdi titi man,breast pain,breast_pain,hiligaynon,active
,hapdi titi subong,breast pain,breast_pain,hiligaynon,active
,hapdi tiyan ako,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan akon,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan akon gid,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan akon subong,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan gid ko,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko ako,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko akon,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko akon gid,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko akon subong,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko gid,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko ko,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko ko gid,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko ko man,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan ko man,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan man,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tiyan subong,abdominal pain,abdominal_pain,hiligaynon,active
,hapdi tudlo akon,finger pain,finger_pain,hiligaynon,active
,hapdi tudlo gid ko,finger pain,finger_pain,hiligaynon,active
,hapdi tudlo ko,finger pain,finger_pain,hiligaynon,active
,hapdi tudlo man,finger pain,finger_pain,hiligaynon,active
,hapdi tudlo subong,finger pain,finger_pain,hiligaynon,active
,hapdi tuhod ako,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod akon,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod akon gid,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod akon subong,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod gid ko,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod ko,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod ko gid,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod ko man,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod man,knee pain,knee_pain,hiligaynon,active
,hapdi tuhod subong,knee pain,knee_pain,hiligaynon,active
,hapdi tungod akon,throat pain,throat_pain,hiligaynon,active
,hapdi tungod gid ko,throat pain,throat_pain,hiligaynon,active
,hapdi tungod ko,throat pain,throat_pain,hiligaynon,active
,hapdi tungod man,throat pain,throat_pain,hiligaynon,active
,hapdi tungod subong,throat pain,throat_pain,hiligaynon,active
,hapdi tungtong ako,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong akon,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong akon gid,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong akon subong,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong gid ko,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong ko,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong ko gid,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong ko man,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong man,ankle pain,ankle_pain,hiligaynon,active
,hapdi tungtong subong,ankle pain,ankle_pain,hiligaynon,active
,hapdi ulo ako,head pain,head_pain,hiligaynon,active
,hapdi ulo akon,head pain,head_pain,hiligaynon,active
,hapdi ulo akon gid,head pain,head_pain,hiligaynon,active
,hapdi ulo akon subong,head pain,head_pain,hiligaynon,active
,hapdi ulo gid ko,head pain,head_pain,hiligaynon,active
,hapdi ulo ko,head pain,head_pain,hiligaynon,active
,hapdi ulo ko ako,head pain,head_pain,hiligaynon,active
,hapdi ulo ko akon,head pain,head_pain,hiligaynon,active
,hapdi ulo ko akon gid,head pain,head_pain,hiligaynon,active
,hapdi ulo ko akon subong,head pain,head_pain,hiligaynon,active
,hapdi ulo ko gid,head pain,head_pain,hiligaynon,active
,hapdi ulo ko ko,head pain,head_pain,hiligaynon,active
,hapdi ulo ko ko gid,head pain,head_pain,hiligaynon,active
,hapdi ulo ko ko man,head pain,head_pain,hiligaynon,active
,hapdi ulo ko man,head pain,head_pain,hiligaynon,active
,hapdi ulo man,head pain,head_pain,hiligaynon,active
,hapdi ulo subong,head pain,head_pain,hiligaynon,active
,hapdi utok akon,brain pain,brain_pain,hiligaynon,active
,hapdi utok gid ko,brain pain,brain_pain,hiligaynon,active
,hapdi utok ko,brain pain,brain_pain,hiligaynon,active
,hapdi utok man,brain pain,brain_pain,hiligaynon,active
,hapdi utok subong,brain pain,brain_pain,hiligaynon,active
,hay fever,seasonal allergic rhinitis,seasonal_allergic_rhinitis,hiligaynon,active
,hazelnut allergy,tree nut allergy,tree_nut_allergy,hiligaynon,active
,hba1c high,diabetes,diabetes,hiligaynon,active
,hbp,hypertension,hypertension,hiligaynon,active
,headache,headache,headache,hiligaynon,active
,heart attack,heart attack,heart_attack,hiligaynon,active
,heart disease,heart disease,heart_disease,hiligaynon,active
,heart failure,heart failure,heart_failure,hiligaynon,active
,heart prob,heart disease,heart_disease,hiligaynon,active
,heart problem,heart disease,heart_disease,hiligaynon,active
,heartattack,heart attack,heart_attack,hiligaynon,active
,heartburn,gastroesophageal reflux disease,gastroesophageal_reflux_disease,hiligaynon,active
,heartprob,heart disease,heart_disease,hiligaynon,active
,heat exhaustion,heat exhaustion,heat_exhaustion,hiligaynon,active
,heat stroke,heat stroke,heat_stroke,hiligaynon,active
,help dula ginhawa ko,shortness of breath,shortness_of_breath,hiligaynon,active
,help gadugo bilat ko,vaginal bleeding,vaginal_bleeding,hiligaynon,active
,help gahubag itlog ko,testicular swelling,testicular_swelling,hiligaynon,active
,help kakatol bilat ko,vaginal itching,vaginal_itching,hiligaynon,active
,help masakit ari ko,penile pain,penile_pain,hiligaynon,active
,help may nana sa bilat ko,vaginal infection,vaginal_infection,hiligaynon,active
,help nagdugo ulo ko,head bleeding,head_bleeding,hiligaynon,active
,help nautod tudlo ko,amputated finger,amputated_finger,hiligaynon,active
,hemophilia,hemophilia,hemophilia,hiligaynon,active
,hemorrhoids,hemorrhoids,hemorrhoids,hiligaynon,active
,hepa,hepatitis,hepatitis,hiligaynon,active
,hepa b,hepatitis b,hepatitis_b,hiligaynon,active
,hepa c,hepatitis c,hepatitis_c,hiligaynon,active
,hepatites,hepatitis,hepatitis,hiligaynon,active
,hepatitis,hepatitis,hepatitis,hiligaynon,active
,hepatitis a,hepatitis a,hepatitis_a,hiligaynon,active
,hepatitis b,hepatitis b,hepatitis_b,hiligaynon,active
,hepatitis c,hepatitis c,hepatitis_c,hiligaynon,active
,hepatitisa,hepatitis a,hepatitis_a,hiligaynon,active
,hepatitus,hepatitis,hepatitis,hiligaynon,active
,hernia,hernia,hernia,hiligaynon,active
,herpes,herpes,herpes,hiligaynon,active
,herpes simplex,herpes,herpes,hiligaynon,active
,herpes zoster,herpes zoster,herpes_zoster,hiligaynon,active
,high blood,hypertension,hypertension,hiligaynon,active
,high blood ko,hypertension,hypertension,hiligaynon,active
,high blood pressure,essential (primary) hypertension,essential_(primary)_hypertension,hiligaynon,active
,high blood sugar,diabetes,diabetes,hiligaynon,active
,high bp,hypertension,hypertension,hiligaynon,active
,high cholesterol,hyperlipidemia,hyperlipidemia,hiligaynon,active
,high sugar,diabetes,diabetes,hiligaynon,active
,high uric acid,gout,gout,hiligaynon,active
,highblood,hypertension,hypertension,hiligaynon,active
,highblood pressure,hypertension,hypertension,hiligaynon,active
,hika,asthma,asthma,hiligaynon,active
,hika ug rayuma,asthma,asthma,hiligaynon,active
,hilanat,fever,fever,hiligaynon,active
,hilanat ko,fever,fever,hiligaynon,active
,hilanat sing taas,high fever,high_fever,hiligaynon,active
,hindi pwede penicillin,penicillin allergy,penicillin_allergy,hiligaynon,active
,hindi tolerante sa gatas,lactose intolerance,lactose_intolerance,hiligaynon,active
,hingabot,shortness of breath,shortness_of_breath,hiligaynon,active
,hingal,shortness of breath,shortness_of_breath,hiligaynon,active
,hingal na hingal,shortness of breath,shortness_of_breath,hiligaynon,active
,hirap huminga,difficulty breathing,difficulty_breathing,hiligaynon,active
,histamine intolerance,histamine intolerance,histamine_intolerance,hiligaynon,active
,hiv,hiv/aids,hiv/aids,hiligaynon,active
,honey allergy,food allergy,food_allergy,hiligaynon,active
,htn,hypertension,hypertension,hiligaynon,active
,hubag,swelling,swelling,hiligaynon,active
,hubag abaga akon,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag abaga akon gid,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag abaga gid ko,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag abaga ko,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag abaga ko gid,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag abaga man,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag abaga subong,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag acun itlog,testicular swelling,testicular_swelling,hiligaynon,active
,hubag acun itlog ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag acun itlug,testicular swelling,testicular_swelling,hiligaynon,active
,hubag acun itlug ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon abaga,shoulder swelling,shoulder_swelling,hiligaynon,active
,hubag akon ari,penile swelling,penile_swelling,hiligaynon,active
,hubag akon ari ko,penile swelling,penile_swelling,hiligaynon,active
,hubag akon ary,penile swelling,penile_swelling,hiligaynon,active
,hubag akon ary ko,penile swelling,penile_swelling,hiligaynon,active
,hubag akon atay,liver swelling,liver_swelling,hiligaynon,active
,hubag akon awang,jaw swelling,jaw_swelling,hiligaynon,active
,hubag akon baba,lip swelling,lip_swelling,hiligaynon,active
,hubag akon balat,skin swelling,skin_swelling,hiligaynon,active
,hubag akon batiis,leg swelling,leg_swelling,hiligaynon,active
,hubag akon bato,kidney swelling,kidney_swelling,hiligaynon,active
,hubag akon bayag,scrotal swelling,scrotal_swelling,hiligaynon,active
,hubag akon baywang,waist swelling,waist_swelling,hiligaynon,active
,hubag akon bilad,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag akon bilad ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag akon bilat,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag akon bilat ko,vaginal swelling,vaginal_swelling,hiligaynon,active
,hubag akon buhok,hair swelling,hair_swelling,hiligaynon,active
,hubag akon bukong,forehead swelling,forehead_swelling,hiligaynon,active
,hubag akon buuk,arm swelling,arm_swelling,hiligaynon,active
,hubag akon dalunggan,ear swelling,ear_swelling,hiligaynon,active
,hubag akon dila,swollen tongue,swollen_tongue,hiligaynon,active
,hubag akon dughan,chest swelling,chest_swelling,hiligaynon,active
,hubag akon ilong,nasal swelling,nasal_swelling,hiligaynon,active
,hubag akon itlog,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon itlog ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon itlog ku,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon itlug,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon itlug ko,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon itlug ku,testicular swelling,testicular_swelling,hiligaynon,active
,hubag akon kamot,hand swelling,hand_swelling,hiligaynon,active
,hubag akon kuko,nail swelling,nail_swelling,hiligaynon,active
,hubag akon lawas,body swelling,body_swelling,hiligaynon,active
,hubag akon lawi,nape swelling,nape_swelling,hiligaynon,active
,hubag akon likod,back swelling,back_swelling,hiligaynon,active
,hubag akon liog,neck swelling,neck_swelling,hiligaynon,active
,hubag akon mata,eye swelling,eye_swelling,hiligaynon,active
,hubag akon ngipon,tooth swelling,tooth_swelling,hiligaynon,active
,hubag akon paa,foot swelling,foot_swelling,hiligaynon,active
,hubag akon pilas,wound swelling,wound_swelling,hiligaynon,active
,hubag akon pisngi,facial swelling,facial_swelling,hiligaynon,active
,hubag akon siko,elbow swelling,elbow_swelling,hiligaynon,active
,hubag akon singit,groin swelling,groin_swelling,hiligaynon,active
,hubag akon tadlong,forearm swelling,forearm_swelling,hiligaynon,active
,hubag akon tagipusuon,heart swelling,heart_swelling,hiligaynon,active
,hubag akon tai,buttocks swelling,buttocks_swelling,hiligaynon,active
,hubag akon tiil,foot swelling,foot_swelling,hiligaynon,active
,hubag akon tikod,heel swelling,heel_swelling,hiligaynon,active
,hubag akon titi,breast swelling,breast_swelling,hiligaynon,active
,hubag akon tiyan,abdominal swelling,abdominal_swelling,hiligaynon,active
,hubag akon tudlo,finger swelling,finger_swelling,hiligaynon,active
,hubag akon tuhod,knee swelling,knee_swelling,hiligaynon,active
,hubag akon tungod,throat swelling,throat_swelling,hiligaynon,active
,hubag akon tungtong,ankle swelling,ankle_swelling,hiligaynon,active
,hubag akon ulo,head swelling,head_swelling,hiligaynon,active
,hubag akon utok,brain swelling,brain_swelling,hiligaynon,active
,hubag ang tiyan,abdominal swelling,abdominal_swelling,hiligaynon,active
,hubag ang unto,swollen gums,swollen_gums,hiligaynon,active
,hubag ang unud,swollen gums,swollen_gums,hiligaynon,active
,hubag ari,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ako,penile swelling,penile_swelling,hiligaynon,active
,hubag ari akon,penile swelling,penile_swelling,hiligaynon,active
,hubag ari akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ari akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag ari gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko ako,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko akon,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ari ko ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ako,penile swelling,penile_swelling,hiligaynon,active
,hubag ary akon,penile swelling,penile_swelling,hiligaynon,active
,hubag ary akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ary akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag ary gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko ako,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko akon,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko akon gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko akon subong,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko gid ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko ko,penile swelling,penile_swelling,hiligaynon,active
,hubag ary ko ko gid,penile swelling,penile_swelling,hiligaynon,active
,hubag atay akon,liver swelling,liver_swelling,hiligaynon,active
,hubag atay akon gid,liver swelling,liver_swelling,hiligaynon,active
,hubag atay gid ko,liver swelling,liver_swelling,hiligaynon,active
,hubag atay ko,liver swelling,liver_swelling,hiligaynon,active
