term_id,term,english,concept,language,status
,kulang dugo,anemia,anemia,filipino,active
,kulang kaon,malnutrition,malnutrition,filipino,active
,kulang sa timbang,underweight,underweight,filipino,active
,kulang sa tulog,insomnia,insomnia,filipino,active
,labad ang ulo,headache,headache,filipino,active
,labad ulo sing malala,severe headache,severe_headache,filipino,active
,lung cancer,lung cancer,lung_cancer,filipino,active
,lung prob,lung disease,lung_disease,filipino,active
,lung problem,lung disease,lung_disease,filipino,active
,mababa ang asukar ko,hypoglycemia,hypoglycemia,filipino,active
,mababang asukal,hypoglycemia,hypoglycemia,filipino,active
,mabilis ang heartbeat,arrhythmia,arrhythmia,filipino,active
,makati balat akon,itchy skin,itchy_skin,filipino,active
,makati kamot akon,itchy hand,itchy_hand,filipino,active
,makati mata akon,itchy eyes,itchy_eyes,filipino,active
,makati tiil akon,itchy foot,itchy_foot,filipino,active
,makati tudlo akon,itchy finger,itchy_finger,filipino,active
,maniwang batiis ko,leg numbness,leg_numbness,filipino,active
,maniwang buuk ko,arm numbness,arm_numbness,filipino,active
,maniwang kamot ko,hand numbness,hand_numbness,filipino,active
,maniwang lawas ko,body numbness,body_numbness,filipino,active
,maniwang tiil ko,foot numbness,foot_numbness,filipino,active
,maniwang tudlo ko,finger numbness,finger_numbness,filipino,active
,mapait ang pilas ko,infected wound,infected_wound,filipino,active
,mapula akon ari,penile redness,penile_redness,filipino,active
,mapula akon ari ko,penile redness,penile_redness,filipino,active
,mapula akon ary,penile redness,penile_redness,filipino,active
,mapula akon ary ko,penile redness,penile_redness,filipino,active
,mapula akon bilad,vaginal redness,vaginal_redness,filipino,active
,mapula akon bilad ko,vaginal redness,vaginal_redness,filipino,active
,mapula akon bilat,vaginal redness,vaginal_redness,filipino,active
,mapula akon bilat ko,vaginal redness,vaginal_redness,filipino,active
,mapula akon itlog,testicular redness,testicular_redness,filipino,active
,mapula akon itlog ko,testicular redness,testicular_redness,filipino,active
,mapula akon itlog ku,testicular redness,testicular_redness,filipino,active
,mapula akon itlug,testicular redness,testicular_redness,filipino,active
,mapula akon itlug ko,testicular redness,testicular_redness,filipino,active
,mapula akon itlug ku,testicular redness,testicular_redness,filipino,active
,mapula ari ako,penile redness,penile_redness,filipino,active
,mapula ari akon,penile redness,penile_redness,filipino,active
,mapula ari akon gid,penile redness,penile_redness,filipino,active
,mapula ari akon subong,penile redness,penile_redness,filipino,active
,mapula ari ko ako,penile redness,penile_redness,filipino,active
,mapula ari ko akon,penile redness,penile_redness,filipino,active
,mapula ari ko akon gid,penile redness,penile_redness,filipino,active
,mapula ari ko akon subong,penile redness,penile_redness,filipino,active
,mapula ary ako,penile redness,penile_redness,filipino,active
,mapula ary akon,penile redness,penile_redness,filipino,active
,mapula ary akon gid,penile redness,penile_redness,filipino,active
,mapula ary akon subong,penile redness,penile_redness,filipino,active
,mapula ary ko ako,penile redness,penile_redness,filipino,active
,mapula ary ko akon,penile redness,penile_redness,filipino,active
,mapula ary ko akon gid,penile redness,penile_redness,filipino,active
,mapula ary ko akon subong,penile redness,penile_redness,filipino,active
,mapula bilad ako,vaginal redness,vaginal_redness,filipino,active
,mapula bilad akon,vaginal redness,vaginal_redness,filipino,active
,mapula bilad akon gid,vaginal redness,vaginal_redness,filipino,active
,mapula bilad akon subong,vaginal redness,vaginal_redness,filipino,active
,mapula bilad ko ako,vaginal redness,vaginal_redness,filipino,active
,mapula bilad ko akon,vaginal redness,vaginal_redness,filipino,active
,mapula bilad ko akon gid,vaginal redness,vaginal_redness,filipino,active
,mapula bilad ko akon subong,vaginal redness,vaginal_redness,filipino,active
,mapula bilat ako,vaginal redness,vaginal_redness,filipino,active
,mapula bilat akon,vaginal redness,vaginal_redness,filipino,active
,mapula bilat akon gid,vaginal redness,vaginal_redness,filipino,active
,mapula bilat akon subong,vaginal redness,vaginal_redness,filipino,active
,mapula bilat ko ako,vaginal redness,vaginal_redness,filipino,active
,mapula bilat ko akon,vaginal redness,vaginal_redness,filipino,active
,mapula bilat ko akon gid,vaginal redness,vaginal_redness,filipino,active
,mapula bilat ko akon subong,vaginal redness,vaginal_redness,filipino,active
,mapula itlog ako,testicular redness,testicular_redness,filipino,active
,mapula itlog akon,testicular redness,testicular_redness,filipino,active
,mapula itlog akon gid,testicular redness,testicular_redness,filipino,active
,mapula itlog akon subong,testicular redness,testicular_redness,filipino,active
,mapula itlog ko ako,testicular redness,testicular_redness,filipino,active
,mapula itlog ko akon,testicular redness,testicular_redness,filipino,active
,mapula itlog ko akon gid,testicular redness,testicular_redness,filipino,active
,mapula itlog ko akon subong,testicular redness,testicular_redness,filipino,active
,mapula itlog ku ako,testicular redness,testicular_redness,filipino,active
,mapula itlog ku akon,testicular redness,testicular_redness,filipino,active
,mapula itlog ku akon gid,testicular redness,testicular_redness,filipino,active
,mapula itlog ku akon subong,testicular redness,testicular_redness,filipino,active
,mapula itlug ako,testicular redness,testicular_redness,filipino,active
,mapula itlug akon,testicular redness,testicular_redness,filipino,active
,mapula itlug akon gid,testicular redness,testicular_redness,filipino,active
,mapula itlug akon subong,testicular redness,testicular_redness,filipino,active
,mapula itlug ko ako,testicular redness,testicular_redness,filipino,active
,mapula itlug ko akon,testicular redness,testicular_redness,filipino,active
,mapula itlug ko akon gid,testicular redness,testicular_redness,filipino,active
,mapula itlug ko akon subong,testicular redness,testicular_redness,filipino,active
,mapula itlug ku ako,testicular redness,testicular_redness,filipino,active
,mapula itlug ku akon,testicular redness,testicular_redness,filipino,active
,mapula itlug ku akon gid,testicular redness,testicular_redness,filipino,active
,mapula itlug ku akon subong,testicular redness,testicular_redness,filipino,active
,masakit,pain,pain,filipino,active
,masakit abaga ako,shoulder pain,shoulder_pain,filipino,active
,masakit abaga akon,shoulder pain,shoulder_pain,filipino,active
,masakit abaga akon gid,shoulder pain,shoulder_pain,filipino,active
,masakit abaga akon subong,shoulder pain,shoulder_pain,filipino,active
,masakit abaga gid ko,shoulder pain,shoulder_pain,filipino,active
,masakit abaga ko,shoulder pain,shoulder_pain,filipino,active
,masakit abaga ko gid,shoulder pain,shoulder_pain,filipino,active
,masakit abaga ko man,shoulder pain,shoulder_pain,filipino,active
,masakit abaga man,shoulder pain,shoulder_pain,filipino,active
,masakit abaga subong,shoulder pain,shoulder_pain,filipino,active
,masakit acun itlog,testicular pain,testicular_pain,filipino,active
,masakit acun itlog ko,testicular pain,testicular_pain,filipino,active
,masakit acun itlug,testicular pain,testicular_pain,filipino,active
,masakit acun itlug ko,testicular pain,testicular_pain,filipino,active
,masakit akon abaga,shoulder pain,shoulder_pain,filipino,active
,masakit akon ari,penile pain,penile_pain,filipino,active
,masakit akon ari ko,penile pain,penile_pain,filipino,active
,masakit akon ary,penile pain,penile_pain,filipino,active
,masakit akon ary ko,penile pain,penile_pain,filipino,active
,masakit akon atay,liver pain,liver_pain,filipino,active
,masakit akon awang,jaw pain,jaw_pain,filipino,active
,masakit akon baba,mouth pain,mouth_pain,filipino,active
,masakit akon balat,skin pain,skin_pain,filipino,active
,masakit akon batiis,leg pain,leg_pain,filipino,active
,masakit akon bato,kidney pain,kidney_pain,filipino,active
,masakit akon bayag,scrotal pain,scrotal_pain,filipino,active
,masakit akon baywang,waist pain,waist_pain,filipino,active
,masakit akon bilad,vaginal pain,vaginal_pain,filipino,active
,masakit akon bilad ko,vaginal pain,vaginal_pain,filipino,active
,masakit akon bilat,vaginal pain,vaginal_pain,filipino,active
,masakit akon bilat ko,vaginal pain,vaginal_pain,filipino,active
,masakit akon buhok,hair pain,hair_pain,filipino,active
,masakit akon bukong,forehead pain,forehead_pain,filipino,active
,masakit akon buuk,arm pain,arm_pain,filipino,active
,masakit akon dalunggan,ear pain,ear_pain,filipino,active
,masakit akon dila,tongue pain,tongue_pain,filipino,active
,masakit akon dughan,chest pain,chest_pain,filipino,active
,masakit akon ilong,nose pain,nose_pain,filipino,active
,masakit akon itlog,testicular pain,testicular_pain,filipino,active
,masakit akon itlog ko,testicular pain,testicular_pain,filipino,active
,masakit akon itlog ku,testicular pain,testicular_pain,filipino,active
,masakit akon itlug,testicular pain,testicular_pain,filipino,active
,masakit akon itlug ko,testicular pain,testicular_pain,filipino,active
,masakit akon itlug ku,testicular pain,testicular_pain,filipino,active
,masakit akon kamot,hand pain,hand_pain,filipino,active
,masakit akon kipay,vulvar pain,vulvar_pain,filipino,active
,masakit akon kuko,nail pain,nail_pain,filipino,active
,masakit akon lawas,body pain,body_pain,filipino,active
,masakit akon lawi,nape pain,nape_pain,filipino,active
,masakit akon likod,back pain,back_pain,filipino,active
,masakit akon liog,neck pain,neck_pain,filipino,active
,masakit akon mata,eye pain,eye_pain,filipino,active
,masakit akon ngipon,tooth pain,tooth_pain,filipino,active
,masakit akon paa,foot pain,foot_pain,filipino,active
,masakit akon pilas,wound pain,wound_pain,filipino,active
,masakit akon pisngi,cheek pain,cheek_pain,filipino,active
,masakit akon siko,elbow pain,elbow_pain,filipino,active
,masakit akon singit,groin pain,groin_pain,filipino,active
,masakit akon tadlong,forearm pain,forearm_pain,filipino,active
,masakit akon tagipusuon,heart pain,heart_pain,filipino,active
,masakit akon tai,buttocks pain,buttocks_pain,filipino,active
,masakit akon tiil,foot pain,foot_pain,filipino,active
,masakit akon tikod,heel pain,heel_pain,filipino,active
,masakit akon titi,breast pain,breast_pain,filipino,active
,masakit akon tiyan,abdominal pain,abdominal_pain,filipino,active
,masakit akon tudlo,finger pain,finger_pain,filipino,active
,masakit akon tuhod,knee pain,knee_pain,filipino,active
,masakit akon tungod,throat pain,throat_pain,filipino,active
,masakit akon tungtong,ankle pain,ankle_pain,filipino,active
,masakit akon ulo,head pain,head_pain,filipino,active
,masakit akon utok,brain pain,brain_pain,filipino,active
,masakit ang dibdib ko,chest pain,chest_pain,filipino,active
,masakit ang lawas,body pain,body_pain,filipino,active
,masakit ang tiyan ko,stomach pain,stomach_pain,filipino,active
,masakit ang ulo ko,headache,headache,filipino,active
,masakit ari ako,penile pain,penile_pain,filipino,active
,masakit ari akon,penile pain,penile_pain,filipino,active
,masakit ari akon gid,penile pain,penile_pain,filipino,active
,masakit ari akon subong,penile pain,penile_pain,filipino,active
,masakit ari gid ko,penile pain,penile_pain,filipino,active
,masakit ari ko,penile pain,penile_pain,filipino,active
,masakit ari ko ako,penile pain,penile_pain,filipino,active
,masakit ari ko akon,penile pain,penile_pain,filipino,active
,masakit ari ko akon gid,penile pain,penile_pain,filipino,active
,masakit ari ko akon subong,penile pain,penile_pain,filipino,active
,masakit ari ko gid,penile pain,penile_pain,filipino,active
,masakit ari ko gid ko,penile pain,penile_pain,filipino,active
,masakit ari ko ko,penile pain,penile_pain,filipino,active
,masakit ari ko ko gid,penile pain,penile_pain,filipino,active
,masakit ary ako,penile pain,penile_pain,filipino,active
,masakit ary akon,penile pain,penile_pain,filipino,active
,masakit ary akon gid,penile pain,penile_pain,filipino,active
,masakit ary akon subong,penile pain,penile_pain,filipino,active
,masakit ary gid ko,penile pain,penile_pain,filipino,active
,masakit ary ko,penile pain,penile_pain,filipino,active
,masakit ary ko ako,penile pain,penile_pain,filipino,active
,masakit ary ko akon,penile pain,penile_pain,filipino,active
,masakit ary ko akon gid,penile pain,penile_pain,filipino,active
,masakit ary ko akon subong,penile pain,penile_pain,filipino,active
,masakit ary ko gid,penile pain,penile_pain,filipino,active
,masakit ary ko gid ko,penile pain,penile_pain,filipino,active
,masakit ary ko ko,penile pain,penile_pain,filipino,active
,masakit ary ko ko gid,penile pain,penile_pain,filipino,active
,masakit atay akon,liver pain,liver_pain,filipino,active
,masakit atay gid ko,liver pain,liver_pain,filipino,active
,masakit atay ko,liver pain,liver_pain,filipino,active
,masakit atay man,liver pain,liver_pain,filipino,active
,masakit atay subong,liver pain,liver_pain,filipino,active
,masakit awang akon,jaw pain,jaw_pain,filipino,active
,masakit awang gid ko,jaw pain,jaw_pain,filipino,active
,masakit awang ko,jaw pain,jaw_pain,filipino,active
,masakit awang man,jaw pain,jaw_pain,filipino,active
,masakit awang subong,jaw pain,jaw_pain,filipino,active
,masakit baba akon,mouth pain,mouth_pain,filipino,active
,masakit baba gid ko,mouth pain,mouth_pain,filipino,active
,masakit baba ko,mouth pain,mouth_pain,filipino,active
,masakit baba man,mouth pain,mouth_pain,filipino,active
,masakit baba subong,mouth pain,mouth_pain,filipino,active
,masakit balat akon,skin pain,skin_pain,filipino,active
,masakit balat gid ko,skin pain,skin_pain,filipino,active
,masakit balat ko,skin pain,skin_pain,filipino,active
,masakit balat man,skin pain,skin_pain,filipino,active
,masakit balat subong,skin pain,skin_pain,filipino,active
,masakit batiis akon,leg pain,leg_pain,filipino,active
,masakit batiis gid ko,leg pain,leg_pain,filipino,active
,masakit batiis ko,leg pain,leg_pain,filipino,active
,masakit batiis man,leg pain,leg_pain,filipino,active
,masakit batiis subong,leg pain,leg_pain,filipino,active
,masakit bato akon,kidney pain,kidney_pain,filipino,active
,masakit bato gid ko,kidney pain,kidney_pain,filipino,active
,masakit bato ko,kidney pain,kidney_pain,filipino,active
,masakit bato man,kidney pain,kidney_pain,filipino,active
,masakit bato subong,kidney pain,kidney_pain,filipino,active
,masakit bayag ako,scrotal pain,scrotal_pain,filipino,active
,masakit bayag akon,scrotal pain,scrotal_pain,filipino,active
,masakit bayag akon gid,scrotal pain,scrotal_pain,filipino,active
,masakit bayag akon subong,scrotal pain,scrotal_pain,filipino,active
,masakit bayag gid ko,scrotal pain,scrotal_pain,filipino,active
,masakit bayag ko,scrotal pain,scrotal_pain,filipino,active
,masakit bayag ko gid,scrotal pain,scrotal_pain,filipino,active
,masakit baywang ako,waist pain,waist_pain,filipino,active
,masakit baywang akon,waist pain,waist_pain,filipino,active
,masakit baywang akon gid,waist pain,waist_pain,filipino,active
,masakit baywang akon subong,waist pain,waist_pain,filipino,active
,masakit baywang gid ko,waist pain,waist_pain,filipino,active
,masakit baywang ko,waist pain,waist_pain,filipino,active
,masakit baywang ko gid,waist pain,waist_pain,filipino,active
,masakit baywang ko man,waist pain,waist_pain,filipino,active
,masakit baywang man,waist pain,waist_pain,filipino,active
,masakit baywang subong,waist pain,waist_pain,filipino,active
,masakit bilad ako,vaginal pain,vaginal_pain,filipino,active
,masakit bilad akon,vaginal pain,vaginal_pain,filipino,active
,masakit bilad akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilad akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit bilad gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko ako,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko akon,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilad ko ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ako,vaginal pain,vaginal_pain,filipino,active
,masakit bilat akon,vaginal pain,vaginal_pain,filipino,active
,masakit bilat akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilat akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit bilat gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko ako,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko akon,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko ko,vaginal pain,vaginal_pain,filipino,active
,masakit bilat ko ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit buhok akon,hair pain,hair_pain,filipino,active
,masakit buhok gid ko,hair pain,hair_pain,filipino,active
,masakit buhok ko,hair pain,hair_pain,filipino,active
,masakit buhok man,hair pain,hair_pain,filipino,active
,masakit buhok subong,hair pain,hair_pain,filipino,active
,masakit bukong akon,forehead pain,forehead_pain,filipino,active
,masakit bukong gid ko,forehead pain,forehead_pain,filipino,active
,masakit bukong ko,forehead pain,forehead_pain,filipino,active
,masakit bukong man,forehead pain,forehead_pain,filipino,active
,masakit bukong subong,forehead pain,forehead_pain,filipino,active
,masakit buuk akon,arm pain,arm_pain,filipino,active
,masakit buuk gid ko,arm pain,arm_pain,filipino,active
,masakit buuk ko,arm pain,arm_pain,filipino,active
,masakit buuk man,arm pain,arm_pain,filipino,active
,masakit buuk subong,arm pain,arm_pain,filipino,active
,masakit dalunggan akon,ear pain,ear_pain,filipino,active
,masakit dalunggan gid ko,ear pain,ear_pain,filipino,active
,masakit dalunggan ko,ear pain,ear_pain,filipino,active
,masakit dalunggan man,ear pain,ear_pain,filipino,active
,masakit dalunggan subong,ear pain,ear_pain,filipino,active
,masakit dila akon,tongue pain,tongue_pain,filipino,active
,masakit dila gid ko,tongue pain,tongue_pain,filipino,active
,masakit dila ko,tongue pain,tongue_pain,filipino,active
,masakit dila man,tongue pain,tongue_pain,filipino,active
,masakit dila subong,tongue pain,tongue_pain,filipino,active
,masakit dughan,chest pain,chest_pain,filipino,active
,masakit dughan acun gid,chest pain,chest_pain,filipino,active
,masakit dughan acun subong,chest pain,chest_pain,filipino,active
,masakit dughan ako,chest pain,chest_pain,filipino,active
,masakit dughan akon,chest pain,chest_pain,filipino,active
,masakit dughan akon gid,chest pain,chest_pain,filipino,active
,masakit dughan akon subong,chest pain,chest_pain,filipino,active
,masakit dughan gid ko,chest pain,chest_pain,filipino,active
,masakit dughan ko,chest pain,chest_pain,filipino,active
,masakit dughan ko gid,chest pain,chest_pain,filipino,active
,masakit dughan ko kag galuya,chest pain with weakness,chest_pain_with_weakness,filipino,active
,masakit dughan ko man,chest pain,chest_pain,filipino,active
,masakit dughan ku gid,chest pain,chest_pain,filipino,active
,masakit dughan ku man,chest pain,chest_pain,filipino,active
,masakit dughan man,chest pain,chest_pain,filipino,active
,masakit dughan subong,chest pain,chest_pain,filipino,active
,masakit gid acun itlog,testicular pain,testicular_pain,filipino,active
,masakit gid acun itlog ko,testicular pain,testicular_pain,filipino,active
,masakit gid acun itlug,testicular pain,testicular_pain,filipino,active
,masakit gid acun itlug ko,testicular pain,testicular_pain,filipino,active
,masakit gid akon ari,penile pain,penile_pain,filipino,active
,masakit gid akon ari ko,penile pain,penile_pain,filipino,active
,masakit gid akon ary,penile pain,penile_pain,filipino,active
,masakit gid akon ary ko,penile pain,penile_pain,filipino,active
,masakit gid akon bayag,scrotal pain,scrotal_pain,filipino,active
,masakit gid akon bilad,vaginal pain,vaginal_pain,filipino,active
,masakit gid akon bilad ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid akon bilat,vaginal pain,vaginal_pain,filipino,active
,masakit gid akon bilat ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid akon itlog,testicular pain,testicular_pain,filipino,active
,masakit gid akon itlog ko,testicular pain,testicular_pain,filipino,active
,masakit gid akon itlog ku,testicular pain,testicular_pain,filipino,active
,masakit gid akon itlug,testicular pain,testicular_pain,filipino,active
,masakit gid akon itlug ko,testicular pain,testicular_pain,filipino,active
,masakit gid akon itlug ku,testicular pain,testicular_pain,filipino,active
,masakit gid akon kipay,vulvar pain,vulvar_pain,filipino,active
,masakit gid akon singit,groin pain,groin_pain,filipino,active
,masakit gid ari ako,penile pain,penile_pain,filipino,active
,masakit gid ari akon,penile pain,penile_pain,filipino,active
,masakit gid ari akon gid,penile pain,penile_pain,filipino,active
,masakit gid ari akon subong,penile pain,penile_pain,filipino,active
,masakit gid ari gid ko,penile pain,penile_pain,filipino,active
,masakit gid ari ko,penile pain,penile_pain,filipino,active
,masakit gid ari ko ako,penile pain,penile_pain,filipino,active
,masakit gid ari ko akon,penile pain,penile_pain,filipino,active
,masakit gid ari ko akon gid,penile pain,penile_pain,filipino,active
,masakit gid ari ko akon subong,penile pain,penile_pain,filipino,active
,masakit gid ari ko gid,penile pain,penile_pain,filipino,active
,masakit gid ari ko gid ko,penile pain,penile_pain,filipino,active
,masakit gid ari ko ko,penile pain,penile_pain,filipino,active
,masakit gid ari ko ko gid,penile pain,penile_pain,filipino,active
,masakit gid ary ako,penile pain,penile_pain,filipino,active
,masakit gid ary akon,penile pain,penile_pain,filipino,active
,masakit gid ary akon gid,penile pain,penile_pain,filipino,active
,masakit gid ary akon subong,penile pain,penile_pain,filipino,active
,masakit gid ary gid ko,penile pain,penile_pain,filipino,active
,masakit gid ary ko,penile pain,penile_pain,filipino,active
,masakit gid ary ko ako,penile pain,penile_pain,filipino,active
,masakit gid ary ko akon,penile pain,penile_pain,filipino,active
,masakit gid ary ko akon gid,penile pain,penile_pain,filipino,active
,masakit gid ary ko akon subong,penile pain,penile_pain,filipino,active
,masakit gid ary ko gid,penile pain,penile_pain,filipino,active
,masakit gid ary ko gid ko,penile pain,penile_pain,filipino,active
,masakit gid ary ko ko,penile pain,penile_pain,filipino,active
,masakit gid ary ko ko gid,penile pain,penile_pain,filipino,active
,masakit gid bayag ako,scrotal pain,scrotal_pain,filipino,active
,masakit gid bayag akon,scrotal pain,scrotal_pain,filipino,active
,masakit gid bayag akon gid,scrotal pain,scrotal_pain,filipino,active
,masakit gid bayag akon subong,scrotal pain,scrotal_pain,filipino,active
,masakit gid bayag gid ko,scrotal pain,scrotal_pain,filipino,active
,masakit gid bayag ko,scrotal pain,scrotal_pain,filipino,active
,masakit gid bayag ko gid,scrotal pain,scrotal_pain,filipino,active
,masakit gid bilad ako,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad akon,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko ako,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko akon,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilad ko ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ako,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat akon,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko ako,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko akon,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko akon gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko akon subong,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko gid ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko ko,vaginal pain,vaginal_pain,filipino,active
,masakit gid bilat ko ko gid,vaginal pain,vaginal_pain,filipino,active
,masakit gid itlog acun,testicular pain,testicular_pain,filipino,active
,masakit gid itlog acun gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog acun subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ako,testicular pain,testicular_pain,filipino,active
,masakit gid itlog akon,testicular pain,testicular_pain,filipino,active
,masakit gid itlog akon gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog akon subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlog gid ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlog gid ku,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko acun,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko acun gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko acun subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko ako,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko akon,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko akon gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko akon subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko gid ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ko ko gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku ako,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku akon,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku akon gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku akon subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku gid ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlog ku ko gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug acun,testicular pain,testicular_pain,filipino,active
,masakit gid itlug acun gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug acun subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ako,testicular pain,testicular_pain,filipino,active
,masakit gid itlug akon,testicular pain,testicular_pain,filipino,active
,masakit gid itlug akon gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug akon subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlug gid ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlug gid ku,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko acun,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko acun gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko acun subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko ako,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko akon,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko akon gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko akon subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko gid ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ko ko gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku ako,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku akon,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku akon gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku akon subong,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku gid,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku gid ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku ko,testicular pain,testicular_pain,filipino,active
,masakit gid itlug ku ko gid,testicular pain,testicular_pain,filipino,active
,masakit gid kipay ako,vulvar pain,vulvar_pain,filipino,active
