symptom_id,symptom_name,standardized_concept,category,language,local_term,status
3335,Abnormality of Mucous Membrane of Nose,abnormality_of_mucous_membrane_of_nose,general,english,,active
3336,Abnormality of Multiple Cell Lineages in the Bone Marrow,abnormality_of_multiple_cell_lineages_in_the_bone_marrow,general,english,,active
3337,Abnormality of Muscle Fibers,abnormality_of_muscle_fibers,general,english,,active
3338,Abnormality of Muscle Fibres,abnormality_of_muscle_fibres,general,english,,active
3339,Abnormality of Muscle Morphology,abnormality_of_muscle_morphology,general,english,,active
3340,Abnormality of Muscle of Facial Expression,abnormality_of_muscle_of_facial_expression,general,english,,active
3341,Abnormality of Muscle of Nose,abnormality_of_muscle_of_nose,general,english,,active
3342,Abnormality of Muscle Physiology,abnormality_of_muscle_physiology,general,english,,active
3343,Abnormality of Muscle Size,abnormality_of_muscle_size,general,english,,active
3344,Abnormality of Muscles of Mastication,abnormality_of_muscles_of_mastication,general,english,,active
3345,Abnormality of Muscles of the Pharynx,abnormality_of_muscles_of_the_pharynx,general,english,,active
3346,Abnormality of Musculature of Facial Expression,abnormality_of_musculature_of_facial_expression,general,english,,active
3347,Abnormality of Musculature of Pharynx,abnormality_of_musculature_of_pharynx,general,english,,active
3348,Abnormality of Musculature of Soft Palate,abnormality_of_musculature_of_soft_palate,general,english,,active
3349,Abnormality of Musculature of the Nose,abnormality_of_musculature_of_the_nose,general,english,,active
3350,Abnormality of Musculoskeletal Physiology,abnormality_of_musculoskeletal_physiology,general,english,,active
3351,Abnormality of Musculus Uvulae,abnormality_of_musculus_uvulae,general,english,,active
3352,Abnormality of Myeloid Leukocytes,abnormality_of_myeloid_leukocytes,general,english,,active
3353,Abnormality of Mylohyoid Muscle,abnormality_of_mylohyoid_muscle,general,english,,active
3354,Abnormality of Nail Color,abnormality_of_nail_color,general,english,,active
3355,Abnormality of Nasal Hair,abnormality_of_nasal_hair,general,english,,active
3356,Abnormality of Nasal Mucous Membrane,abnormality_of_nasal_mucous_membrane,general,english,,active
3357,Abnormality of Nasal Musculature,abnormality_of_nasal_musculature,general,english,,active
3358,Abnormality of Nasalis Muscle,abnormality_of_nasalis_muscle,general,english,,active
3359,Abnormality of Nasopharyngeal Adenoids,abnormality_of_nasopharyngeal_adenoids,general,english,,active
3360,Abnormality of Nasopharyngeal Tonsil,abnormality_of_nasopharyngeal_tonsil,general,english,,active
3361,Abnormality of Natural Killer Cell Count,abnormality_of_natural_killer_cell_count,general,english,,active
3362,Abnormality of Natural Killer Cells,abnormality_of_natural_killer_cells,general,english,,active
3363,Abnormality of Neck Blood Vessel,abnormality_of_neck_blood_vessel,general,english,,active
3364,Abnormality of Nervous System Morphology,abnormality_of_nervous_system_morphology,general,english,,active
3365,Abnormality of Nervous System Physiology,abnormality_of_nervous_system_physiology,general,english,,active
3366,Abnormality of Neural Tube Closure,abnormality_of_neural_tube_closure,general,english,,active
3367,Abnormality of Neuronal Migration,abnormality_of_neuronal_migration,general,english,,active
3368,Abnormality of Neurotransmitter Metabolism,abnormality_of_neurotransmitter_metabolism,general,english,,active
3369,Abnormality of Neutrophil,abnormality_of_neutrophil,general,english,,active
3370,Abnormality of Neutrophil Morphology,abnormality_of_neutrophil_morphology,general,english,,active
3371,Abnormality of Neutrophil Morphology in Cerebrospinal Fluid,abnormality_of_neutrophil_morphology_in_cerebrospinal_fluid,general,english,,active
3372,Abnormality of Neutrophil Morphology in CSF,abnormality_of_neutrophil_morphology_in_csf,general,english,,active
3373,Abnormality of Neutrophil Physiology,abnormality_of_neutrophil_physiology,general,english,,active
3374,Abnormality of Neutrophils,abnormality_of_neutrophils,general,english,,active
3375,Abnormality of Nose Hair,abnormality_of_nose_hair,general,english,,active
3376,Abnormality of Occipitofrontalis Muscle,abnormality_of_occipitofrontalis_muscle,general,english,,active
3377,Abnormality of Ocular Abduction,abnormality_of_ocular_abduction,general,english,,active
3378,Abnormality of Ocular Smooth Pursuit,abnormality_of_ocular_smooth_pursuit,general,english,,active
3379,Abnormality of Odontoid Tissue,abnormality_of_odontoid_tissue,general,english,,active
3380,Abnormality of Oesophagus Physiology,abnormality_of_oesophagus_physiology,general,english,,active
3381,Abnormality of Oesophagus Structure,abnormality_of_oesophagus_structure,general,english,,active
3382,Abnormality of Olfaction,abnormality_of_olfaction,general,english,,active
3383,Abnormality of Olfactory Lobe Morphology,abnormality_of_olfactory_lobe_morphology,general,english,,active
3384,Abnormality of Ophthalmic Artery,abnormality_of_ophthalmic_artery,general,english,,active
3385,Abnormality of Optic Chiasm Morphology,abnormality_of_optic_chiasm_morphology,general,english,,active
3386,Abnormality of Oral Frenula,abnormality_of_oral_frenula,general,english,,active
3387,Abnormality of Oral Frenum,abnormality_of_oral_frenum,general,english,,active
3388,Abnormality of Oral Mucosa,abnormality_of_oral_mucosa,general,english,,active
3389,Abnormality of Oral Mucous Membrane,abnormality_of_oral_mucous_membrane,general,english,,active
3390,Abnormality of Orbicularis Oris Muscle,abnormality_of_orbicularis_oris_muscle,general,english,,active
3391,Abnormality of Ossification/mineralisation of Vertebrae,abnormality_of_ossification/mineralisation_of_vertebrae,general,english,,active
3392,Abnormality of Pace of Hair Growth,abnormality_of_pace_of_hair_growth,general,english,,active
3393,Abnormality of Pain Sensation,abnormality_of_pain_sensation,general,english,,active
3394,Abnormality of Palatine Uvula,abnormality_of_palatine_uvula,general,english,,active
3395,Abnormality of Palatoglossus Muscle,abnormality_of_palatoglossus_muscle,general,english,,active
3396,Abnormality of Palatopharyngeus Muscle,abnormality_of_palatopharyngeus_muscle,general,english,,active
3397,Abnormality of Pancreas Morphology,abnormality_of_pancreas_morphology,general,english,,active
3398,Abnormality of Pancreas Physiology,abnormality_of_pancreas_physiology,general,english,,active
3399,Abnormality of Parotid Gland,abnormality_of_parotid_gland,general,english,,active
3400,Abnormality of Pattern Onset/offset VEP,abnormality_of_pattern_onset/offset_vep,general,english,,active
3401,Abnormality of Pattern Onset/offset Visual Evoked Potentials,abnormality_of_pattern_onset/offset_visual_evoked_potentials,general,english,,active
3402,Abnormality of Pattern Reversal VEP,abnormality_of_pattern_reversal_vep,general,english,,active
3403,Abnormality of Pattern Reversal Visual Evoked Potentials,abnormality_of_pattern_reversal_visual_evoked_potentials,general,english,,active
3404,Abnormality of Pattern Visual Evoked Potentials,abnormality_of_pattern_visual_evoked_potentials,general,english,,active
3405,Abnormality of Pelvic Girdle Bone Morphology,abnormality_of_pelvic_girdle_bone_morphology,general,english,,active
3406,Abnormality of Periauricular Region,abnormality_of_periauricular_region,general,english,,active
3407,Abnormality of Peripheral Nerve Conduction,abnormality_of_peripheral_nerve_conduction,general,english,,active
3408,Abnormality of Peripheral Nervous System Electrophysiology,abnormality_of_peripheral_nervous_system_electrophysiology,general,english,,active
3409,Abnormality of Peripheral Somatosensory Evoked Potentials,abnormality_of_peripheral_somatosensory_evoked_potentials,general,english,,active
3410,Abnormality of Permanent Molar Morphology,abnormality_of_permanent_molar_morphology,general,english,,active
3411,Abnormality of Phalangeal Joints of the Hand,abnormality_of_phalangeal_joints_of_the_hand,general,english,,active
3412,Abnormality of Phalanx of Finger,abnormality_of_phalanx_of_finger,general,english,,active
3413,Abnormality of Pharyngeal Musculature,abnormality_of_pharyngeal_musculature,general,english,,active
3414,Abnormality of Pharyngeal Tonsil,abnormality_of_pharyngeal_tonsil,general,english,,active
3415,Abnormality of Pharynx Musculature,abnormality_of_pharynx_musculature,general,english,,active
3416,Abnormality of Phenylalanine Metabolism,abnormality_of_phenylalanine_metabolism,general,english,,active
3417,Abnormality of Phosphate Homeostasis,abnormality_of_phosphate_homeostasis,general,english,,active
3418,Abnormality of Pigmentation,abnormality_of_pigmentation,general,english,,active
3419,Abnormality of Pineal Morphology,abnormality_of_pineal_morphology,general,english,,active
3420,Abnormality of Pineal Physiology,abnormality_of_pineal_physiology,general,english,,active
3421,Abnormality of Placental Membranes,abnormality_of_placental_membranes,general,english,,active
3422,"Abnormality of Plasma Protein, Unspecified","abnormality_of_plasma_protein,_unspecified",general,english,,active
3423,Abnormality of Platysma,abnormality_of_platysma,general,english,,active
3424,Abnormality of Polymorphonuclear Neutrophils,abnormality_of_polymorphonuclear_neutrophils,general,english,,active
3425,Abnormality of Posterior Crus of Antihelix,abnormality_of_posterior_crus_of_antihelix,general,english,,active
3426,Abnormality of Potassium Homeostasis,abnormality_of_potassium_homeostasis,general,english,,active
3427,Abnormality of Premolar,abnormality_of_premolar,general,english,,active
3428,Abnormality of Premolar Morphology,abnormality_of_premolar_morphology,general,english,,active
3429,Abnormality of Prenatal Development or Birth,abnormality_of_prenatal_development_or_birth,general,english,,active
3430,Abnormality of Primary Molar Morphology,abnormality_of_primary_molar_morphology,general,english,,active
3431,Abnormality of Primary Teeth,abnormality_of_primary_teeth,general,english,,active
3432,Abnormality of Procerus Muscle,abnormality_of_procerus_muscle,general,english,,active
3433,Abnormality of Proprioception,abnormality_of_proprioception,general,english,,active
3434,Abnormality of Prothrombin,abnormality_of_prothrombin,general,english,,active
3435,Abnormality of Proximal Middle-finger Phalanx,abnormality_of_proximal_middle-finger_phalanx,general,english,,active
3436,Abnormality of Proximal Thumb Phalanx,abnormality_of_proximal_thumb_phalanx,general,english,,active
3437,Abnormality of Pulmonary Circulation,abnormality_of_pulmonary_circulation,general,english,,active
3438,Abnormality of Pulmonary Situs,abnormality_of_pulmonary_situs,general,english,,active
3439,Abnormality of Pyruvate Family Amino Acid Metabolism,abnormality_of_pyruvate_family_amino_acid_metabolism,general,english,,active
3440,Abnormality of Radial Diaphysis,abnormality_of_radial_diaphysis,general,english,,active
3441,Abnormality of Radial Epiphyseal Plates,abnormality_of_radial_epiphyseal_plates,general,english,,active
3442,Abnormality of Radial Epiphyses,abnormality_of_radial_epiphyses,general,english,,active
3443,Abnormality of Radial Metaphyses,abnormality_of_radial_metaphyses,general,english,,active
3444,Abnormality of Red Blood Cells,abnormality_of_red_blood_cells,general,english,,active
3445,Abnormality of Redox Activity,abnormality_of_redox_activity,general,english,,active
3446,Abnormality of Refraction,abnormality_of_refraction,general,english,,active
3447,Abnormality of Renal Calyx Morphology,abnormality_of_renal_calyx_morphology,general,english,,active
3448,Abnormality of Renal Cortex Morphology,abnormality_of_renal_cortex_morphology,general,english,,active
3449,Abnormality of Renal Excretion,abnormality_of_renal_excretion,general,english,,active
3450,Abnormality of Renal Glomerulus Morphology,abnormality_of_renal_glomerulus_morphology,general,english,,active
3451,Abnormality of Renal Physiology,abnormality_of_renal_physiology,general,english,,active
3452,Abnormality of Renal Resorption,abnormality_of_renal_resorption,general,english,,active
3453,Abnormality of Renin-angiotensin System,abnormality_of_renin-angiotensin_system,general,english,,active
3454,Abnormality of Reproductive System Physiology,abnormality_of_reproductive_system_physiology,general,english,,active
3455,Abnormality of Respiratory Circulation,abnormality_of_respiratory_circulation,general,english,,active
3456,Abnormality of Reticulocytes,abnormality_of_reticulocytes,general,english,,active
3457,Abnormality of Retina Blood Vessels,abnormality_of_retina_blood_vessels,general,english,,active
3458,Abnormality of Retinal Arteries,abnormality_of_retinal_arteries,general,english,,active
3459,Abnormality of Retinal Pigment Epithelium,abnormality_of_retinal_pigment_epithelium,general,english,,active
3460,Abnormality of Retinal Pigmentation,abnormality_of_retinal_pigmentation,general,english,,active
3461,Abnormality of Risorius Muscle,abnormality_of_risorius_muscle,general,english,,active
3462,Abnormality of RPE,abnormality_of_rpe,general,english,,active
3463,Abnormality of Saccadic Eye Movements,abnormality_of_saccadic_eye_movements,general,english,,active
3464,Abnormality of Salivation,abnormality_of_salivation,general,english,,active
3465,Abnormality of Secondary Sexual Hair,abnormality_of_secondary_sexual_hair,general,english,,active
3466,Abnormality of Septum of Nose,abnormality_of_septum_of_nose,general,english,,active
3467,Abnormality of Serine Family Amino Acid Metabolism,abnormality_of_serine_family_amino_acid_metabolism,general,english,,active
3468,Abnormality of Serum Amino Acid Level,abnormality_of_serum_amino_acid_level,general,english,,active
3469,Abnormality of Serum Amino Acid Levels,abnormality_of_serum_amino_acid_levels,general,english,,active
3470,Abnormality of Serum Cytokine Level,abnormality_of_serum_cytokine_level,general,english,,active
3471,Abnormality of Shaft of Long Bone in Upper Arm,abnormality_of_shaft_of_long_bone_in_upper_arm,general,english,,active
3472,Abnormality of Shaft of Long Bone of the Limbs,abnormality_of_shaft_of_long_bone_of_the_limbs,general,english,,active
3473,Abnormality of Shaft of Long Bone of the Upper Limbs,abnormality_of_shaft_of_long_bone_of_the_upper_limbs,general,english,,active
3474,Abnormality of Shape of Adult Molar,abnormality_of_shape_of_adult_molar,general,english,,active
3475,Abnormality of Shape of Baby Molar,abnormality_of_shape_of_baby_molar,general,english,,active
3476,Abnormality of Shape of Bicuspid,abnormality_of_shape_of_bicuspid,general,english,,active
3477,Abnormality of Shape of Incisor,abnormality_of_shape_of_incisor,general,english,,active
3478,Abnormality of Shape of Permanent Molar,abnormality_of_shape_of_permanent_molar,general,english,,active
3479,Abnormality of Shape of Premolar,abnormality_of_shape_of_premolar,general,english,,active
3480,Abnormality of Shape of Primary Molar,abnormality_of_shape_of_primary_molar,general,english,,active
3481,Abnormality of Shape of Tooth,abnormality_of_shape_of_tooth,general,english,,active
3482,Abnormality of Sharpey Fibers,abnormality_of_sharpey_fibers,general,english,,active
3483,Abnormality of Sharpey Fibres,abnormality_of_sharpey_fibres,general,english,,active
3484,Abnormality of Shoulder Musculature,abnormality_of_shoulder_musculature,general,english,,active
3485,Abnormality of Sight,abnormality_of_sight,general,english,,active
3486,Abnormality of Sinus Frontalis,abnormality_of_sinus_frontalis,general,english,,active
3487,Abnormality of Skeletal Maturation,abnormality_of_skeletal_maturation,general,english,,active
3488,Abnormality of Skeletal Morphology,abnormality_of_skeletal_morphology,general,english,,active
3489,Abnormality of Skeletal Muscle Fiber Size,abnormality_of_skeletal_muscle_fiber_size,general,english,,active
3490,Abnormality of Skeletal Muscle Fibre Size,abnormality_of_skeletal_muscle_fibre_size,general,english,,active
3491,Abnormality of Skin Adnexa Morphology,abnormality_of_skin_adnexa_morphology,general,english,,active
3492,Abnormality of Skin Adnexa Physiology,abnormality_of_skin_adnexa_physiology,general,english,,active
3493,Abnormality of Skin Morphology,abnormality_of_skin_morphology,general,english,,active
3494,Abnormality of Skin Physiology,abnormality_of_skin_physiology,general,english,,active
3495,Abnormality of Skin Pigmentation,abnormality_of_skin_pigmentation,general,english,,active
3496,Abnormality of Skull Ossification,abnormality_of_skull_ossification,general,english,,active
3497,Abnormality of Skull Size,abnormality_of_skull_size,general,english,,active
3498,Abnormality of Small Intestinal Villus Morphology,abnormality_of_small_intestinal_villus_morphology,general,english,,active
3499,Abnormality of Sodium Homeostasis,abnormality_of_sodium_homeostasis,general,english,,active
3500,Abnormality of Soft Palate Muscles,abnormality_of_soft_palate_muscles,general,english,,active
3501,Abnormality of Somatic Nerve Plexus,abnormality_of_somatic_nerve_plexus,general,english,,active
3502,Abnormality of Somatosensory Evoked Potentials,abnormality_of_somatosensory_evoked_potentials,general,english,,active
3503,Abnormality of Spacing of Front Teeth,abnormality_of_spacing_of_front_teeth,general,english,,active
3504,Abnormality of Spacing of Incisors,abnormality_of_spacing_of_incisors,general,english,,active
3505,Abnormality of Speech or Vocalization,abnormality_of_speech_or_vocalization,general,english,,active
3506,Abnormality of Speed of Hair Growth,abnormality_of_speed_of_hair_growth,general,english,,active
3507,Abnormality of Spinal Facet Joint,abnormality_of_spinal_facet_joint,general,english,,active
3508,Abnormality of SSEPs,abnormality_of_sseps,general,english,,active
3509,Abnormality of Stapedial Reflex,abnormality_of_stapedial_reflex,general,english,,active
3510,Abnormality of Stem of Antihelix,abnormality_of_stem_of_antihelix,general,english,,active
3511,Abnormality of Styloglossus Muscle,abnormality_of_styloglossus_muscle,general,english,,active
3512,Abnormality of Subcortical White Matter,abnormality_of_subcortical_white_matter,general,english,,active
3513,Abnormality of Subcutaneous Fat Tissue,abnormality_of_subcutaneous_fat_tissue,general,english,,active
3514,Abnormality of Sulfur-containing Amino Acids,abnormality_of_sulfur-containing_amino_acids,general,english,,active
3515,Abnormality of Superior Crus of Antihelix,abnormality_of_superior_crus_of_antihelix,general,english,,active
3516,Abnormality of Superoxide Metabolism,abnormality_of_superoxide_metabolism,general,english,,active
3517,Abnormality of Synovial Bursa Morphology,abnormality_of_synovial_bursa_morphology,general,english,,active
3518,Abnormality of T Cell Number,abnormality_of_t_cell_number,general,english,,active
3519,Abnormality of T Cell Physiology,abnormality_of_t_cell_physiology,general,english,,active
3520,Abnormality of T Cells,abnormality_of_t_cells,general,english,,active
3521,Abnormality of Taste Sensation,abnormality_of_taste_sensation,general,english,,active
3522,Abnormality of Tear Production,abnormality_of_tear_production,general,english,,active
3523,Abnormality of Teeth Spacing,abnormality_of_teeth_spacing,general,english,,active
3524,Abnormality of Temperature Regulation,abnormality_of_temperature_regulation,general,english,,active
3525,Abnormality of Temperature Sensation,abnormality_of_temperature_sensation,general,english,,active
3526,Abnormality of Temporalis Muscle,abnormality_of_temporalis_muscle,general,english,,active
3527,Abnormality of Tensor Veli Palatini Muscle,abnormality_of_tensor_veli_palatini_muscle,general,english,,active
3528,Abnormality of Terminal Index Finger Phalanx,abnormality_of_terminal_index_finger_phalanx,general,english,,active
3529,Abnormality of Terminal Phalanx of Middle-finger,abnormality_of_terminal_phalanx_of_middle-finger,general,english,,active
3530,Abnormality of Terminal Thumb Epiphysis,abnormality_of_terminal_thumb_epiphysis,general,english,,active
3531,Abnormality of Terminal Thumb Phalanx,abnormality_of_terminal_thumb_phalanx,general,english,,active
3532,Abnormality of Thalamus Morphology,abnormality_of_thalamus_morphology,general,english,,active
3533,Abnormality of the 1st Long Bone of Foot,abnormality_of_the_1st_long_bone_of_foot,general,english,,active
3534,Abnormality of the 1st Long Bone of Hand,abnormality_of_the_1st_long_bone_of_hand,general,english,,active
3535,Abnormality of the 1st Metacarpal,abnormality_of_the_1st_metacarpal,general,english,,active
3536,Abnormality of the 2nd Finger,abnormality_of_the_2nd_finger,general,english,,active
3537,Abnormality of the 2nd Long Bone of Foot,abnormality_of_the_2nd_long_bone_of_foot,general,english,,active
3538,Abnormality of the 2nd Long Bone of Hand,abnormality_of_the_2nd_long_bone_of_hand,general,english,,active
3539,Abnormality of the 2nd Metacarpal,abnormality_of_the_2nd_metacarpal,general,english,,active
3540,Abnormality of the 2nd Toe,abnormality_of_the_2nd_toe,general,english,,active
3541,Abnormality of the 2nd Toe Bone,abnormality_of_the_2nd_toe_bone,general,english,,active
3542,Abnormality of the 3rd Finger,abnormality_of_the_3rd_finger,general,english,,active
3543,Abnormality of the 3rd Long Bone of Foot,abnormality_of_the_3rd_long_bone_of_foot,general,english,,active
3544,Abnormality of the 3rd Long Bone of Hand,abnormality_of_the_3rd_long_bone_of_hand,general,english,,active
3545,Abnormality of the 3rd Metacarpal,abnormality_of_the_3rd_metacarpal,general,english,,active
3546,Abnormality of the 3rd Toe,abnormality_of_the_3rd_toe,general,english,,active
3547,Abnormality of the 4th Finger,abnormality_of_the_4th_finger,general,english,,active
3548,Abnormality of the 4th Long Bone of Foot,abnormality_of_the_4th_long_bone_of_foot,general,english,,active
3549,Abnormality of the 4th Long Bone of Hand,abnormality_of_the_4th_long_bone_of_hand,general,english,,active
3550,Abnormality of the 4th Metacarpal,abnormality_of_the_4th_metacarpal,general,english,,active
3551,Abnormality of the 4th Toe,abnormality_of_the_4th_toe,general,english,,active
3552,Abnormality of the 5th Finger,abnormality_of_the_5th_finger,general,english,,active
3553,Abnormality of the 5th Long Bone of Foot,abnormality_of_the_5th_long_bone_of_foot,general,english,,active
3554,Abnormality of the 5th Long Bone of Hand,abnormality_of_the_5th_long_bone_of_hand,general,english,,active
3555,Abnormality of the 5th Metacarpal,abnormality_of_the_5th_metacarpal,general,english,,active
3556,Abnormality of the 5th Toe,abnormality_of_the_5th_toe,general,english,,active
3557,Abnormality of the Abdomen,abnormality_of_the_abdomen,general,english,,active
3558,Abnormality of the Abdominal Musculature,abnormality_of_the_abdominal_musculature,general,english,,active
3559,Abnormality of the Abdominal Organs,abnormality_of_the_abdominal_organs,general,english,,active
3560,Abnormality of the Abdominal Wall,abnormality_of_the_abdominal_wall,general,english,,active
3561,Abnormality of the Accessory Nerve,abnormality_of_the_accessory_nerve,general,english,,active
3562,Abnormality of the Acetabulum,abnormality_of_the_acetabulum,general,english,,active
3563,Abnormality of the Achilles Tendon,abnormality_of_the_achilles_tendon,general,english,,active
3564,Abnormality of the Acoustic Reflex,abnormality_of_the_acoustic_reflex,general,english,,active
3565,Abnormality of the Adrenal Glands,abnormality_of_the_adrenal_glands,general,english,,active
3566,Abnormality of the Alternative Complement Pathway,abnormality_of_the_alternative_complement_pathway,general,english,,active
3567,Abnormality of the Amniotic Fluid,abnormality_of_the_amniotic_fluid,general,english,,active
3568,Abnormality of the Ankle,abnormality_of_the_ankle,general,english,,active
3569,Abnormality of the Ankles,abnormality_of_the_ankles,general,english,,active
3570,Abnormality of the Anterior Chamber,abnormality_of_the_anterior_chamber,general,english,,active
3571,Abnormality of the Anterior Commissure,abnormality_of_the_anterior_commissure,general,english,,active
3572,Abnormality of the Anterior Fontanelle,abnormality_of_the_anterior_fontanelle,general,english,,active
3573,Abnormality of the Anterior Horn Cells,abnormality_of_the_anterior_horn_cells,general,english,,active
3574,Abnormality of the Anterior Pituitary,abnormality_of_the_anterior_pituitary,general,english,,active
3575,Abnormality of the Anterior Segment of the Eye,abnormality_of_the_anterior_segment_of_the_eye,general,english,,active
3576,Abnormality of the Anterior Segment of the Eyeball,abnormality_of_the_anterior_segment_of_the_eyeball,general,english,,active
3577,Abnormality of the Anterior Segment of the Globe,abnormality_of_the_anterior_segment_of_the_globe,general,english,,active
3578,Abnormality of the Antrum of Highmore,abnormality_of_the_antrum_of_highmore,general,english,,active
3579,Abnormality of the Anus,abnormality_of_the_anus,general,english,,active
3580,Abnormality of the Aorta,abnormality_of_the_aorta,general,english,,active
3581,Abnormality of the Aortic Arch,abnormality_of_the_aortic_arch,general,english,,active
3582,Abnormality of the Aortic Valve,abnormality_of_the_aortic_valve,general,english,,active
3583,Abnormality of the Arachnoid Mater,abnormality_of_the_arachnoid_mater,general,english,,active
3584,Abnormality of the Arachnoidea,abnormality_of_the_arachnoidea,general,english,,active
3585,Abnormality of the Area Between the Eyebrows,abnormality_of_the_area_between_the_eyebrows,general,english,,active
3586,Abnormality of the Arm,abnormality_of_the_arm,general,english,,active
3587,Abnormality of the Aryepiglottic Fold,abnormality_of_the_aryepiglottic_fold,general,english,,active
3588,Abnormality of the Astrocytes,abnormality_of_the_astrocytes,general,english,,active
3589,Abnormality of the Atrial Septum,abnormality_of_the_atrial_septum,general,english,,active
3590,Abnormality of the Atrioventricular Valves,abnormality_of_the_atrioventricular_valves,general,english,,active
3591,Abnormality of the Auditory Canal,abnormality_of_the_auditory_canal,general,english,,active
3592,Abnormality of the Auricle,abnormality_of_the_auricle,general,english,,active
3593,Abnormality of the Autonomic Nervous System,abnormality_of_the_autonomic_nervous_system,general,english,,active
3594,Abnormality of the Axillary Hair,abnormality_of_the_axillary_hair,general,english,,active
3595,Abnormality of the Back Musculature,abnormality_of_the_back_musculature,general,english,,active
3596,Abnormality of the Basal Ganglia,abnormality_of_the_basal_ganglia,general,english,,active
3597,Abnormality of the Bed Nucleus of Stria Terminalis,abnormality_of_the_bed_nucleus_of_stria_terminalis,general,english,,active
3598,Abnormality of the Big Toe,abnormality_of_the_big_toe,general,english,,active
3599,Abnormality of the Biliary System,abnormality_of_the_biliary_system,general,english,,active
3600,Abnormality of the Bladder,abnormality_of_the_bladder,general,english,,active
3601,Abnormality of the Bone of the Forehead,abnormality_of_the_bone_of_the_forehead,general,english,,active
3602,Abnormality of the Bones of the 3rd Toe,abnormality_of_the_bones_of_the_3rd_toe,general,english,,active
3603,Abnormality of the Bony Eye Socket,abnormality_of_the_bony_eye_socket,general,english,,active
3604,Abnormality of the Brachial Nerve Plexus,abnormality_of_the_brachial_nerve_plexus,general,english,,active
3605,Abnormality of the Brain,abnormality_of_the_brain,general,english,,active
3606,Abnormality of the Brainstem,abnormality_of_the_brainstem,general,english,,active
3607,Abnormality of the Brainstem White Matter,abnormality_of_the_brainstem_white_matter,general,english,,active
3608,Abnormality of the Breast,abnormality_of_the_breast,general,english,,active
3609,Abnormality of the Bregma Sutures,abnormality_of_the_bregma_sutures,general,english,,active
3610,Abnormality of the Bridge of the Nose,abnormality_of_the_bridge_of_the_nose,general,english,,active
3611,Abnormality of the Bronchi,abnormality_of_the_bronchi,general,english,,active
3612,Abnormality of the Brow of the Face,abnormality_of_the_brow_of_the_face,general,english,,active
3613,Abnormality of the Calcaneal Tendon,abnormality_of_the_calcaneal_tendon,general,english,,active
3614,Abnormality of the Calcaneus,abnormality_of_the_calcaneus,general,english,,active
3615,Abnormality of the Calf,abnormality_of_the_calf,general,english,,active
3616,Abnormality of the Calf Bone,abnormality_of_the_calf_bone,general,english,,active
3617,Abnormality of the Calvaria,abnormality_of_the_calvaria,general,english,,active
3618,Abnormality of the Calvarium Sutures,abnormality_of_the_calvarium_sutures,general,english,,active
3619,Abnormality of the Capitate Bone,abnormality_of_the_capitate_bone,general,english,,active
3620,Abnormality of the Cardiac Septa,abnormality_of_the_cardiac_septa,general,english,,active
3621,Abnormality of the Cardiovascular System,abnormality_of_the_cardiovascular_system,general,english,,active
3622,Abnormality of the Carotid Arteries,abnormality_of_the_carotid_arteries,general,english,,active
3623,Abnormality of the Carpal Bones,abnormality_of_the_carpal_bones,general,english,,active
3624,Abnormality of the Caudate Nucleus,abnormality_of_the_caudate_nucleus,general,english,,active
3625,Abnormality of the Celiac Artery,abnormality_of_the_celiac_artery,general,english,,active
3626,Abnormality of the Cell Cycle,abnormality_of_the_cell_cycle,general,english,,active
3627,Abnormality of the Cementum,abnormality_of_the_cementum,general,english,,active
3628,Abnormality of the Central Nervous System,abnormality_of_the_central_nervous_system,general,english,,active
3629,Abnormality of the Cerebellar Peduncle,abnormality_of_the_cerebellar_peduncle,general,english,,active
3630,Abnormality of the Cerebellar Vermis,abnormality_of_the_cerebellar_vermis,general,english,,active
3631,Abnormality of the Cerebellum,abnormality_of_the_cerebellum,general,english,,active
3632,Abnormality of the Cerebral Arterial Circle,abnormality_of_the_cerebral_arterial_circle,general,english,,active
3633,Abnormality of the Cerebral Arteries,abnormality_of_the_cerebral_arteries,general,english,,active
3634,Abnormality of the Cerebral Blood Vessels,abnormality_of_the_cerebral_blood_vessels,general,english,,active
3635,Abnormality of the Cerebral Cortex,abnormality_of_the_cerebral_cortex,general,english,,active
3636,Abnormality of the Cerebral Falx,abnormality_of_the_cerebral_falx,general,english,,active
3637,Abnormality of the Cerebral Medulla,abnormality_of_the_cerebral_medulla,general,english,,active
3638,Abnormality of the Cerebral Subcortex,abnormality_of_the_cerebral_subcortex,general,english,,active
3639,Abnormality of the Cerebral Vasculature,abnormality_of_the_cerebral_vasculature,general,english,,active
3640,Abnormality of the Cerebral Venous Sinuses,abnormality_of_the_cerebral_venous_sinuses,general,english,,active
3641,Abnormality of the Cerebral Ventricles,abnormality_of_the_cerebral_ventricles,general,english,,active
3642,Abnormality of the Cerebral White Matter,abnormality_of_the_cerebral_white_matter,general,english,,active
3643,Abnormality of the Cerebrospinal Fluid,abnormality_of_the_cerebrospinal_fluid,general,english,,active
3644,Abnormality of the Cerebrum,abnormality_of_the_cerebrum,general,english,,active
3645,Abnormality of the Cervical Blood Vessels,abnormality_of_the_cervical_blood_vessels,general,english,,active
3646,Abnormality of the Cervical Spine,abnormality_of_the_cervical_spine,general,english,,active
3647,Abnormality of the Cervical Vasculature,abnormality_of_the_cervical_vasculature,general,english,,active
3648,Abnormality of the Cervical Vertebrae,abnormality_of_the_cervical_vertebrae,general,english,,active
