hiligaynon_term,english_term,medical_category,severity,triage_level,status
grabe gid nagadugo bilat ko,severe vaginal bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagadugo bilat ko,severe vagina bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagadugo bilat ko ko,severe vagina bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagadugo itlog ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagadugo itlog ko ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagadugo itlug ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagadugo itlug ko ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo ari ko,severe penis bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo ari ko ko,severe penis bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo ary ko,severe penis bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo ary ko ko,severe penis bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo bilad ko,severe vagina bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagdugo bilad ko ko,severe vagina bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagdugo bilat ko,severe vagina bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagdugo bilat ko ko,severe vagina bleeding,gynecologic_symptom,Critical,emergency,active
grabe gid nagdugo itlog ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo itlog ko ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo itlug ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
grabe gid nagdugo itlug ko ko,severe testicle bleeding,male_reproductive_symptom,Critical,emergency,active
hapdi acun itlog,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi acun itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi acun itlug,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi acun itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon ari,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon ary,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon ary ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon bayag,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon bilad,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi akon bilad ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi akon bilat,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi akon bilat ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi akon itlog,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon itlog ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon itlug,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon itlug ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi akon kipay,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi akon singit,groin pain,musculoskeletal,Moderate,urgent,active
hapdi ari ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ari ko ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko ako,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko akon,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko akon gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko akon subong,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko gid ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi ary ko ko gid,penile pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag ako,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag akon,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag akon gid,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag akon subong,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag gid ko,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag ko,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bayag ko gid,scrotal pain,male_reproductive_symptom,Moderate,urgent,active
hapdi bilad ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilad ko ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko ako,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko akon,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko akon gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko akon subong,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko gid ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko ko,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi bilat ko ko gid,vaginal pain,female_reproductive_symptom,Moderate,urgent,active
hapdi itlog acun,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog acun gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog acun subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ako,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog akon,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog akon gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog akon subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog gid ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog gid ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko acun,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko acun gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko acun subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko ako,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko akon,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko akon gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko akon subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko gid ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ko ko gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku ako,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku akon,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku akon gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku akon subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku gid ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlog ku ko gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug acun,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug acun gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug acun subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ako,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug akon,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug akon gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug akon subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug gid ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug gid ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko acun,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko acun gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko acun subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko ako,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko akon,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko akon gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko akon subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko gid ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ko ko gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku ako,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku akon,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku akon gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku akon subong,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku gid ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku ko,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi itlug ku ko gid,testicular pain,male_reproductive_symptom,Moderate,urgent,active
hapdi kipay ako,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi kipay akon,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi kipay akon gid,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi kipay akon subong,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi kipay gid ko,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi kipay ko,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi kipay ko gid,vulvar pain,female_reproductive_symptom,Moderate,urgent,active
hapdi singit ako,groin pain,musculoskeletal,Moderate,urgent,active
hapdi singit akon,groin pain,musculoskeletal,Moderate,urgent,active
hapdi singit akon gid,groin pain,musculoskeletal,Moderate,urgent,active
hapdi singit akon subong,groin pain,musculoskeletal,Moderate,urgent,active
hapdi singit gid ko,groin pain,musculoskeletal,Moderate,urgent,active
hapdi singit ko,groin pain,musculoskeletal,Moderate,urgent,active
hapdi singit ko gid,groin pain,musculoskeletal,Moderate,urgent,active
help gadugo bilat ko,vaginal bleeding,gynecologic_symptom,High,urgent,active
help gahubag itlog ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
help kakatol bilat ko,vaginal itching,female_reproductive_symptom,Low,non_urgent,active
help masakit ari ko,penile pain,male_reproductive_symptom,Moderate,urgent,active
help may nana sa bilat ko,vaginal infection,infection,High,urgent,active
hubag acun itlog,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag acun itlog ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag acun itlug,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag acun itlug ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon ari,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon ari ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon ary,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon ary ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon bayag,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon bilad,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag akon bilad ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag akon bilat,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag akon bilat ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag akon itlog,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon itlog ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon itlog ku,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon itlug,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon itlug ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon itlug ku,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag akon singit,groin swelling,musculoskeletal,Moderate,urgent,active
hubag ari,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ari ko ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag ary ko ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag ako,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag akon,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag akon gid,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag akon subong,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag gid ko,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag ko,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bayag ko gid,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag bilad ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilad ko ko gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag bilat ko ko gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid acun itlog,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid acun itlog ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid acun itlug,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid acun itlug ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon ari,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon ari ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon ary,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon ary ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon bayag,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon bilad,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid akon bilad ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid akon bilat,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid akon bilat ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid akon itlog,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon itlog ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon itlog ku,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon itlug,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon itlug ko,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon itlug ku,testicular swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid akon singit,groin swelling,musculoskeletal,Moderate,urgent,active
hubag gid ari ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ari ko ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko ako,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko akon,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko akon gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko akon subong,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko gid ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko ko,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid ary ko ko gid,penile swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag ako,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag akon,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag akon gid,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag akon subong,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag gid ko,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag ko,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bayag ko gid,scrotal swelling,male_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilad ko ko gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat gid ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat ko,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat ko ako,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat ko akon,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat ko akon gid,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
hubag gid bilat ko akon subong,vaginal swelling,female_reproductive_symptom,Moderate,urgent,active
