hiligaynon_term,english_term,medical_category,severity,triage_level,status
hubag gid kamot man,hand swelling,Swelling,Medium,urgent,active
hubag gid kamot subong,hand swelling,Swelling,Medium,urgent,active
hubag gid kuko akon,nail swelling,Swelling,Medium,urgent,active
hubag gid kuko akon gid,nail swelling,Swelling,Medium,urgent,active
hubag gid kuko gid ko,nail swelling,Swelling,Medium,urgent,active
hubag gid kuko ko,nail swelling,Swelling,Medium,urgent,active
hubag gid kuko ko gid,nail swelling,Swelling,Medium,urgent,active
hubag gid kuko man,nail swelling,Swelling,Medium,urgent,active
hubag gid kuko subong,nail swelling,Swelling,Medium,urgent,active
hubag gid lawas akon,body swelling,Swelling,Medium,urgent,active
hubag gid lawas akon gid,body swelling,Swelling,Medium,urgent,active
hubag gid lawas gid ko,body swelling,Swelling,Medium,urgent,active
hubag gid lawas ko,body swelling,Swelling,Medium,urgent,active
hubag gid lawas ko gid,body swelling,Swelling,Medium,urgent,active
hubag gid lawas man,body swelling,Swelling,Medium,urgent,active
hubag gid lawas subong,body swelling,Swelling,Medium,urgent,active
hubag gid lawi akon,nape swelling,Swelling,Medium,urgent,active
hubag gid lawi akon gid,nape swelling,Swelling,Medium,urgent,active
hubag gid lawi gid ko,nape swelling,Swelling,Medium,urgent,active
hubag gid lawi ko,nape swelling,Swelling,Medium,urgent,active
hubag gid lawi ko gid,nape swelling,Swelling,Medium,urgent,active
hubag gid lawi man,nape swelling,Swelling,Medium,urgent,active
hubag gid lawi subong,nape swelling,Swelling,Medium,urgent,active
hubag gid likod akon,back swelling,Swelling,Medium,urgent,active
hubag gid likod akon gid,back swelling,Swelling,Medium,urgent,active
hubag gid likod gid ko,back swelling,Swelling,Medium,urgent,active
hubag gid likod ko,back swelling,Swelling,Medium,urgent,active
hubag gid likod ko gid,back swelling,Swelling,Medium,urgent,active
hubag gid likod man,back swelling,Swelling,Medium,urgent,active
hubag gid likod subong,back swelling,Swelling,Medium,urgent,active
hubag gid liog akon,neck swelling,Swelling,Medium,urgent,active
hubag gid liog akon gid,neck swelling,Swelling,Medium,urgent,active
hubag gid liog gid ko,neck swelling,Swelling,Medium,urgent,active
hubag gid liog ko,neck swelling,Swelling,Medium,urgent,active
hubag gid liog ko gid,neck swelling,Swelling,Medium,urgent,active
hubag gid liog man,neck swelling,Swelling,Medium,urgent,active
hubag gid liog subong,neck swelling,Swelling,Medium,urgent,active
hubag gid mata akon,eye swelling,Swelling,Medium,urgent,active
hubag gid mata akon gid,eye swelling,Swelling,Medium,urgent,active
hubag gid mata gid ko,eye swelling,Swelling,Medium,urgent,active
hubag gid mata ko,eye swelling,Swelling,Medium,urgent,active
hubag gid mata ko gid,eye swelling,Swelling,Medium,urgent,active
hubag gid mata man,eye swelling,Swelling,Medium,urgent,active
hubag gid mata subong,eye swelling,Swelling,Medium,urgent,active
hubag gid ngipon akon,tooth swelling,Swelling,Medium,urgent,active
hubag gid ngipon akon gid,tooth swelling,Swelling,Medium,urgent,active
hubag gid ngipon gid ko,tooth swelling,Swelling,Medium,urgent,active
hubag gid ngipon ko,tooth swelling,Swelling,Medium,urgent,active
hubag gid ngipon ko gid,tooth swelling,Swelling,Medium,urgent,active
hubag gid ngipon man,tooth swelling,Swelling,Medium,urgent,active
hubag gid ngipon subong,tooth swelling,Swelling,Medium,urgent,active
hubag gid paa akon,foot swelling,Swelling,Medium,urgent,active
hubag gid paa akon gid,foot swelling,Swelling,Medium,urgent,active
hubag gid paa gid ko,foot swelling,Swelling,Medium,urgent,active
hubag gid paa ko,foot swelling,Swelling,Medium,urgent,active
hubag gid paa ko gid,foot swelling,Swelling,Medium,urgent,active
hubag gid paa man,foot swelling,Swelling,Medium,urgent,active
hubag gid paa subong,foot swelling,Swelling,Medium,urgent,active
hubag gid pilas akon,wound swelling,Swelling,Medium,urgent,active
hubag gid pilas akon gid,wound swelling,Swelling,Medium,urgent,active
hubag gid pilas gid ko,wound swelling,Swelling,Medium,urgent,active
hubag gid pilas ko,wound swelling,Swelling,Medium,urgent,active
hubag gid pilas ko gid,wound swelling,Swelling,Medium,urgent,active
hubag gid pilas man,wound swelling,Swelling,Medium,urgent,active
hubag gid pilas subong,wound swelling,Swelling,Medium,urgent,active
hubag gid pisngi akon,facial swelling,Swelling,Medium,urgent,active
hubag gid pisngi akon gid,facial swelling,Swelling,Medium,urgent,active
hubag gid pisngi gid ko,facial swelling,Swelling,Medium,urgent,active
hubag gid pisngi ko,facial swelling,Swelling,Medium,urgent,active
hubag gid pisngi ko gid,facial swelling,Swelling,Medium,urgent,active
hubag gid pisngi man,facial swelling,Swelling,Medium,urgent,active
hubag gid pisngi subong,facial swelling,Swelling,Medium,urgent,active
hubag gid siko akon,elbow swelling,Swelling,Medium,urgent,active
hubag gid siko akon gid,elbow swelling,Swelling,Medium,urgent,active
hubag gid siko gid ko,elbow swelling,Swelling,Medium,urgent,active
hubag gid siko ko,elbow swelling,Swelling,Medium,urgent,active
hubag gid siko ko gid,elbow swelling,Swelling,Medium,urgent,active
hubag gid siko man,elbow swelling,Swelling,Medium,urgent,active
hubag gid siko subong,elbow swelling,Swelling,Medium,urgent,active
hubag gid tadlong akon,forearm swelling,Swelling,Medium,urgent,active
hubag gid tadlong akon gid,forearm swelling,Swelling,Medium,urgent,active
hubag gid tadlong gid ko,forearm swelling,Swelling,Medium,urgent,active
hubag gid tadlong ko,forearm swelling,Swelling,Medium,urgent,active
hubag gid tadlong ko gid,forearm swelling,Swelling,Medium,urgent,active
hubag gid tadlong man,forearm swelling,Swelling,Medium,urgent,active
hubag gid tadlong subong,forearm swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon akon,heart swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon akon gid,heart swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon gid ko,heart swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon ko,heart swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon ko gid,heart swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon man,heart swelling,Swelling,Medium,urgent,active
hubag gid tagipusuon subong,heart swelling,Swelling,Medium,urgent,active
hubag gid tai akon,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tai akon gid,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tai gid ko,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tai ko,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tai ko gid,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tai man,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tai subong,buttocks swelling,Swelling,Medium,urgent,active
hubag gid tiil akon,foot swelling,Swelling,Medium,urgent,active
hubag gid tiil akon gid,foot swelling,Swelling,Medium,urgent,active
hubag gid tiil gid ko,foot swelling,Swelling,Medium,urgent,active
hubag gid tiil ko,foot swelling,Swelling,Medium,urgent,active
hubag gid tiil ko gid,foot swelling,Swelling,Medium,urgent,active
hubag gid tiil man,foot swelling,Swelling,Medium,urgent,active
hubag gid tiil subong,foot swelling,Swelling,Medium,urgent,active
hubag gid tikod akon,heel swelling,Swelling,Medium,urgent,active
hubag gid tikod akon gid,heel swelling,Swelling,Medium,urgent,active
hubag gid tikod gid ko,heel swelling,Swelling,Medium,urgent,active
hubag gid tikod ko,heel swelling,Swelling,Medium,urgent,active
hubag gid tikod ko gid,heel swelling,Swelling,Medium,urgent,active
hubag gid tikod man,heel swelling,Swelling,Medium,urgent,active
hubag gid tikod subong,heel swelling,Swelling,Medium,urgent,active
hubag gid titi akon,breast swelling,Swelling,Medium,urgent,active
hubag gid titi akon gid,breast swelling,Swelling,Medium,urgent,active
hubag gid titi gid ko,breast swelling,Swelling,Medium,urgent,active
hubag gid titi ko,breast swelling,Swelling,Medium,urgent,active
hubag gid titi ko gid,breast swelling,Swelling,Medium,urgent,active
hubag gid titi man,breast swelling,Swelling,Medium,urgent,active
hubag gid titi subong,breast swelling,Swelling,Medium,urgent,active
hubag gid tiyan akon,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tiyan akon gid,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tiyan gid ko,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tiyan ko,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tiyan ko gid,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tiyan man,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tiyan subong,abdominal swelling,Swelling,Medium,urgent,active
hubag gid tudlo akon,finger swelling,Swelling,Medium,urgent,active
hubag gid tudlo akon gid,finger swelling,Swelling,Medium,urgent,active
hubag gid tudlo gid ko,finger swelling,Swelling,Medium,urgent,active
hubag gid tudlo ko,finger swelling,Swelling,Medium,urgent,active
hubag gid tudlo ko gid,finger swelling,Swelling,Medium,urgent,active
hubag gid tudlo man,finger swelling,Swelling,Medium,urgent,active
hubag gid tudlo subong,finger swelling,Swelling,Medium,urgent,active
hubag gid tuhod akon,knee swelling,Swelling,Medium,urgent,active
hubag gid tuhod akon gid,knee swelling,Swelling,Medium,urgent,active
hubag gid tuhod gid ko,knee swelling,Swelling,Medium,urgent,active
hubag gid tuhod ko,knee swelling,Swelling,Medium,urgent,active
hubag gid tuhod ko gid,knee swelling,Swelling,Medium,urgent,active
hubag gid tuhod man,knee swelling,Swelling,Medium,urgent,active
hubag gid tuhod subong,knee swelling,Swelling,Medium,urgent,active
hubag gid tungod acun,throat swelling,Swelling,High,emergency,active
hubag gid tungod acun gid,throat swelling,Swelling,High,emergency,active
hubag gid tungod akon,throat swelling,Swelling,High,emergency,active
hubag gid tungod akon gid,throat swelling,Swelling,High,emergency,active
hubag gid tungod gid ko,throat swelling,Swelling,High,emergency,active
hubag gid tungod gid ku,throat swelling,Swelling,High,emergency,active
hubag gid tungod ko,throat swelling,Swelling,High,emergency,active
hubag gid tungod ko gid,throat swelling,Swelling,High,emergency,active
hubag gid tungod ku,throat swelling,Swelling,High,emergency,active
hubag gid tungod ku gid,throat swelling,Swelling,High,emergency,active
hubag gid tungod man,throat swelling,Swelling,High,emergency,active
hubag gid tungod subong,throat swelling,Swelling,High,emergency,active
hubag gid tungtong akon,ankle swelling,Swelling,Medium,urgent,active
hubag gid tungtong akon gid,ankle swelling,Swelling,Medium,urgent,active
hubag gid tungtong gid ko,ankle swelling,Swelling,Medium,urgent,active
hubag gid tungtong ko,ankle swelling,Swelling,Medium,urgent,active
hubag gid tungtong ko gid,ankle swelling,Swelling,Medium,urgent,active
hubag gid tungtong man,ankle swelling,Swelling,Medium,urgent,active
hubag gid tungtong subong,ankle swelling,Swelling,Medium,urgent,active
hubag gid ulo akon,head swelling,Swelling,Medium,urgent,active
hubag gid ulo akon gid,head swelling,Swelling,Medium,urgent,active
hubag gid ulo gid ko,head swelling,Swelling,Medium,urgent,active
hubag gid ulo ko,head swelling,Swelling,Medium,urgent,active
hubag gid ulo ko gid,head swelling,Swelling,Medium,urgent,active
hubag gid ulo man,head swelling,Swelling,Medium,urgent,active
hubag gid ulo subong,head swelling,Swelling,Medium,urgent,active
hubag gid utok akon,brain swelling,Swelling,Medium,urgent,active
hubag gid utok akon gid,brain swelling,Swelling,Medium,urgent,active
hubag gid utok gid ko,brain swelling,Swelling,Medium,urgent,active
hubag gid utok ko,brain swelling,Swelling,Medium,urgent,active
hubag gid utok ko gid,brain swelling,Swelling,Medium,urgent,active
hubag gid utok man,brain swelling,Swelling,Medium,urgent,active
hubag gid utok subong,brain swelling,Swelling,Medium,urgent,active
hubag ilong akon,nasal swelling,Swelling,Medium,urgent,active
hubag ilong akon gid,nasal swelling,Swelling,Medium,urgent,active
hubag ilong gid ko,nasal swelling,Swelling,Medium,urgent,active
hubag ilong ko,nasal swelling,Swelling,Medium,urgent,active
hubag ilong ko gid,nasal swelling,Swelling,Medium,urgent,active
hubag ilong man,nasal swelling,Swelling,Medium,urgent,active
hubag ilong subong,nasal swelling,Swelling,Medium,urgent,active
hubag kamot akon,hand swelling,Swelling,Medium,urgent,active
hubag kamot akon gid,hand swelling,Swelling,Medium,urgent,active
hubag kamot gid ko,hand swelling,Swelling,Medium,urgent,active
hubag kamot ko,hand swelling,Swelling,Medium,urgent,active
hubag kamot ko gid,hand swelling,Swelling,Medium,urgent,active
hubag kamot man,hand swelling,Swelling,Medium,urgent,active
hubag kamot subong,hand swelling,Swelling,Medium,urgent,active
hubag kuko akon,nail swelling,Swelling,Medium,urgent,active
hubag kuko akon gid,nail swelling,Swelling,Medium,urgent,active
hubag kuko gid ko,nail swelling,Swelling,Medium,urgent,active
hubag kuko ko,nail swelling,Swelling,Medium,urgent,active
hubag kuko ko gid,nail swelling,Swelling,Medium,urgent,active
hubag kuko man,nail swelling,Swelling,Medium,urgent,active
hubag kuko subong,nail swelling,Swelling,Medium,urgent,active
hubag lawas akon,body swelling,Swelling,Medium,urgent,active
hubag lawas akon gid,body swelling,Swelling,Medium,urgent,active
hubag lawas gid ko,body swelling,Swelling,Medium,urgent,active
hubag lawas ko,body swelling,Swelling,Medium,urgent,active
hubag lawas ko gid,body swelling,Swelling,Medium,urgent,active
hubag lawas man,body swelling,Swelling,Medium,urgent,active
hubag lawas subong,body swelling,Swelling,Medium,urgent,active
hubag lawi akon,nape swelling,Swelling,Medium,urgent,active
hubag lawi akon gid,nape swelling,Swelling,Medium,urgent,active
hubag lawi gid ko,nape swelling,Swelling,Medium,urgent,active
hubag lawi ko,nape swelling,Swelling,Medium,urgent,active
hubag lawi ko gid,nape swelling,Swelling,Medium,urgent,active
hubag lawi man,nape swelling,Swelling,Medium,urgent,active
hubag lawi subong,nape swelling,Swelling,Medium,urgent,active
hubag likod akon,back swelling,Swelling,Medium,urgent,active
hubag likod akon gid,back swelling,Swelling,Medium,urgent,active
hubag likod gid ko,back swelling,Swelling,Medium,urgent,active
hubag likod ko,back swelling,Swelling,Medium,urgent,active
hubag likod ko gid,back swelling,Swelling,Medium,urgent,active
hubag likod man,back swelling,Swelling,Medium,urgent,active
hubag likod subong,back swelling,Swelling,Medium,urgent,active
hubag liog akon,neck swelling,Swelling,Medium,urgent,active
hubag liog akon gid,neck swelling,Swelling,Medium,urgent,active
hubag liog gid ko,neck swelling,Swelling,Medium,urgent,active
hubag liog ko,neck swelling,Swelling,Medium,urgent,active
hubag liog ko gid,neck swelling,Swelling,Medium,urgent,active
hubag liog man,neck swelling,Swelling,Medium,urgent,active
hubag liog subong,neck swelling,Swelling,Medium,urgent,active
hubag mata,eye swelling,Swelling,Medium,urgent,active
hubag mata akon,eye swelling,Swelling,Medium,urgent,active
hubag mata akon gid,eye swelling,Swelling,Medium,urgent,active
hubag mata gid ko,eye swelling,Swelling,Medium,urgent,active
hubag mata ko,eye swelling,Swelling,Medium,urgent,active
hubag mata ko gid,eye swelling,Swelling,Medium,urgent,active
hubag mata man,eye swelling,Swelling,Medium,urgent,active
hubag mata subong,eye swelling,Swelling,Medium,urgent,active
hubag ngipon akon,tooth swelling,Swelling,Medium,urgent,active
hubag ngipon akon gid,tooth swelling,Swelling,Medium,urgent,active
hubag ngipon gid ko,tooth swelling,Swelling,Medium,urgent,active
hubag ngipon ko,tooth swelling,Swelling,Medium,urgent,active
hubag ngipon ko gid,tooth swelling,Swelling,Medium,urgent,active
hubag ngipon man,tooth swelling,Swelling,Medium,urgent,active
hubag ngipon subong,tooth swelling,Swelling,Medium,urgent,active
hubag paa akon,foot swelling,Swelling,Medium,urgent,active
hubag paa akon gid,foot swelling,Swelling,Medium,urgent,active
hubag paa gid ko,foot swelling,Swelling,Medium,urgent,active
hubag paa ko,foot swelling,Swelling,Medium,urgent,active
hubag paa ko gid,foot swelling,Swelling,Medium,urgent,active
hubag paa man,foot swelling,Swelling,Medium,urgent,active
hubag paa subong,foot swelling,Swelling,Medium,urgent,active
hubag pilas akon,wound swelling,Swelling,Medium,urgent,active
hubag pilas akon gid,wound swelling,Swelling,Medium,urgent,active
hubag pilas gid ko,wound swelling,Swelling,Medium,urgent,active
hubag pilas ko,wound swelling,Swelling,Medium,urgent,active
hubag pilas ko gid,wound swelling,Swelling,Medium,urgent,active
hubag pilas man,wound swelling,Swelling,Medium,urgent,active
hubag pilas subong,wound swelling,Swelling,Medium,urgent,active
hubag pisngi akon,facial swelling,Swelling,Medium,urgent,active
hubag pisngi akon gid,facial swelling,Swelling,Medium,urgent,active
hubag pisngi gid ko,facial swelling,Swelling,Medium,urgent,active
hubag pisngi ko,facial swelling,Swelling,Medium,urgent,active
hubag pisngi ko gid,facial swelling,Swelling,Medium,urgent,active
hubag pisngi man,facial swelling,Swelling,Medium,urgent,active
hubag pisngi subong,facial swelling,Swelling,Medium,urgent,active
hubag siko akon,elbow swelling,Swelling,Medium,urgent,active
hubag siko akon gid,elbow swelling,Swelling,Medium,urgent,active
hubag siko gid ko,elbow swelling,Swelling,Medium,urgent,active
hubag siko ko,elbow swelling,Swelling,Medium,urgent,active
hubag siko ko gid,elbow swelling,Swelling,Medium,urgent,active
hubag siko man,elbow swelling,Swelling,Medium,urgent,active
hubag siko subong,elbow swelling,Swelling,Medium,urgent,active
hubag tadlong akon,forearm swelling,Swelling,Medium,urgent,active
hubag tadlong akon gid,forearm swelling,Swelling,Medium,urgent,active
hubag tadlong gid ko,forearm swelling,Swelling,Medium,urgent,active
hubag tadlong ko,forearm swelling,Swelling,Medium,urgent,active
hubag tadlong ko gid,forearm swelling,Swelling,Medium,urgent,active
hubag tadlong man,forearm swelling,Swelling,Medium,urgent,active
hubag tadlong subong,forearm swelling,Swelling,Medium,urgent,active
hubag tagipusuon akon,heart swelling,Swelling,Medium,urgent,active
hubag tagipusuon akon gid,heart swelling,Swelling,Medium,urgent,active
hubag tagipusuon gid ko,heart swelling,Swelling,Medium,urgent,active
hubag tagipusuon ko,heart swelling,Swelling,Medium,urgent,active
hubag tagipusuon ko gid,heart swelling,Swelling,Medium,urgent,active
hubag tagipusuon man,heart swelling,Swelling,Medium,urgent,active
hubag tagipusuon subong,heart swelling,Swelling,Medium,urgent,active
hubag tai akon,buttocks swelling,Swelling,Medium,urgent,active
hubag tai akon gid,buttocks swelling,Swelling,Medium,urgent,active
hubag tai gid ko,buttocks swelling,Swelling,Medium,urgent,active
hubag tai ko,buttocks swelling,Swelling,Medium,urgent,active
hubag tai ko gid,buttocks swelling,Swelling,Medium,urgent,active
hubag tai man,buttocks swelling,Swelling,Medium,urgent,active
hubag tai subong,buttocks swelling,Swelling,Medium,urgent,active
hubag tiil akon,foot swelling,Swelling,Medium,urgent,active
hubag tiil akon gid,foot swelling,Swelling,Medium,urgent,active
hubag tiil gid ko,foot swelling,Swelling,Medium,urgent,active
hubag tiil ko,foot swelling,Swelling,Medium,urgent,active
hubag tiil ko gid,foot swelling,Swelling,Medium,urgent,active
hubag tiil man,foot swelling,Swelling,Medium,urgent,active
hubag tiil subong,foot swelling,Swelling,Medium,urgent,active
hubag tikod akon,heel swelling,Swelling,Medium,urgent,active
hubag tikod akon gid,heel swelling,Swelling,Medium,urgent,active
hubag tikod gid ko,heel swelling,Swelling,Medium,urgent,active
hubag tikod ko,heel swelling,Swelling,Medium,urgent,active
hubag tikod ko gid,heel swelling,Swelling,Medium,urgent,active
hubag tikod man,heel swelling,Swelling,Medium,urgent,active
hubag tikod subong,heel swelling,Swelling,Medium,urgent,active
hubag titi akon,breast swelling,Swelling,Medium,urgent,active
hubag titi akon gid,breast swelling,Swelling,Medium,urgent,active
hubag titi gid ko,breast swelling,Swelling,Medium,urgent,active
hubag titi ko,breast swelling,Swelling,Medium,urgent,active
hubag titi ko gid,breast swelling,Swelling,Medium,urgent,active
hubag titi man,breast swelling,Swelling,Medium,urgent,active
hubag titi subong,breast swelling,Swelling,Medium,urgent,active
hubag tiyan akon,abdominal swelling,Swelling,Medium,urgent,active
hubag tiyan akon gid,abdominal swelling,Swelling,Medium,urgent,active
hubag tiyan gid ko,abdominal swelling,Swelling,Medium,urgent,active
hubag tiyan ko,abdominal swelling,Swelling,Medium,urgent,active
hubag tiyan ko gid,abdominal swelling,Swelling,Medium,urgent,active
hubag tiyan man,abdominal swelling,Swelling,Medium,urgent,active
hubag tiyan subong,abdominal swelling,Swelling,Medium,urgent,active
hubag tudlo akon,finger swelling,Swelling,Medium,urgent,active
hubag tudlo akon gid,finger swelling,Swelling,Medium,urgent,active
hubag tudlo gid ko,finger swelling,Swelling,Medium,urgent,active
hubag tudlo ko,finger swelling,Swelling,Medium,urgent,active
hubag tudlo ko gid,finger swelling,Swelling,Medium,urgent,active
hubag tudlo man,finger swelling,Swelling,Medium,urgent,active
hubag tudlo subong,finger swelling,Swelling,Medium,urgent,active
hubag tuhod akon,knee swelling,Swelling,Medium,urgent,active
hubag tuhod akon gid,knee swelling,Swelling,Medium,urgent,active
hubag tuhod gid ko,knee swelling,Swelling,Medium,urgent,active
hubag tuhod ko,knee swelling,Swelling,Medium,urgent,active
hubag tuhod ko gid,knee swelling,Swelling,Medium,urgent,active
hubag tuhod man,knee swelling,Swelling,Medium,urgent,active
hubag tuhod subong,knee swelling,Swelling,Medium,urgent,active
hubag tungod acun,throat swelling,Swelling,High,emergency,active
hubag tungod acun gid,throat swelling,Swelling,High,emergency,active
hubag tungod akon,throat swelling,Swelling,High,emergency,active
hubag tungod akon gid,throat swelling,Swelling,High,emergency,active
hubag tungod gid ko,throat swelling,Swelling,High,emergency,active
hubag tungod gid ku,throat swelling,Swelling,High,emergency,active
hubag tungod ko,throat swelling,Swelling,Medium,urgent,active
hubag tungod ko gid,throat swelling,Swelling,High,emergency,active
hubag tungod ku gid,throat swelling,Swelling,High,emergency,active
hubag tungod man,throat swelling,Swelling,High,emergency,active
hubag tungod subong,throat swelling,Swelling,High,emergency,active
hubag tungtong akon,ankle swelling,Swelling,Medium,urgent,active
hubag tungtong akon gid,ankle swelling,Swelling,Medium,urgent,active
hubag tungtong gid ko,ankle swelling,Swelling,Medium,urgent,active
hubag tungtong ko,ankle swelling,Swelling,Medium,urgent,active
hubag tungtong ko gid,ankle swelling,Swelling,Medium,urgent,active
hubag tungtong man,ankle swelling,Swelling,Medium,urgent,active
hubag tungtong subong,ankle swelling,Swelling,Medium,urgent,active
hubag ulo akon,head swelling,Swelling,Medium,urgent,active
hubag ulo akon gid,head swelling,Swelling,Medium,urgent,active
hubag ulo gid ko,head swelling,Swelling,Medium,urgent,active
hubag ulo ko,head swelling,Swelling,Medium,urgent,active
hubag ulo ko gid,head swelling,Swelling,Medium,urgent,active
hubag ulo man,head swelling,Swelling,Medium,urgent,active
hubag ulo subong,head swelling,Swelling,Medium,urgent,active
hubag utok akon,brain swelling,Swelling,Medium,urgent,active
hubag utok akon gid,brain swelling,Swelling,Medium,urgent,active
hubag utok gid ko,brain swelling,Swelling,Medium,urgent,active
hubag utok ko,brain swelling,Swelling,Medium,urgent,active
hubag utok ko gid,brain swelling,Swelling,Medium,urgent,active
hubag utok man,brain swelling,Swelling,Medium,urgent,active
hubag utok subong,brain swelling,Swelling,Medium,urgent,active
huyang lawas ko,weakness,General,Medium,routine,active
ilong,nose,Body Part,Low,routine,active
init lawas ko,fever,General,Medium,routine,active
kagapon gahika ko,cough,Respiratory,Medium,routine,active
kagapon gahubag tiyan ko,abdominal swelling,Gastrointestinal,Medium,urgent,active
kagapon galuya lawas ko,body weakness,General,Medium,routine,active
kagapon gasakit ulo ko,head pain,Pain,Medium,routine,active
kagapon ginadudul-om ko,diarrhea,Gastrointestinal,Medium,routine,active
kagapon ginahilanat ko,fever,General,Medium,routine,active
kagapon may nana akon mata,eye infection,Infection,High,urgent,active
kagapon may pilas ko sa kamot,hand wound,Wound,Medium,urgent,active
kagat ido,dog bite,Bite,Critical,emergency,active
kagat lamok,mosquito bite,Bite,Low,routine,active
kamot,hand,Body Part,Low,routine,active
kamot ko,hand,Body Part,Low,routine,active
kamot ko gid,hand,Body Part,Low,routine,active
kapoy gid ko,severe fatigue,General,Medium,routine,active
kapoy ko gid,severe fatigue,General,Medium,routine,active
karon budlay gid gid ko magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid gid ko magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid gid ko magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid gid ko magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid gid ko magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko mag ginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko mag ginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko mag ginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko mag ginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko mag ginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ko magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ku magginhawa subong gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ku magginhawa subong gid ko,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ku magginhawa subong ko gid,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ku magginhawa subong man,difficulty breathing,Respiratory,Critical,emergency,active
karon budlay gid ku magginhawa subong na gid,difficulty breathing,Respiratory,Critical,emergency,active
karon gahabok dila ko gid gid,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ko gid gid ko,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ko gid ko gid,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ko gid man,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ko gid na gid,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ku gid gid,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ku gid gid ko,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ku gid ko gid,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ku gid man,swollen tongue,Swelling,High,emergency,active
karon gahabok dila ku gid na gid,swollen tongue,Swelling,High,emergency,active
karon gahubag dila ko gid gid,swollen tongue,Swelling,High,emergency,active
karon gahubag dila ko gid gid ko,swollen tongue,Swelling,High,emergency,active
karon gahubag dila ko gid ko gid,swollen tongue,Swelling,High,emergency,active
karon gahubag dila ko gid man,swollen tongue,Swelling,High,emergency,active
karon gahubag dila ko gid na gid,swollen tongue,Swelling,High,emergency,active
karon galuya lawas ko kag kapoy gid gid,body weakness with severe fatigue,General,Medium,routine,active
karon galuya lawas ko kag kapoy gid gid ko,body weakness with severe fatigue,General,Medium,routine,active
karon galuya lawas ko kag kapoy gid ko gid,body weakness with severe fatigue,General,Medium,routine,active
karon galuya lawas ko kag kapoy gid man,body weakness with severe fatigue,General,Medium,routine,active
karon galuya lawas ko kag kapoy gid na gid,body weakness with severe fatigue,General,Medium,routine,active
karon gapula mata ko kag gakatol gid,red itchy eyes,Eye,Medium,urgent,active
karon gapula mata ko kag gakatol gid ko,red itchy eyes,Eye,Medium,urgent,active
karon gapula mata ko kag gakatol ko gid,red itchy eyes,Eye,Medium,urgent,active
karon gapula mata ko kag gakatol man,red itchy eyes,Eye,Medium,urgent,active
karon gapula mata ko kag gakatol na gid,red itchy eyes,Eye,Medium,urgent,active
karon gasakit ulo ko karon gid,head pain,Pain,Medium,urgent,active
karon gasakit ulo ko karon gid ko,head pain,Pain,Medium,urgent,active
